scenario,repeat,policy,globalAccuracy,cost,strongRouteRate,routineAccuracy,routineStrongRate,importantAccuracy,importantStrongRate,criticalAccuracy,criticalStrongRate
shifted,6,oracle,0.9955,0.005122666666666666,0.07016666666666667,0.9982149232416994,0.044864929191955255,0.9933444259567388,0.1064891846921797,0.9679054054054054,0.24493243243243243
shifted,7,strong_only,0.9519166666666666,0.02,1,0.9632078874594204,1,0.9304830287206266,1,0.9063004846526656,1
shifted,7,global_threshold,0.96175,0.004637333333333334,0.03983333333333333,0.9829265360105808,0.030419622460021643,0.9526762402088773,0.05842036553524804,0.7221324717285945,0.07431340872374798
shifted,7,stratum_threshold,0.9765,0.0048853333333333335,0.05533333333333333,0.9829265360105808,0.030419622460021643,0.9722584856396866,0.07963446475195822,0.9111470113085622,0.26978998384491115
shifted,7,oracle,0.9960833333333333,0.005152,0.072,0.9990381147048214,0.04580978718287844,0.9924934725848564,0.09399477806788512,0.9741518578352181,0.3150242326332795
shifted,8,strong_only,0.9524166666666667,0.02,1,0.9639995215883268,1,0.9318030605455755,1,0.8973143759873617,1
shifted,8,global_threshold,0.96325,0.004684,0.04275,0.983255591436431,0.0334888171271379,0.9530938123752495,0.06420492348636062,0.7472353870458136,0.0631911532385466
shifted,8,stratum_threshold,0.9756666666666667,0.0049106666666666665,0.056916666666666664,0.983255591436431,0.0334888171271379,0.9710578842315369,0.08383233532934131,0.8973143759873617,0.23854660347551343
shifted,8,oracle,0.994,0.005130666666666667,0.07066666666666667,0.9972491328788422,0.04509030020332496,0.9916833000665336,0.09946773120425816,0.9620853080568721,0.2717219589257504
shifted,9,strong_only,0.9564166666666667,0.02,1,0.9654549831487723,1,0.9381443298969072,1,0.9251700680272109,1
shifted,9,global_threshold,0.9655,0.0046626666666666665,0.041416666666666664,0.9839913336543091,0.03237843042850265,0.9529639175257731,0.059278350515463915,0.7704081632653061,0.07482993197278912
shifted,9,stratum_threshold,0.97825,0.004886666666666667,0.05541666666666667,0.9839913336543091,0.03237843042850265,0.9726159793814433,0.07957474226804123,0.9268707482993197,0.2534013605442177
shifted,9,oracle,0.9958333333333333,0.0051199999999999996,0.07,0.9977130476649013,0.04489648531535869,0.9951675257731959,0.09858247422680412,0.9727891156462585,0.27380952380952384
shifted,10,strong_only,0.95475,0.02,1,0.9658861286104837,1,0.9324503311258279,1,0.908289241622575,1
shifted,10,global_threshold,0.9644166666666667,0.004585333333333334,0.036583333333333336,0.9826459051467966,0.027932960893854747,0.9549668874172186,0.05662251655629139,0.7442680776014109,0.0582010582010582
shifted,10,stratum_threshold,0.9775,0.004809333333333334,0.050583333333333334,0.9826459051467966,0.027932960893854747,0.9748344370860927,0.07781456953642384,0.9153439153439153,0.24162257495590828
