scenario,repeat,policy,fieldAccuracy,wholeAccuracy,longAccuracy,criticalAccuracy,approved,falseApproval
mixed-correlated,53,joint-long-schema,0.9942142251302557,0.9456666666666667,0.9037536092396535,0.9938333333333333,0,0
mixed-correlated,54,field-average,0.9944884287454324,0.952,0.9115646258503401,0.9956666666666667,1,0
mixed-correlated,54,whole-call,0.9944884287454324,0.952,0.9115646258503401,0.9956666666666667,1,0
mixed-correlated,54,joint-long-schema,0.9944884287454324,0.952,0.9115646258503401,0.9956666666666667,1,0
mixed-correlated,55,field-average,0.9945978391356542,0.9463333333333334,0.9052044609665427,0.995,1,1
mixed-correlated,55,whole-call,0.9945978391356542,0.9463333333333334,0.9052044609665427,0.995,0,0
mixed-correlated,55,joint-long-schema,0.9945978391356542,0.9463333333333334,0.9052044609665427,0.995,0,0
mixed-correlated,56,field-average,0.9942386583011583,0.9486666666666667,0.8986988847583643,0.9956666666666667,1,1
mixed-correlated,56,whole-call,0.9942386583011583,0.9486666666666667,0.8986988847583643,0.9956666666666667,0,0
mixed-correlated,56,joint-long-schema,0.9942386583011583,0.9486666666666667,0.8986988847583643,0.9956666666666667,0,0
mixed-correlated,57,field-average,0.9934876989869754,0.943,0.8990654205607477,0.9941666666666666,1,1
mixed-correlated,57,whole-call,0.9934876989869754,0.943,0.8990654205607477,0.9941666666666666,0,0
mixed-correlated,57,joint-long-schema,0.9934876989869754,0.943,0.8990654205607477,0.9941666666666666,0,0
mixed-correlated,58,field-average,0.9942664725154714,0.9483333333333334,0.8979591836734694,0.9943333333333333,1,1
mixed-correlated,58,whole-call,0.9942664725154714,0.9483333333333334,0.8979591836734694,0.9943333333333333,0,0
mixed-correlated,58,joint-long-schema,0.9942664725154714,0.9483333333333334,0.8979591836734694,0.9943333333333333,0,0
mixed-correlated,59,field-average,0.9950938304918435,0.9526666666666667,0.9274809160305344,0.9941666666666666,1,0
mixed-correlated,59,whole-call,0.9950938304918435,0.9526666666666667,0.9274809160305344,0.9941666666666666,1,0
mixed-correlated,59,joint-long-schema,0.9950938304918435,0.9526666666666667,0.9274809160305344,0.9941666666666666,1,0
