workload,rate,repeat,policy,throughputRps,dropRate,meanLatencySeconds,p95LatencySeconds,p99LatencySeconds,p95QueueWaitSeconds,shortP95LatencySeconds,longP95LatencySeconds,sloAttainment,oversubscribedFraction,meanActive
heavy-tail,2.5,5,estimated-budget-shortest-first,2.466666666666667,0,0.5160236714137363,2.821950192488117,5.895482645713173,0,0.3769828119272063,5.895482645713173,0.984984984984985,0.007110951518855534,1.1807434852534038
heavy-tail,2.5,5,underestimated-token-budget,2.466666666666667,0,0.5517050293062568,2.962591528138944,6.356008170217663,0,0.43112474901101905,6.356008170217663,0.975975975975976,0.024988057333038008,1.3419825336369813
heavy-tail,2.5,5,overestimated-token-budget,2.466666666666667,0,0.5826404141979619,2.5786626525582363,3.937523190801727,1.8556388521683118,1.621203524081352,3.937523190801727,0.9984984984984985,0,0.7690570760032415
heavy-tail,2.5,5,oracle-token-budget,2.466666666666667,0,0.5643972066553478,2.8253797168639068,4.840010416317398,1.2203300155881038,1.005736551713028,4.840010416317398,0.9924924924924925,0,1.057733980235727
heavy-tail,2.5,6,request-count-16,2.566666666666667,0,0.9939829662820024,4.945223822159932,11.88867513050706,0,0.8858624869950518,11.360960256537126,0.950937950937951,0.1337906902988483,2.3451155183182464
heavy-tail,2.5,6,estimated-token-budget,2.566666666666667,0,1.1792979404303687,4.663084775561217,8.212110019672451,3.218770078682134,3.4772173242493167,7.946579673127957,0.9567099567099567,0.01957832385897512,1.5684636737109985
heavy-tail,2.5,6,estimated-budget-shortest-first,2.566666666666667,0,0.8382197081513252,4.602996398949799,8.833784808274281,1.9057478956204221,0.5386673446554369,8.771246410716472,0.9523809523809523,0.015072669241944043,1.5343688544098701
heavy-tail,2.5,6,underestimated-token-budget,2.566666666666667,0,1.045128966747977,4.916673837114445,10.819981935874189,1.2780063615067547,1.8447251368131248,10.371238870822332,0.9523809523809523,0.10516857662379855,2.1223512439980374
heavy-tail,2.5,6,overestimated-token-budget,2.566666666666667,0,1.2824153126706226,5.027179711211261,6.440935679501422,4.384098204814926,4.511921254026667,6.226851024757039,0.948051948051948,0,0.9123563231690739
heavy-tail,2.5,6,oracle-token-budget,2.566666666666667,0,1.2107711804574184,5.114320047559417,7.316438904920915,3.816247686085447,4.140649014289977,7.2034146321121355,0.9437229437229437,0,1.3446734916995238
heavy-tail,2.5,7,request-count-16,2.466666666666667,0,0.43316926750975876,2.363500000000002,3.8586499321704935,0,0.3714526240165128,3.8586499321704935,0.9984984984984985,0.006169985043611809,1.1328456240318332
heavy-tail,2.5,7,estimated-token-budget,2.466666666666667,0,0.44149251646364296,2.427828070156181,3.3545175338241506,0,0.3940037881877174,3.3545175338241506,0.996996996996997,0,1.085538560357953
heavy-tail,2.5,7,estimated-budget-shortest-first,2.466666666666667,0,0.4301617572935586,2.3811195069673943,3.3837023460429805,0,0.36209104044377227,3.3837023460429805,0.996996996996997,0,1.0818134339488157
heavy-tail,2.5,7,underestimated-token-budget,2.466666666666667,0,0.43316926750975876,2.363500000000002,3.8586499321704935,0,0.3714526240165128,3.8586499321704935,0.9984984984984985,0.006169985043611809,1.1328456240318332
heavy-tail,2.5,7,overestimated-token-budget,2.466666666666667,0,0.47630907381135,2.1292758543198147,2.972942773349807,1.083295056337704,1.1125023717951095,2.9403866723171745,1,0,0.8010092503536994
heavy-tail,2.5,7,oracle-token-budget,2.466666666666667,0,0.4470991238848192,2.3178593760337094,3.210645903160753,0.14180352932476126,0.42501938744089784,3.102353155169368,0.9984984984984985,0,1.0459592995548617
heavy-tail,2.5,8,request-count-16,2.5185185185185186,0,0.4786505182713003,2.414897541720194,4.442458159899957,0,0.43961602151247803,5.206725162421776,0.9911764705882353,0.006758737638921848,1.1837869852716785
heavy-tail,2.5,8,estimated-token-budget,2.5185185185185186,0,0.4793630592678756,2.391750000000002,4.2491198483929224,0,0.5480641899047427,4.6552722939458135,0.9955882352941177,0.0009256927782348392,1.1277310963854954
heavy-tail,2.5,8,estimated-budget-shortest-first,2.5185185185185186,0,0.4675137464372489,2.414897541720194,4.520660388046451,0,0.4371823815110929,4.6552722939458135,0.9941176470588236,0.00006299038251606016,1.127111642176908
heavy-tail,2.5,8,underestimated-token-budget,2.5185185185185186,0,0.4786505182713003,2.414897541720194,4.442458159899957,0,0.43961602151247803,5.206725162421776,0.9911764705882353,0.006758737638921848,1.1837869852716785
heavy-tail,2.5,8,overestimated-token-budget,2.5185185185185186,0,0.5253905352777799,2.2197500000000048,3.270618755963028,1.38216370046635,1.4371850428119615,3.270618755963028,1,0,0.7829597345453372
heavy-tail,2.5,8,oracle-token-budget,2.5185185185185186,0,0.49388051561263446,2.494768292283112,3.85617318031575,0.3460304559060887,0.6313019491395551,3.9992804559060886,0.9970588235294118,0,1.0749591920622315
heavy-tail,2.5,9,request-count-16,2.6592592592592594,0,0.6583905318760053,3.2263146942519256,6.629516022040974,0,0.5626642277973986,6.629516022040974,0.967966573816156,0.05150658093550143,1.7724945900854132
heavy-tail,2.5,9,estimated-token-budget,2.6592592592592594,0,0.6759110172773812,3.3877173549640247,5.5282336686947815,1.4620824447990515,1.4569163028728553,5.5282336686947815,0.9777158774373259,0.007412094887818964,1.468951366843718
heavy-tail,2.5,9,estimated-budget-shortest-first,2.6592592592592594,0,0.5948152035915028,3.409970389999202,5.5444633156142515,0,0.4636016993812291,5.5444633156142515,0.9777158774373259,0.006802327105736142,1.459113969257928
heavy-tail,2.5,9,underestimated-token-budget,2.6592592592592594,0,0.6588190259639621,3.3679501102742506,6.385352899119084,0,0.5796546960548881,6.385352899119084,0.9693593314763231,0.03502752697704715,1.7211676321072806
heavy-tail,2.5,9,overestimated-token-budget,2.6592592592592594,0,0.7397646864300381,3.188084191090212,4.125483668694812,2.519781825590286,2.5053799024399694,4.125483668694812,1,0,0.916747489954631
heavy-tail,2.5,9,oracle-token-budget,2.6592592592592594,0,0.6962625949754581,2.995536967356486,5.230428969677462,1.751697293955914,1.9423523244844745,5.230428969677462,0.9874651810584958,0,1.2882996801744395
heavy-tail,2.5,10,request-count-16,2.6037037037037036,0,0.5797568722764344,3.061630743496522,5.798492267434085,0,0.4448597532249323,5.955981104514365,0.9800853485064012,0.026541825698632927,1.4177365085081532
heavy-tail,2.5,10,estimated-token-budget,2.6037037037037036,0,0.5750144491311409,2.758923670773001,5.064943549500441,0.5510289699769686,0.6464147827166187,5.105982812463026,0.9871977240398293,0.007066541597069209,1.2360727718241717
heavy-tail,2.5,10,estimated-budget-shortest-first,2.6037037037037036,0,0.5363764832220025,2.8070972915596286,5.105982812463026,0,0.42609839592094545,5.159708719613576,0.9871977240398293,0.004135920652516188,1.2302894214736029
heavy-tail,2.5,10,underestimated-token-budget,2.6037037037037036,0,0.5780519236189149,3.061630743496522,5.798492267434085,0,0.44385881947303574,5.955981104514365,0.9815078236130867,0.026541825698632927,1.408327975263959
heavy-tail,2.5,10,overestimated-token-budget,2.6037037037037036,0,0.6099902525522417,2.596804088810643,3.5421359281434093,1.7626119018027282,1.8564646325302192,3.5421359281434093,0.9985775248933144,0,0.8065990280055013
heavy-tail,2.5,10,oracle-token-budget,2.6037037037037036,0,0.6105418118484264,2.8225001263071476,4.58607610013712,1.402641043069849,1.2112662648909804,4.58970890414389,0.9928876244665719,0,1.135170019787604
heavy-tail,2.5,11,request-count-16,2.537037037037037,0,0.5265999726729097,2.8266807304580084,5.57274825270818,0,0.4731264357436089,5.57274825270818,0.9868613138686131,0.0373931929922312,1.458298720698661
heavy-tail,2.5,11,estimated-token-budget,2.537037037037037,0,0.5473841292713634,2.680976510807483,4.901813390458031,0.6271359576654163,0.8358724435401257,4.901813390458031,0.9912408759124087,0.01251754865280607,1.305938851852616
heavy-tail,2.5,11,estimated-budget-shortest-first,2.537037037037037,0,0.5060815325472832,2.680976510807483,4.901813390458031,0,0.4269999999999996,4.901813390458031,0.9912408759124087,0.013471925280166431,1.2907175181956931
heavy-tail,2.5,11,underestimated-token-budget,2.537037037037037,0,0.5265999726729097,2.8266807304580084,5.57274825270818,0,0.4731264357436089,5.57274825270818,0.9868613138686131,0.0373931929922312,1.458298720698661
heavy-tail,2.5,11,overestimated-token-budget,2.537037037037037,0,0.6117552898012584,2.6460018478264544,3.8488167019921207,1.8778322527256819,2.0264282643398985,3.7902357195999627,1,0,0.8452558533474538
heavy-tail,2.5,11,oracle-token-budget,2.537037037037037,0,0.5730347729910686,2.6460018478264544,4.687948875569099,1.2204884322370049,1.4079884322370049,4.687948875569099,0.9912408759124087,0,1.1339335870842688
heavy-tail,2.5,12,request-count-16,2.4,0,0.5782386805025921,2.9016445151592336,6.392255891575417,0,0.46399999999999864,6.392255891575417,0.9814814814814815,0.03343338015689589,1.3188835222035618
heavy-tail,2.5,12,estimated-token-budget,2.4,0,0.6102617754620893,2.791300344030418,5.084629690951857,1.019729667838476,1.1735104087560444,5.084629690951857,0.9891975308641975,0.00528518577432253,1.1334264265438645
heavy-tail,2.5,12,estimated-budget-shortest-first,2.4,0,0.5457392820156968,2.898028869912153,5.084629690951857,0,0.41907891086006543,5.084629690951857,0.9891975308641975,0.005818865350634823,1.1247531770572297
heavy-tail,2.5,12,underestimated-token-budget,2.4,0,0.5779244498142443,2.9016445151592336,6.362273693672876,0,0.46399999999999864,6.362273693672876,0.9814814814814815,0.03341234479605863,1.316619653879673
heavy-tail,2.5,12,overestimated-token-budget,2.4,0,0.6545127331529567,2.794322464977128,4.084807885117897,2.107411782004874,2.05313253286036,4.084807885117897,0.9969135802469136,0,0.7520305508066346
heavy-tail,2.5,12,oracle-token-budget,2.4,0,0.6190618920175961,2.7797124294831974,4.403089805905779,1.5950150786735264,1.6679798635962584,4.403089805905779,0.9922839506172839,0,1.0379960178167447
heavy-tail,2.5,13,request-count-16,2.433333333333333,0,0.5356955762525258,2.6104741868251224,6.001583083591925,0,0.49835288333068206,6.001583083591925,0.984779299847793,0.03828588520680388,1.5202742848760022
heavy-tail,2.5,13,estimated-token-budget,2.433333333333333,0,0.5294237951061135,2.6375430444459624,4.6095403671708794,0,0.5275000000000034,4.6095403671708794,0.9908675799086758,0.002704866706995445,1.2518602548629514
heavy-tail,2.5,13,estimated-budget-shortest-first,2.433333333333333,0,0.5089845915853726,2.622718708134215,4.704055518938816,0,0.4544888305883248,4.704055518938816,0.9908675799086758,0.002704866706995445,1.239398820238995
heavy-tail,2.5,13,underestimated-token-budget,2.433333333333333,0,0.5358797330480125,2.6104741868251224,5.713235479896696,0,0.49835288333068206,5.713235479896696,0.984779299847793,0.027471386955627838,1.4585196398852158
heavy-tail,2.5,13,overestimated-token-budget,2.433333333333333,0,0.5625858138360994,2.2840841638320057,3.8498803083397775,1.440956864818446,1.430172642320855,3.610324422394541,0.9984779299847792,0,0.8466252191745235
heavy-tail,2.5,13,oracle-token-budget,2.433333333333333,0,0.5302824660552979,2.564527543351261,4.2502875501613175,0.7905591309841213,0.6441654307364502,4.2502875501613175,0.9939117199391172,0,1.130556283025378
heavy-tail,2.5,14,request-count-16,2.388888888888889,0,0.5424524665298366,2.752749999999992,6.549265065436657,0,0.436647220739502,6.549265065436657,0.9875968992248062,0.03133933115022217,1.2486712473417767
