scenario,repeat,policy,trueRate,estimate,biasPoints,promotion,discordantRate,coverage,escalationRate
focal_both_biases,0,single_candidate_first,0.452,0.638,18.6,1,0,1,0
focal_both_biases,0,randomized_single,0.452,0.552,10.000000000000004,1,0,1,0
focal_both_biases,0,swap_drop_discordant,0.452,0.5497512437810945,9.775124378109451,1,0.196,0.804,0
focal_both_biases,0,swap_tie_aware,0.452,0.54,8.800000000000002,1,0.196,1,0
focal_both_biases,0,swap_escalate_discordant,0.452,0.532,8.000000000000002,1,0.196,1,0.196
focal_both_biases,0,truth_reference,0.452,0.452,0,0,0,1,0
focal_both_biases,1,single_candidate_first,0.48,0.654,17.400000000000006,1,0,1,0
focal_both_biases,1,randomized_single,0.48,0.524,4.400000000000004,1,0,1,0
focal_both_biases,1,swap_drop_discordant,0.48,0.5552699228791774,7.526992287917745,1,0.222,0.778,0
focal_both_biases,1,swap_tie_aware,0.48,0.543,6.300000000000006,1,0.222,1,0
focal_both_biases,1,swap_escalate_discordant,0.48,0.538,5.800000000000005,1,0.222,1,0.222
focal_both_biases,1,truth_reference,0.48,0.48,0,0,0,1,0
focal_both_biases,2,single_candidate_first,0.474,0.654,18.000000000000004,1,0,1,0
focal_both_biases,2,randomized_single,0.474,0.552,7.800000000000007,1,0,1,0
focal_both_biases,2,swap_drop_discordant,0.474,0.5696517412935324,9.565174129353238,1,0.196,0.804,0
focal_both_biases,2,swap_tie_aware,0.474,0.556,8.200000000000006,1,0.196,1,0
focal_both_biases,2,swap_escalate_discordant,0.474,0.546,7.200000000000006,1,0.196,1,0.196
focal_both_biases,2,truth_reference,0.474,0.474,0,0,0,1,0
focal_both_biases,3,single_candidate_first,0.476,0.68,20.400000000000006,1,0,1,0
focal_both_biases,3,randomized_single,0.476,0.542,6.600000000000006,1,0,1,0
focal_both_biases,3,swap_drop_discordant,0.476,0.5789473684210527,10.294736842105268,1,0.24,0.76,0
focal_both_biases,3,swap_tie_aware,0.476,0.56,8.400000000000007,1,0.24,1,0
focal_both_biases,3,swap_escalate_discordant,0.476,0.536,6.000000000000005,1,0.24,1,0.24
focal_both_biases,3,truth_reference,0.476,0.476,0,0,0,1,0
focal_both_biases,4,single_candidate_first,0.464,0.65,18.6,1,0,1,0
focal_both_biases,4,randomized_single,0.464,0.574,10.999999999999993,1,0,1,0
focal_both_biases,4,swap_drop_discordant,0.464,0.5783132530120482,11.431325301204815,1,0.17,0.83,0
focal_both_biases,4,swap_tie_aware,0.464,0.565,10.099999999999993,1,0.17,1,0
focal_both_biases,4,swap_escalate_discordant,0.464,0.544,8.000000000000002,1,0.17,1,0.17
focal_both_biases,4,truth_reference,0.464,0.464,0,0,0,1,0
focal_both_biases,5,single_candidate_first,0.472,0.62,14.800000000000002,1,0,1,0
focal_both_biases,5,randomized_single,0.472,0.52,4.800000000000004,0,0,1,0
focal_both_biases,5,swap_drop_discordant,0.472,0.527363184079602,5.536318407960206,1,0.196,0.804,0
focal_both_biases,5,swap_tie_aware,0.472,0.522,5.000000000000004,1,0.196,1,0
focal_both_biases,5,swap_escalate_discordant,0.472,0.51,3.8000000000000034,0,0.196,1,0.196
focal_both_biases,5,truth_reference,0.472,0.472,0,0,0,1,0
focal_both_biases,6,single_candidate_first,0.472,0.638,16.600000000000005,1,0,1,0
focal_both_biases,6,randomized_single,0.472,0.556,8.400000000000007,1,0,1,0
focal_both_biases,6,swap_drop_discordant,0.472,0.5541871921182266,8.218719211822666,1,0.188,0.812,0
focal_both_biases,6,swap_tie_aware,0.472,0.544,7.200000000000006,1,0.188,1,0
focal_both_biases,6,swap_escalate_discordant,0.472,0.548,7.600000000000007,1,0.188,1,0.188
focal_both_biases,6,truth_reference,0.472,0.472,0,0,0,1,0
focal_both_biases,7,single_candidate_first,0.482,0.646,16.400000000000002,1,0,1,0
focal_both_biases,7,randomized_single,0.482,0.582,9.999999999999998,1,0,1,0
focal_both_biases,7,swap_drop_discordant,0.482,0.5703883495145631,8.83883495145631,1,0.176,0.824,0
focal_both_biases,7,swap_tie_aware,0.482,0.558,7.600000000000007,1,0.176,1,0
focal_both_biases,7,swap_escalate_discordant,0.482,0.556,7.400000000000007,1,0.176,1,0.176
focal_both_biases,7,truth_reference,0.482,0.482,0,0,0,1,0
focal_both_biases,8,single_candidate_first,0.47,0.67,20.000000000000007,1,0,1,0
focal_both_biases,8,randomized_single,0.47,0.578,10.799999999999999,1,0,1,0
focal_both_biases,8,swap_drop_discordant,0.47,0.5875,11.750000000000005,1,0.2,0.8,0
focal_both_biases,8,swap_tie_aware,0.47,0.57,9.999999999999998,1,0.2,1,0
focal_both_biases,8,swap_escalate_discordant,0.47,0.568,9.799999999999997,1,0.2,1,0.2
focal_both_biases,8,truth_reference,0.47,0.47,0,0,0,1,0
focal_both_biases,9,single_candidate_first,0.472,0.682,21.000000000000007,1,0,1,0
focal_both_biases,9,randomized_single,0.472,0.578,10.599999999999998,1,0,1,0
focal_both_biases,9,swap_drop_discordant,0.472,0.5933503836317136,12.135038363171358,1,0.218,0.782,0
focal_both_biases,9,swap_tie_aware,0.472,0.573,10.099999999999998,1,0.218,1,0
focal_both_biases,9,swap_escalate_discordant,0.472,0.568,9.599999999999998,1,0.218,1,0.218
focal_both_biases,9,truth_reference,0.472,0.472,0,0,0,1,0
focal_both_biases,10,single_candidate_first,0.516,0.634,11.799999999999999,1,0,1,0
focal_both_biases,10,randomized_single,0.516,0.552,3.600000000000003,1,0,1,0
focal_both_biases,10,swap_drop_discordant,0.516,0.5481481481481482,3.214814814814815,1,0.19,0.81,0
focal_both_biases,10,swap_tie_aware,0.516,0.539,2.300000000000002,1,0.19,1,0
focal_both_biases,10,swap_escalate_discordant,0.516,0.55,3.400000000000003,1,0.19,1,0.19
focal_both_biases,10,truth_reference,0.516,0.516,0,0,0,1,0
focal_both_biases,11,single_candidate_first,0.528,0.684,15.600000000000003,1,0,1,0
focal_both_biases,11,randomized_single,0.528,0.538,1.0000000000000009,1,0,1,0
focal_both_biases,11,swap_drop_discordant,0.528,0.5885416666666666,6.05416666666666,1,0.232,0.768,0
focal_both_biases,11,swap_tie_aware,0.528,0.568,3.9999999999999925,1,0.232,1,0
focal_both_biases,11,swap_escalate_discordant,0.528,0.58,5.199999999999994,1,0.232,1,0.232
focal_both_biases,11,truth_reference,0.528,0.528,0,1,0,1,0
focal_both_biases,12,single_candidate_first,0.464,0.64,17.599999999999998,1,0,1,0
focal_both_biases,12,randomized_single,0.464,0.528,6.4,1,0,1,0
focal_both_biases,12,swap_drop_discordant,0.464,0.5522388059701493,8.823880597014927,1,0.196,0.804,0
focal_both_biases,12,swap_tie_aware,0.464,0.542,7.800000000000002,1,0.196,1,0
focal_both_biases,12,swap_escalate_discordant,0.464,0.54,7.600000000000001,1,0.196,1,0.196
focal_both_biases,12,truth_reference,0.464,0.464,0,0,0,1,0
focal_both_biases,13,single_candidate_first,0.488,0.652,16.400000000000002,1,0,1,0
focal_both_biases,13,randomized_single,0.488,0.562,7.400000000000007,1,0,1,0
focal_both_biases,13,swap_drop_discordant,0.488,0.5724815724815725,8.448157248157251,1,0.186,0.814,0
focal_both_biases,13,swap_tie_aware,0.488,0.559,7.100000000000007,1,0.186,1,0
focal_both_biases,13,swap_escalate_discordant,0.488,0.562,7.400000000000007,1,0.186,1,0.186
focal_both_biases,13,truth_reference,0.488,0.488,0,0,0,1,0
focal_both_biases,14,single_candidate_first,0.434,0.67,23.600000000000005,1,0,1,0
focal_both_biases,14,randomized_single,0.434,0.554,12.000000000000005,1,0,1,0
focal_both_biases,14,swap_drop_discordant,0.434,0.5895522388059702,15.555223880597019,1,0.196,0.804,0
focal_both_biases,14,swap_tie_aware,0.434,0.572,13.799999999999995,1,0.196,1,0
focal_both_biases,14,swap_escalate_discordant,0.434,0.558,12.400000000000006,1,0.196,1,0.196
focal_both_biases,14,truth_reference,0.434,0.434,0,0,0,1,0
focal_both_biases,15,single_candidate_first,0.504,0.654,15.000000000000002,1,0,1,0
focal_both_biases,15,randomized_single,0.504,0.57,6.599999999999994,1,0,1,0
focal_both_biases,15,swap_drop_discordant,0.504,0.5800970873786407,7.609708737864073,1,0.176,0.824,0
focal_both_biases,15,swap_tie_aware,0.504,0.566,6.199999999999994,1,0.176,1,0
focal_both_biases,15,swap_escalate_discordant,0.504,0.576,7.199999999999996,1,0.176,1,0.176
focal_both_biases,15,truth_reference,0.504,0.504,0,0,0,1,0
focal_both_biases,16,single_candidate_first,0.488,0.68,19.200000000000006,1,0,1,0
focal_both_biases,16,randomized_single,0.488,0.594,10.599999999999998,1,0,1,0
focal_both_biases,16,swap_drop_discordant,0.488,0.6,11.2,1,0.2,0.8,0
focal_both_biases,16,swap_tie_aware,0.488,0.58,9.199999999999998,1,0.2,1,0
focal_both_biases,16,swap_escalate_discordant,0.488,0.568,7.9999999999999964,1,0.2,1,0.2
focal_both_biases,16,truth_reference,0.488,0.488,0,0,0,1,0
focal_both_biases,17,single_candidate_first,0.476,0.668,19.200000000000006,1,0,1,0
focal_both_biases,17,randomized_single,0.476,0.598,12.2,1,0,1,0
focal_both_biases,17,swap_drop_discordant,0.476,0.5921375921375921,11.613759213759211,1,0.186,0.814,0
focal_both_biases,17,swap_tie_aware,0.476,0.575,9.899999999999999,1,0.186,1,0
focal_both_biases,17,swap_escalate_discordant,0.476,0.566,8.999999999999996,1,0.186,1,0.186
focal_both_biases,17,truth_reference,0.476,0.476,0,0,0,1,0
focal_both_biases,18,single_candidate_first,0.442,0.628,18.6,1,0,1,0
focal_both_biases,18,randomized_single,0.442,0.516,7.400000000000001,0,0,1,0
focal_both_biases,18,swap_drop_discordant,0.442,0.5326633165829145,9.066331658291455,1,0.204,0.796,0
focal_both_biases,18,swap_tie_aware,0.442,0.526,8.400000000000002,1,0.204,1,0
focal_both_biases,18,swap_escalate_discordant,0.442,0.534,9.200000000000003,1,0.204,1,0.204
focal_both_biases,18,truth_reference,0.442,0.442,0,0,0,1,0
focal_both_biases,19,single_candidate_first,0.456,0.648,19.2,1,0,1,0
focal_both_biases,19,randomized_single,0.456,0.55,9.400000000000002,1,0,1,0
focal_both_biases,19,swap_drop_discordant,0.456,0.5532994923857868,9.729949238578678,1,0.212,0.788,0
focal_both_biases,19,swap_tie_aware,0.456,0.542,8.600000000000001,1,0.212,1,0
focal_both_biases,19,swap_escalate_discordant,0.456,0.542,8.600000000000001,1,0.212,1,0.212
focal_both_biases,19,truth_reference,0.456,0.456,0,0,0,1,0
focal_both_biases,20,single_candidate_first,0.436,0.646,21.000000000000004,1,0,1,0
focal_both_biases,20,randomized_single,0.436,0.564,12.799999999999995,1,0,1,0
focal_both_biases,20,swap_drop_discordant,0.436,0.562962962962963,12.6962962962963,1,0.19,0.81,0
focal_both_biases,20,swap_tie_aware,0.436,0.551,11.500000000000005,1,0.19,1,0
focal_both_biases,20,swap_escalate_discordant,0.436,0.542,10.600000000000003,1,0.19,1,0.19
focal_both_biases,20,truth_reference,0.436,0.436,0,0,0,1,0
focal_both_biases,21,single_candidate_first,0.506,0.626,12,1,0,1,0
focal_both_biases,21,randomized_single,0.506,0.548,4.200000000000004,1,0,1,0
focal_both_biases,21,swap_drop_discordant,0.506,0.5382716049382716,3.2271604938271636,1,0.19,0.81,0
focal_both_biases,21,swap_tie_aware,0.506,0.531,2.500000000000002,1,0.19,1,0
focal_both_biases,21,swap_escalate_discordant,0.506,0.534,2.8000000000000025,1,0.19,1,0.19
focal_both_biases,21,truth_reference,0.506,0.506,0,0,0,1,0
focal_both_biases,22,single_candidate_first,0.46,0.646,18.6,1,0,1,0
focal_both_biases,22,randomized_single,0.46,0.532,7.200000000000001,1,0,1,0
focal_both_biases,22,swap_drop_discordant,0.46,0.5414507772020726,8.145077720207256,1,0.228,0.772,0
focal_both_biases,22,swap_tie_aware,0.46,0.532,7.200000000000001,1,0.228,1,0
focal_both_biases,22,swap_escalate_discordant,0.46,0.538,7.800000000000002,1,0.228,1,0.228
focal_both_biases,22,truth_reference,0.46,0.46,0,0,0,1,0
focal_both_biases,23,single_candidate_first,0.494,0.636,14.200000000000001,1,0,1,0
focal_both_biases,23,randomized_single,0.494,0.538,4.400000000000004,1,0,1,0
focal_both_biases,23,swap_drop_discordant,0.494,0.5461346633416458,5.213466334164584,1,0.198,0.802,0
focal_both_biases,23,swap_tie_aware,0.494,0.537,4.300000000000004,1,0.198,1,0
focal_both_biases,23,swap_escalate_discordant,0.494,0.534,4.0000000000000036,1,0.198,1,0.198
focal_both_biases,23,truth_reference,0.494,0.494,0,0,0,1,0
focal_both_biases,24,single_candidate_first,0.458,0.634,17.599999999999998,1,0,1,0
focal_both_biases,24,randomized_single,0.458,0.536,7.800000000000002,1,0,1,0
focal_both_biases,24,swap_drop_discordant,0.458,0.5367088607594936,7.870886075949363,1,0.21,0.79,0
focal_both_biases,24,swap_tie_aware,0.458,0.529,7.1000000000000005,1,0.21,1,0
focal_both_biases,24,swap_escalate_discordant,0.458,0.514,5.6,0,0.21,1,0.21
focal_both_biases,24,truth_reference,0.458,0.458,0,0,0,1,0
focal_both_biases,25,single_candidate_first,0.49,0.686,19.600000000000005,1,0,1,0
focal_both_biases,25,randomized_single,0.49,0.578,8.799999999999997,1,0,1,0
focal_both_biases,25,swap_drop_discordant,0.49,0.6025316455696202,11.253164556962025,1,0.21,0.79,0
focal_both_biases,25,swap_tie_aware,0.49,0.581,9.099999999999998,1,0.21,1,0
focal_both_biases,25,swap_escalate_discordant,0.49,0.572,8.199999999999996,1,0.21,1,0.21
focal_both_biases,25,truth_reference,0.49,0.49,0,0,0,1,0
focal_both_biases,26,single_candidate_first,0.522,0.704,18.199999999999996,1,0,1,0
focal_both_biases,26,randomized_single,0.522,0.598,7.599999999999996,1,0,1,0
focal_both_biases,26,swap_drop_discordant,0.522,0.6309226932668329,10.89226932668329,1,0.198,0.802,0
focal_both_biases,26,swap_tie_aware,0.522,0.605,8.299999999999997,1,0.198,1,0
focal_both_biases,26,swap_escalate_discordant,0.522,0.618,9.599999999999998,1,0.198,1,0.198
focal_both_biases,26,truth_reference,0.522,0.522,0,1,0,1,0
focal_both_biases,27,single_candidate_first,0.454,0.668,21.400000000000002,1,0,1,0
focal_both_biases,27,randomized_single,0.454,0.598,14.399999999999997,1,0,1,0
focal_both_biases,27,swap_drop_discordant,0.454,0.5980629539951574,14.40629539951574,1,0.174,0.826,0
focal_both_biases,27,swap_tie_aware,0.454,0.581,12.699999999999994,1,0.174,1,0
focal_both_biases,27,swap_escalate_discordant,0.454,0.57,11.599999999999994,1,0.174,1,0.174
focal_both_biases,27,truth_reference,0.454,0.454,0,0,0,1,0
focal_both_biases,28,single_candidate_first,0.492,0.65,15.800000000000002,1,0,1,0
focal_both_biases,28,randomized_single,0.492,0.574,8.199999999999996,1,0,1,0
focal_both_biases,28,swap_drop_discordant,0.492,0.576271186440678,8.4271186440678,1,0.174,0.826,0
focal_both_biases,28,swap_tie_aware,0.492,0.563,7.099999999999995,1,0.174,1,0
focal_both_biases,28,swap_escalate_discordant,0.492,0.572,7.9999999999999964,1,0.174,1,0.174
focal_both_biases,28,truth_reference,0.492,0.492,0,0,0,1,0
focal_both_biases,29,single_candidate_first,0.468,0.628,15.999999999999998,1,0,1,0
focal_both_biases,29,randomized_single,0.468,0.558,9.000000000000002,1,0,1,0
focal_both_biases,29,swap_drop_discordant,0.468,0.5528846153846154,8.48846153846154,1,0.168,0.832,0
focal_both_biases,29,swap_tie_aware,0.468,0.544,7.600000000000001,1,0.168,1,0
focal_both_biases,29,swap_escalate_discordant,0.468,0.54,7.200000000000001,1,0.168,1,0.168
focal_both_biases,29,truth_reference,0.468,0.468,0,0,0,1,0
focal_both_biases,30,single_candidate_first,0.436,0.638,20.200000000000003,1,0,1,0
focal_both_biases,30,randomized_single,0.436,0.518,8.200000000000001,0,0,1,0
focal_both_biases,30,swap_drop_discordant,0.436,0.5417721518987342,10.577215189873417,1,0.21,0.79,0
focal_both_biases,30,swap_tie_aware,0.436,0.533,9.700000000000003,1,0.21,1,0
focal_both_biases,30,swap_escalate_discordant,0.436,0.522,8.600000000000001,1,0.21,1,0.21
focal_both_biases,30,truth_reference,0.436,0.436,0,0,0,1,0
focal_both_biases,31,single_candidate_first,0.468,0.622,15.399999999999997,1,0,1,0
focal_both_biases,31,randomized_single,0.468,0.55,8.200000000000001,1,0,1,0
focal_both_biases,31,swap_drop_discordant,0.468,0.5412621359223301,7.326213592233005,1,0.176,0.824,0
focal_both_biases,31,swap_tie_aware,0.468,0.534,6.6000000000000005,1,0.176,1,0
focal_both_biases,31,swap_escalate_discordant,0.468,0.536,6.800000000000001,1,0.176,1,0.176
focal_both_biases,31,truth_reference,0.468,0.468,0,0,0,1,0
focal_both_biases,32,single_candidate_first,0.5,0.668,16.800000000000004,1,0,1,0
focal_both_biases,32,randomized_single,0.5,0.584,8.399999999999997,1,0,1,0
focal_both_biases,32,swap_drop_discordant,0.5,0.5941320293398533,9.413202933985332,1,0.182,0.818,0
focal_both_biases,32,swap_tie_aware,0.5,0.577,7.699999999999996,1,0.182,1,0
focal_both_biases,32,swap_escalate_discordant,0.5,0.57,6.999999999999995,1,0.182,1,0.182
focal_both_biases,32,truth_reference,0.5,0.5,0,0,0,1,0
focal_both_biases,33,single_candidate_first,0.478,0.638,16.000000000000004,1,0,1,0
focal_both_biases,33,randomized_single,0.478,0.526,4.800000000000004,1,0,1,0
focal_both_biases,33,swap_drop_discordant,0.478,0.5298701298701298,5.187012987012984,1,0.23,0.77,0
focal_both_biases,33,swap_tie_aware,0.478,0.523,4.5000000000000036,1,0.23,1,0
focal_both_biases,33,swap_escalate_discordant,0.478,0.522,4.400000000000004,1,0.23,1,0.23
focal_both_biases,33,truth_reference,0.478,0.478,0,0,0,1,0
focal_both_biases,34,single_candidate_first,0.486,0.662,17.600000000000005,1,0,1,0
focal_both_biases,34,randomized_single,0.486,0.562,7.600000000000007,1,0,1,0
focal_both_biases,34,swap_drop_discordant,0.486,0.5775,9.150000000000002,1,0.2,0.8,0
focal_both_biases,34,swap_tie_aware,0.486,0.562,7.600000000000007,1,0.2,1,0
focal_both_biases,34,swap_escalate_discordant,0.486,0.566,7.9999999999999964,1,0.2,1,0.2
focal_both_biases,34,truth_reference,0.486,0.486,0,0,0,1,0
focal_both_biases,35,single_candidate_first,0.48,0.65,17.000000000000004,1,0,1,0
focal_both_biases,35,randomized_single,0.48,0.542,6.2000000000000055,1,0,1,0
focal_both_biases,35,swap_drop_discordant,0.48,0.5466321243523317,6.663212435233168,1,0.228,0.772,0
focal_both_biases,35,swap_tie_aware,0.48,0.536,5.600000000000005,1,0.228,1,0
focal_both_biases,35,swap_escalate_discordant,0.48,0.54,6.000000000000005,1,0.228,1,0.228
focal_both_biases,35,truth_reference,0.48,0.48,0,0,0,1,0
focal_both_biases,36,single_candidate_first,0.46,0.646,18.6,1,0,1,0
focal_both_biases,36,randomized_single,0.46,0.554,9.400000000000002,1,0,1,0
focal_both_biases,36,swap_drop_discordant,0.46,0.5703883495145631,11.038834951456305,1,0.176,0.824,0
focal_both_biases,36,swap_tie_aware,0.46,0.558,9.800000000000002,1,0.176,1,0
focal_both_biases,36,swap_escalate_discordant,0.46,0.542,8.200000000000001,1,0.176,1,0.176
focal_both_biases,36,truth_reference,0.46,0.46,0,0,0,1,0
focal_both_biases,37,single_candidate_first,0.466,0.646,18,1,0,1,0
focal_both_biases,37,randomized_single,0.466,0.52,5.3999999999999995,0,0,1,0
focal_both_biases,37,swap_drop_discordant,0.466,0.5473145780051151,8.131457800511505,1,0.218,0.782,0
focal_both_biases,37,swap_tie_aware,0.466,0.537,7.1000000000000005,1,0.218,1,0
focal_both_biases,37,swap_escalate_discordant,0.466,0.538,7.200000000000001,1,0.218,1,0.218
focal_both_biases,37,truth_reference,0.466,0.466,0,0,0,1,0
focal_both_biases,38,single_candidate_first,0.498,0.682,18.400000000000006,1,0,1,0
focal_both_biases,38,randomized_single,0.498,0.554,5.600000000000005,1,0,1,0
focal_both_biases,38,swap_drop_discordant,0.498,0.5826771653543307,8.467716535433068,1,0.238,0.762,0
focal_both_biases,38,swap_tie_aware,0.498,0.563,6.499999999999995,1,0.238,1,0
focal_both_biases,38,swap_escalate_discordant,0.498,0.568,6.999999999999995,1,0.238,1,0.238
focal_both_biases,38,truth_reference,0.498,0.498,0,0,0,1,0
focal_both_biases,39,single_candidate_first,0.482,0.64,15.800000000000002,1,0,1,0
focal_both_biases,39,randomized_single,0.482,0.546,6.400000000000006,1,0,1,0
focal_both_biases,39,swap_drop_discordant,0.482,0.5511221945137157,6.912219451371571,1,0.198,0.802,0
focal_both_biases,39,swap_tie_aware,0.482,0.541,5.900000000000006,1,0.198,1,0
focal_both_biases,39,swap_escalate_discordant,0.482,0.526,4.400000000000004,1,0.198,1,0.198
focal_both_biases,39,truth_reference,0.482,0.482,0,0,0,1,0
focal_both_biases,40,single_candidate_first,0.48,0.652,17.200000000000003,1,0,1,0
focal_both_biases,40,randomized_single,0.48,0.546,6.600000000000006,1,0,1,0
focal_both_biases,40,swap_drop_discordant,0.48,0.5617128463476071,8.171284634760712,1,0.206,0.794,0
focal_both_biases,40,swap_tie_aware,0.48,0.549,6.900000000000006,1,0.206,1,0
focal_both_biases,40,swap_escalate_discordant,0.48,0.552,7.200000000000006,1,0.206,1,0.206
focal_both_biases,40,truth_reference,0.48,0.48,0,0,0,1,0
focal_both_biases,41,single_candidate_first,0.496,0.668,17.200000000000003,1,0,1,0
focal_both_biases,41,randomized_single,0.496,0.556,6.000000000000005,1,0,1,0
focal_both_biases,41,swap_drop_discordant,0.496,0.5721649484536082,7.616494845360822,1,0.224,0.776,0
focal_both_biases,41,swap_tie_aware,0.496,0.556,6.000000000000005,1,0.224,1,0
focal_both_biases,41,swap_escalate_discordant,0.496,0.564,6.799999999999995,1,0.224,1,0.224
focal_both_biases,41,truth_reference,0.496,0.496,0,0,0,1,0
focal_both_biases,42,single_candidate_first,0.508,0.654,14.600000000000001,1,0,1,0
focal_both_biases,42,randomized_single,0.508,0.532,2.400000000000002,1,0,1,0
focal_both_biases,42,swap_drop_discordant,0.508,0.5620253164556962,5.402531645569619,1,0.21,0.79,0
focal_both_biases,42,swap_tie_aware,0.508,0.549,4.100000000000003,1,0.21,1,0
focal_both_biases,42,swap_escalate_discordant,0.508,0.544,3.600000000000003,1,0.21,1,0.21
focal_both_biases,42,truth_reference,0.508,0.508,0,0,0,1,0
focal_both_biases,43,single_candidate_first,0.432,0.644,21.200000000000003,1,0,1,0
focal_both_biases,43,randomized_single,0.432,0.514,8.200000000000001,0,0,1,0
focal_both_biases,43,swap_drop_discordant,0.432,0.5516372795969773,11.963727959697728,1,0.206,0.794,0
focal_both_biases,43,swap_tie_aware,0.432,0.541,10.900000000000004,1,0.206,1,0
focal_both_biases,43,swap_escalate_discordant,0.432,0.524,9.200000000000003,1,0.206,1,0.206
focal_both_biases,43,truth_reference,0.432,0.432,0,0,0,1,0
focal_both_biases,44,single_candidate_first,0.478,0.622,14.400000000000002,1,0,1,0
focal_both_biases,44,randomized_single,0.478,0.534,5.600000000000005,1,0,1,0
focal_both_biases,44,swap_drop_discordant,0.478,0.548926014319809,7.0926014319809045,1,0.162,0.838,0
focal_both_biases,44,swap_tie_aware,0.478,0.541,6.300000000000006,1,0.162,1,0
focal_both_biases,44,swap_escalate_discordant,0.478,0.536,5.800000000000005,1,0.162,1,0.162
focal_both_biases,44,truth_reference,0.478,0.478,0,0,0,1,0
focal_both_biases,45,single_candidate_first,0.506,0.656,15.000000000000002,1,0,1,0
focal_both_biases,45,randomized_single,0.506,0.556,5.000000000000004,1,0,1,0
focal_both_biases,45,swap_drop_discordant,0.506,0.568922305764411,6.292230576441105,1,0.202,0.798,0
focal_both_biases,45,swap_tie_aware,0.506,0.555,4.900000000000004,1,0.202,1,0
focal_both_biases,45,swap_escalate_discordant,0.506,0.552,4.600000000000004,1,0.202,1,0.202
focal_both_biases,45,truth_reference,0.506,0.506,0,0,0,1,0
focal_both_biases,46,single_candidate_first,0.432,0.628,19.6,1,0,1,0
focal_both_biases,46,randomized_single,0.432,0.546,11.400000000000004,1,0,1,0
focal_both_biases,46,swap_drop_discordant,0.432,0.5441176470588235,11.211764705882349,1,0.184,0.816,0
focal_both_biases,46,swap_tie_aware,0.432,0.536,10.400000000000004,1,0.184,1,0
focal_both_biases,46,swap_escalate_discordant,0.432,0.528,9.600000000000003,1,0.184,1,0.184
focal_both_biases,46,truth_reference,0.432,0.432,0,0,0,1,0
focal_both_biases,47,single_candidate_first,0.432,0.616,18.4,1,0,1,0
focal_both_biases,47,randomized_single,0.432,0.53,9.800000000000002,1,0,1,0
focal_both_biases,47,swap_drop_discordant,0.432,0.5126903553299492,8.069035532994922,0,0.212,0.788,0
focal_both_biases,47,swap_tie_aware,0.432,0.51,7.800000000000002,0,0.212,1,0
focal_both_biases,47,swap_escalate_discordant,0.432,0.5,6.800000000000001,0,0.212,1,0.212
focal_both_biases,47,truth_reference,0.432,0.432,0,0,0,1,0
focal_both_biases,48,single_candidate_first,0.456,0.616,15.999999999999998,1,0,1,0
focal_both_biases,48,randomized_single,0.456,0.518,6.2,0,0,1,0
focal_both_biases,48,swap_drop_discordant,0.456,0.5126903553299492,5.66903553299492,0,0.212,0.788,0
focal_both_biases,48,swap_tie_aware,0.456,0.51,5.3999999999999995,0,0.212,1,0
focal_both_biases,48,swap_escalate_discordant,0.456,0.492,3.599999999999998,0,0.212,1,0.212
focal_both_biases,48,truth_reference,0.456,0.456,0,0,0,1,0
focal_both_biases,49,single_candidate_first,0.518,0.648,13,1,0,1,0
focal_both_biases,49,randomized_single,0.518,0.56,4.200000000000004,1,0,1,0
focal_both_biases,49,swap_drop_discordant,0.518,0.5675675675675675,4.956756756756753,1,0.186,0.814,0
focal_both_biases,49,swap_tie_aware,0.518,0.555,3.7000000000000033,1,0.186,1,0
focal_both_biases,49,swap_escalate_discordant,0.518,0.548,3.0000000000000027,1,0.186,1,0.186
focal_both_biases,49,truth_reference,0.518,0.518,0,0,0,1,0
focal_both_biases,50,single_candidate_first,0.488,0.672,18.400000000000006,1,0,1,0
focal_both_biases,50,randomized_single,0.488,0.588,9.999999999999998,1,0,1,0
focal_both_biases,50,swap_drop_discordant,0.488,0.5920398009950248,10.403980099502485,1,0.196,0.804,0
focal_both_biases,50,swap_tie_aware,0.488,0.574,8.599999999999996,1,0.196,1,0
focal_both_biases,50,swap_escalate_discordant,0.488,0.578,8.999999999999996,1,0.196,1,0.196
focal_both_biases,50,truth_reference,0.488,0.488,0,0,0,1,0
focal_both_biases,51,single_candidate_first,0.462,0.664,20.200000000000003,1,0,1,0
focal_both_biases,51,randomized_single,0.462,0.544,8.200000000000001,1,0,1,0
focal_both_biases,51,swap_drop_discordant,0.462,0.5692307692307692,10.723076923076919,1,0.22,0.78,0
focal_both_biases,51,swap_tie_aware,0.462,0.554,9.200000000000003,1,0.22,1,0
focal_both_biases,51,swap_escalate_discordant,0.462,0.546,8.400000000000002,1,0.22,1,0.22
focal_both_biases,51,truth_reference,0.462,0.462,0,0,0,1,0
focal_both_biases,52,single_candidate_first,0.45,0.706,25.599999999999994,1,0,1,0
focal_both_biases,52,randomized_single,0.45,0.608,15.799999999999997,1,0,1,0
focal_both_biases,52,swap_drop_discordant,0.45,0.6325,18.249999999999993,1,0.2,0.8,0
focal_both_biases,52,swap_tie_aware,0.45,0.606,15.599999999999998,1,0.2,1,0
focal_both_biases,52,swap_escalate_discordant,0.45,0.586,13.599999999999996,1,0.2,1,0.2
focal_both_biases,52,truth_reference,0.45,0.45,0,0,0,1,0
focal_both_biases,53,single_candidate_first,0.522,0.672,15.000000000000002,1,0,1,0
focal_both_biases,53,randomized_single,0.522,0.552,3.0000000000000027,1,0,1,0
