scenario,repeat,policy,trueRate,estimate,biasPoints,promotion,discordantRate,coverage,escalationRate
focal_both_biases,591,swap_drop_discordant,0.48,0.5685279187817259,8.852791878172594,1,0.212,0.788,0
focal_both_biases,591,swap_tie_aware,0.48,0.554,7.400000000000007,1,0.212,1,0
focal_both_biases,591,swap_escalate_discordant,0.48,0.554,7.400000000000007,1,0.212,1,0.212
focal_both_biases,591,truth_reference,0.48,0.48,0,0,0,1,0
focal_both_biases,592,single_candidate_first,0.468,0.628,15.999999999999998,1,0,1,0
focal_both_biases,592,randomized_single,0.468,0.534,6.6000000000000005,1,0,1,0
focal_both_biases,592,swap_drop_discordant,0.468,0.5407407407407407,7.274074074074072,1,0.19,0.81,0
focal_both_biases,592,swap_tie_aware,0.468,0.533,6.5,1,0.19,1,0
focal_both_biases,592,swap_escalate_discordant,0.468,0.538,7.000000000000001,1,0.19,1,0.19
focal_both_biases,592,truth_reference,0.468,0.468,0,0,0,1,0
focal_both_biases,593,single_candidate_first,0.516,0.7,18.399999999999995,1,0,1,0
focal_both_biases,593,randomized_single,0.516,0.6,8.399999999999997,1,0,1,0
focal_both_biases,593,swap_drop_discordant,0.516,0.6192893401015228,10.32893401015228,1,0.212,0.788,0
focal_both_biases,593,swap_tie_aware,0.516,0.594,7.799999999999995,1,0.212,1,0
focal_both_biases,593,swap_escalate_discordant,0.516,0.594,7.799999999999995,1,0.212,1,0.212
focal_both_biases,593,truth_reference,0.516,0.516,0,0,0,1,0
focal_both_biases,594,single_candidate_first,0.456,0.626,17,1,0,1,0
focal_both_biases,594,randomized_single,0.456,0.546,9.000000000000002,1,0,1,0
focal_both_biases,594,swap_drop_discordant,0.456,0.5382716049382716,8.227160493827162,1,0.19,0.81,0
focal_both_biases,594,swap_tie_aware,0.456,0.531,7.500000000000001,1,0.19,1,0
focal_both_biases,594,swap_escalate_discordant,0.456,0.514,5.8,0,0.19,1,0.19
focal_both_biases,594,truth_reference,0.456,0.456,0,0,0,1,0
focal_both_biases,595,single_candidate_first,0.498,0.674,17.600000000000005,1,0,1,0
focal_both_biases,595,randomized_single,0.498,0.546,4.800000000000004,1,0,1,0
focal_both_biases,595,swap_drop_discordant,0.498,0.5766233766233766,7.8623376623376595,1,0.23,0.77,0
focal_both_biases,595,swap_tie_aware,0.498,0.559,6.100000000000005,1,0.23,1,0
focal_both_biases,595,swap_escalate_discordant,0.498,0.56,6.2000000000000055,1,0.23,1,0.23
focal_both_biases,595,truth_reference,0.498,0.498,0,0,0,1,0
focal_both_biases,596,single_candidate_first,0.488,0.662,17.400000000000006,1,0,1,0
focal_both_biases,596,randomized_single,0.488,0.558,7.000000000000006,1,0,1,0
focal_both_biases,596,swap_drop_discordant,0.488,0.5753768844221105,8.737688442211056,1,0.204,0.796,0
focal_both_biases,596,swap_tie_aware,0.488,0.56,7.200000000000006,1,0.204,1,0
focal_both_biases,596,swap_escalate_discordant,0.488,0.552,6.400000000000006,1,0.204,1,0.204
focal_both_biases,596,truth_reference,0.488,0.488,0,0,0,1,0
focal_both_biases,597,single_candidate_first,0.488,0.668,18.000000000000004,1,0,1,0
focal_both_biases,597,randomized_single,0.488,0.566,7.799999999999995,1,0,1,0
focal_both_biases,597,swap_drop_discordant,0.488,0.5860349127182045,9.803491271820452,1,0.198,0.802,0
focal_both_biases,597,swap_tie_aware,0.488,0.569,8.099999999999996,1,0.198,1,0
focal_both_biases,597,swap_escalate_discordant,0.488,0.578,8.999999999999996,1,0.198,1,0.198
focal_both_biases,597,truth_reference,0.488,0.488,0,0,0,1,0
focal_both_biases,598,single_candidate_first,0.524,0.682,15.800000000000002,1,0,1,0
focal_both_biases,598,randomized_single,0.524,0.568,4.399999999999993,1,0,1,0
focal_both_biases,598,swap_drop_discordant,0.524,0.6064356435643564,8.24356435643564,1,0.192,0.808,0
focal_both_biases,598,swap_tie_aware,0.524,0.586,6.199999999999994,1,0.192,1,0
focal_both_biases,598,swap_escalate_discordant,0.524,0.586,6.199999999999994,1,0.192,1,0.192
focal_both_biases,598,truth_reference,0.524,0.524,0,1,0,1,0
focal_both_biases,599,single_candidate_first,0.456,0.626,17,1,0,1,0
focal_both_biases,599,randomized_single,0.456,0.538,8.200000000000001,1,0,1,0
focal_both_biases,599,swap_drop_discordant,0.456,0.5461165048543689,9.01165048543689,1,0.176,0.824,0
focal_both_biases,599,swap_tie_aware,0.456,0.538,8.200000000000001,1,0.176,1,0
focal_both_biases,599,swap_escalate_discordant,0.456,0.53,7.400000000000001,1,0.176,1,0.176
focal_both_biases,599,truth_reference,0.456,0.456,0,0,0,1,0
focal_both_biases,600,single_candidate_first,0.488,0.672,18.400000000000006,1,0,1,0
focal_both_biases,600,randomized_single,0.488,0.598,10.999999999999998,1,0,1,0
focal_both_biases,600,swap_drop_discordant,0.488,0.6029055690072639,11.49055690072639,1,0.174,0.826,0
focal_both_biases,600,swap_tie_aware,0.488,0.585,9.699999999999998,1,0.174,1,0
focal_both_biases,600,swap_escalate_discordant,0.488,0.578,8.999999999999996,1,0.174,1,0.174
focal_both_biases,600,truth_reference,0.488,0.488,0,0,0,1,0
focal_both_biases,601,single_candidate_first,0.49,0.692,20.199999999999996,1,0,1,0
focal_both_biases,601,randomized_single,0.49,0.6,10.999999999999998,1,0,1,0
focal_both_biases,601,swap_drop_discordant,0.49,0.615,12.5,1,0.2,0.8,0
focal_both_biases,601,swap_tie_aware,0.49,0.592,10.199999999999998,1,0.2,1,0
focal_both_biases,601,swap_escalate_discordant,0.49,0.568,7.799999999999995,1,0.2,1,0.2
focal_both_biases,601,truth_reference,0.49,0.49,0,0,0,1,0
focal_both_biases,602,single_candidate_first,0.5,0.664,16.400000000000002,1,0,1,0
focal_both_biases,602,randomized_single,0.5,0.566,6.599999999999994,1,0,1,0
focal_both_biases,602,swap_drop_discordant,0.5,0.5862068965517241,8.62068965517241,1,0.188,0.812,0
focal_both_biases,602,swap_tie_aware,0.5,0.57,6.999999999999995,1,0.188,1,0
focal_both_biases,602,swap_escalate_discordant,0.5,0.584,8.399999999999997,1,0.188,1,0.188
focal_both_biases,602,truth_reference,0.5,0.5,0,0,0,1,0
focal_both_biases,603,single_candidate_first,0.482,0.696,21.4,1,0,1,0
focal_both_biases,603,randomized_single,0.482,0.588,10.599999999999998,1,0,1,0
focal_both_biases,603,swap_drop_discordant,0.482,0.609254498714653,12.7254498714653,1,0.222,0.778,0
focal_both_biases,603,swap_tie_aware,0.482,0.585,10.299999999999997,1,0.222,1,0
focal_both_biases,603,swap_escalate_discordant,0.482,0.594,11.2,1,0.222,1,0.222
focal_both_biases,603,truth_reference,0.482,0.482,0,0,0,1,0
focal_both_biases,604,single_candidate_first,0.474,0.66,18.600000000000005,1,0,1,0
focal_both_biases,604,randomized_single,0.474,0.564,8.999999999999996,1,0,1,0
focal_both_biases,604,swap_drop_discordant,0.474,0.5781637717121588,10.416377171215885,1,0.194,0.806,0
focal_both_biases,604,swap_tie_aware,0.474,0.563,8.899999999999997,1,0.194,1,0
focal_both_biases,604,swap_escalate_discordant,0.474,0.548,7.400000000000007,1,0.194,1,0.194
focal_both_biases,604,truth_reference,0.474,0.474,0,0,0,1,0
focal_both_biases,605,single_candidate_first,0.474,0.642,16.800000000000004,1,0,1,0
focal_both_biases,605,randomized_single,0.474,0.53,5.600000000000005,1,0,1,0
focal_both_biases,605,swap_drop_discordant,0.474,0.554726368159204,8.072636815920397,1,0.196,0.804,0
focal_both_biases,605,swap_tie_aware,0.474,0.544,7.000000000000006,1,0.196,1,0
focal_both_biases,605,swap_escalate_discordant,0.474,0.532,5.800000000000005,1,0.196,1,0.196
focal_both_biases,605,truth_reference,0.474,0.474,0,0,0,1,0
focal_both_biases,606,single_candidate_first,0.504,0.668,16.400000000000002,1,0,1,0
focal_both_biases,606,randomized_single,0.504,0.568,6.399999999999995,1,0,1,0
focal_both_biases,606,swap_drop_discordant,0.504,0.5901234567901235,8.612345679012346,1,0.19,0.81,0
focal_both_biases,606,swap_tie_aware,0.504,0.573,6.899999999999995,1,0.19,1,0
focal_both_biases,606,swap_escalate_discordant,0.504,0.582,7.799999999999995,1,0.19,1,0.19
focal_both_biases,606,truth_reference,0.504,0.504,0,0,0,1,0
focal_both_biases,607,single_candidate_first,0.448,0.64,19.2,1,0,1,0
focal_both_biases,607,randomized_single,0.448,0.554,10.600000000000003,1,0,1,0
focal_both_biases,607,swap_drop_discordant,0.448,0.5588235294117647,11.08235294117647,1,0.184,0.816,0
focal_both_biases,607,swap_tie_aware,0.448,0.548,10.000000000000004,1,0.184,1,0
focal_both_biases,607,swap_escalate_discordant,0.448,0.538,9.000000000000002,1,0.184,1,0.184
focal_both_biases,607,truth_reference,0.448,0.448,0,0,0,1,0
focal_both_biases,608,single_candidate_first,0.496,0.664,16.800000000000004,1,0,1,0
focal_both_biases,608,randomized_single,0.496,0.56,6.400000000000006,1,0,1,0
focal_both_biases,608,swap_drop_discordant,0.496,0.5746835443037974,7.868354430379743,1,0.21,0.79,0
focal_both_biases,608,swap_tie_aware,0.496,0.559,6.300000000000006,1,0.21,1,0
focal_both_biases,608,swap_escalate_discordant,0.496,0.56,6.400000000000006,1,0.21,1,0.21
focal_both_biases,608,truth_reference,0.496,0.496,0,0,0,1,0
focal_both_biases,609,single_candidate_first,0.508,0.69,18.199999999999996,1,0,1,0
focal_both_biases,609,randomized_single,0.508,0.594,8.599999999999996,1,0,1,0
focal_both_biases,609,swap_drop_discordant,0.508,0.6153846153846154,10.738461538461541,1,0.194,0.806,0
focal_both_biases,609,swap_tie_aware,0.508,0.593,8.499999999999996,1,0.194,1,0
focal_both_biases,609,swap_escalate_discordant,0.508,0.598,8.999999999999996,1,0.194,1,0.194
focal_both_biases,609,truth_reference,0.508,0.508,0,0,0,1,0
focal_both_biases,610,single_candidate_first,0.486,0.636,15.000000000000002,1,0,1,0
focal_both_biases,610,randomized_single,0.486,0.54,5.400000000000005,1,0,1,0
focal_both_biases,610,swap_drop_discordant,0.486,0.542713567839196,5.671356783919601,1,0.204,0.796,0
focal_both_biases,610,swap_tie_aware,0.486,0.534,4.800000000000004,1,0.204,1,0
focal_both_biases,610,swap_escalate_discordant,0.486,0.526,4.0000000000000036,1,0.204,1,0.204
focal_both_biases,610,truth_reference,0.486,0.486,0,0,0,1,0
focal_both_biases,611,single_candidate_first,0.52,0.698,17.799999999999994,1,0,1,0
focal_both_biases,611,randomized_single,0.52,0.574,5.399999999999993,1,0,1,0
focal_both_biases,611,swap_drop_discordant,0.52,0.6077922077922078,8.779220779220775,1,0.23,0.77,0
focal_both_biases,611,swap_tie_aware,0.52,0.583,6.2999999999999945,1,0.23,1,0
focal_both_biases,611,swap_escalate_discordant,0.52,0.588,6.799999999999995,1,0.23,1,0.23
focal_both_biases,611,truth_reference,0.52,0.52,0,0,0,1,0
focal_both_biases,612,single_candidate_first,0.448,0.666,21.800000000000004,1,0,1,0
focal_both_biases,612,randomized_single,0.448,0.584,13.599999999999996,1,0,1,0
focal_both_biases,612,swap_drop_discordant,0.448,0.5825,13.450000000000001,1,0.2,0.8,0
focal_both_biases,612,swap_tie_aware,0.448,0.566,11.799999999999994,1,0.2,1,0
focal_both_biases,612,swap_escalate_discordant,0.448,0.56,11.200000000000005,1,0.2,1,0.2
focal_both_biases,612,truth_reference,0.448,0.448,0,0,0,1,0
focal_both_biases,613,single_candidate_first,0.478,0.702,22.4,1,0,1,0
focal_both_biases,613,randomized_single,0.478,0.584,10.599999999999998,1,0,1,0
focal_both_biases,613,swap_drop_discordant,0.478,0.6265664160401002,14.856641604010024,1,0.202,0.798,0
focal_both_biases,613,swap_tie_aware,0.478,0.601,12.3,1,0.202,1,0
focal_both_biases,613,swap_escalate_discordant,0.478,0.6,12.2,1,0.202,1,0.202
focal_both_biases,613,truth_reference,0.478,0.478,0,0,0,1,0
focal_both_biases,614,single_candidate_first,0.442,0.634,19.2,1,0,1,0
focal_both_biases,614,randomized_single,0.442,0.54,9.800000000000002,1,0,1,0
focal_both_biases,614,swap_drop_discordant,0.442,0.5503685503685504,10.836855036855036,1,0.186,0.814,0
focal_both_biases,614,swap_tie_aware,0.442,0.541,9.900000000000004,1,0.186,1,0
focal_both_biases,614,swap_escalate_discordant,0.442,0.528,8.600000000000001,1,0.186,1,0.186
focal_both_biases,614,truth_reference,0.442,0.442,0,0,0,1,0
focal_both_biases,615,single_candidate_first,0.5,0.668,16.800000000000004,1,0,1,0
focal_both_biases,615,randomized_single,0.5,0.554,5.400000000000005,1,0,1,0
focal_both_biases,615,swap_drop_discordant,0.5,0.5776081424936387,7.760814249363868,1,0.214,0.786,0
focal_both_biases,615,swap_tie_aware,0.5,0.561,6.100000000000005,1,0.214,1,0
focal_both_biases,615,swap_escalate_discordant,0.5,0.554,5.400000000000005,1,0.214,1,0.214
focal_both_biases,615,truth_reference,0.5,0.5,0,0,0,1,0
focal_both_biases,616,single_candidate_first,0.502,0.682,18.000000000000004,1,0,1,0
focal_both_biases,616,randomized_single,0.502,0.588,8.599999999999996,1,0,1,0
focal_both_biases,616,swap_drop_discordant,0.502,0.6034912718204489,10.149127182044893,1,0.198,0.802,0
focal_both_biases,616,swap_tie_aware,0.502,0.583,8.099999999999996,1,0.198,1,0
focal_both_biases,616,swap_escalate_discordant,0.502,0.574,7.199999999999996,1,0.198,1,0.198
focal_both_biases,616,truth_reference,0.502,0.502,0,0,0,1,0
focal_both_biases,617,single_candidate_first,0.484,0.666,18.200000000000006,1,0,1,0
focal_both_biases,617,randomized_single,0.484,0.57,8.599999999999996,1,0,1,0
focal_both_biases,617,swap_drop_discordant,0.484,0.5896805896805897,10.568058968058969,1,0.186,0.814,0
focal_both_biases,617,swap_tie_aware,0.484,0.573,8.899999999999997,1,0.186,1,0
focal_both_biases,617,swap_escalate_discordant,0.484,0.566,8.199999999999996,1,0.186,1,0.186
focal_both_biases,617,truth_reference,0.484,0.484,0,0,0,1,0
focal_both_biases,618,single_candidate_first,0.492,0.692,19.999999999999996,1,0,1,0
focal_both_biases,618,randomized_single,0.492,0.598,10.599999999999998,1,0,1,0
focal_both_biases,618,swap_drop_discordant,0.492,0.615,12.3,1,0.2,0.8,0
focal_both_biases,618,swap_tie_aware,0.492,0.592,9.999999999999998,1,0.2,1,0
focal_both_biases,618,swap_escalate_discordant,0.492,0.588,9.599999999999998,1,0.2,1,0.2
focal_both_biases,618,truth_reference,0.492,0.492,0,0,0,1,0
focal_both_biases,619,single_candidate_first,0.482,0.698,21.599999999999998,1,0,1,0
focal_both_biases,619,randomized_single,0.482,0.602,12,1,0,1,0
focal_both_biases,619,swap_drop_discordant,0.482,0.6253101736972705,14.33101736972705,1,0.194,0.806,0
focal_both_biases,619,swap_tie_aware,0.482,0.601,11.899999999999999,1,0.194,1,0
focal_both_biases,619,swap_escalate_discordant,0.482,0.594,11.2,1,0.194,1,0.194
focal_both_biases,619,truth_reference,0.482,0.482,0,0,0,1,0
focal_both_biases,620,single_candidate_first,0.512,0.688,17.599999999999994,1,0,1,0
focal_both_biases,620,randomized_single,0.512,0.574,6.199999999999994,1,0,1,0
focal_both_biases,620,swap_drop_discordant,0.512,0.5905511811023622,7.855118110236214,1,0.238,0.762,0
focal_both_biases,620,swap_tie_aware,0.512,0.569,5.699999999999994,1,0.238,1,0
focal_both_biases,620,swap_escalate_discordant,0.512,0.586,7.399999999999995,1,0.238,1,0.238
focal_both_biases,620,truth_reference,0.512,0.512,0,0,0,1,0
focal_both_biases,621,single_candidate_first,0.518,0.676,15.800000000000002,1,0,1,0
focal_both_biases,621,randomized_single,0.518,0.544,2.6000000000000023,1,0,1,0
focal_both_biases,621,swap_drop_discordant,0.518,0.5759162303664922,5.791623036649218,1,0.236,0.764,0
focal_both_biases,621,swap_tie_aware,0.518,0.558,4.0000000000000036,1,0.236,1,0
focal_both_biases,621,swap_escalate_discordant,0.518,0.56,4.200000000000004,1,0.236,1,0.236
focal_both_biases,621,truth_reference,0.518,0.518,0,0,0,1,0
focal_both_biases,622,single_candidate_first,0.452,0.624,17.2,1,0,1,0
focal_both_biases,622,randomized_single,0.452,0.514,6.2,0,0,1,0
focal_both_biases,622,swap_drop_discordant,0.452,0.5228426395939086,7.084263959390863,1,0.212,0.788,0
focal_both_biases,622,swap_tie_aware,0.452,0.518,6.6000000000000005,0,0.212,1,0
focal_both_biases,622,swap_escalate_discordant,0.452,0.508,5.6,0,0.212,1,0.212
focal_both_biases,622,truth_reference,0.452,0.452,0,0,0,1,0
focal_both_biases,623,single_candidate_first,0.45,0.652,20.200000000000003,1,0,1,0
focal_both_biases,623,randomized_single,0.45,0.552,10.200000000000003,1,0,1,0
focal_both_biases,623,swap_drop_discordant,0.45,0.5671641791044776,11.716417910447758,1,0.196,0.804,0
focal_both_biases,623,swap_tie_aware,0.45,0.554,10.400000000000004,1,0.196,1,0
focal_both_biases,623,swap_escalate_discordant,0.45,0.546,9.600000000000003,1,0.196,1,0.196
focal_both_biases,623,truth_reference,0.45,0.45,0,0,0,1,0
focal_both_biases,624,single_candidate_first,0.474,0.662,18.800000000000004,1,0,1,0
focal_both_biases,624,randomized_single,0.474,0.554,8.000000000000007,1,0,1,0
focal_both_biases,624,swap_drop_discordant,0.474,0.58679706601467,11.279706601466998,1,0.182,0.818,0
focal_both_biases,624,swap_tie_aware,0.474,0.571,9.699999999999998,1,0.182,1,0
focal_both_biases,624,swap_escalate_discordant,0.474,0.574,9.999999999999998,1,0.182,1,0.182
focal_both_biases,624,truth_reference,0.474,0.474,0,0,0,1,0
focal_both_biases,625,single_candidate_first,0.48,0.698,21.799999999999997,1,0,1,0
focal_both_biases,625,randomized_single,0.48,0.598,11.799999999999999,1,0,1,0
focal_both_biases,625,swap_drop_discordant,0.48,0.6138107416879796,13.381074168797957,1,0.218,0.782,0
focal_both_biases,625,swap_tie_aware,0.48,0.589,10.899999999999999,1,0.218,1,0
focal_both_biases,625,swap_escalate_discordant,0.48,0.584,10.399999999999999,1,0.218,1,0.218
focal_both_biases,625,truth_reference,0.48,0.48,0,0,0,1,0
focal_both_biases,626,single_candidate_first,0.468,0.65,18.2,1,0,1,0
focal_both_biases,626,randomized_single,0.468,0.556,8.800000000000002,1,0,1,0
focal_both_biases,626,swap_drop_discordant,0.468,0.5772946859903382,10.929468599033815,1,0.172,0.828,0
focal_both_biases,626,swap_tie_aware,0.468,0.564,9.599999999999993,1,0.172,1,0
focal_both_biases,626,swap_escalate_discordant,0.468,0.554,8.600000000000001,1,0.172,1,0.172
focal_both_biases,626,truth_reference,0.468,0.468,0,0,0,1,0
focal_both_biases,627,single_candidate_first,0.464,0.668,20.400000000000002,1,0,1,0
focal_both_biases,627,randomized_single,0.464,0.554,9.000000000000002,1,0,1,0
focal_both_biases,627,swap_drop_discordant,0.464,0.585,12.099999999999994,1,0.2,0.8,0
focal_both_biases,627,swap_tie_aware,0.464,0.568,10.399999999999993,1,0.2,1,0
focal_both_biases,627,swap_escalate_discordant,0.464,0.568,10.399999999999993,1,0.2,1,0.2
focal_both_biases,627,truth_reference,0.464,0.464,0,0,0,1,0
focal_both_biases,628,single_candidate_first,0.452,0.67,21.800000000000004,1,0,1,0
focal_both_biases,628,randomized_single,0.452,0.56,10.800000000000004,1,0,1,0
focal_both_biases,628,swap_drop_discordant,0.452,0.5905707196029777,13.857071960297768,1,0.194,0.806,0
focal_both_biases,628,swap_tie_aware,0.452,0.573,12.099999999999994,1,0.194,1,0
focal_both_biases,628,swap_escalate_discordant,0.452,0.55,9.800000000000002,1,0.194,1,0.194
focal_both_biases,628,truth_reference,0.452,0.452,0,0,0,1,0
focal_both_biases,629,single_candidate_first,0.5,0.646,14.600000000000001,1,0,1,0
focal_both_biases,629,randomized_single,0.5,0.562,6.2000000000000055,1,0,1,0
focal_both_biases,629,swap_drop_discordant,0.5,0.5651105651105651,6.511056511056513,1,0.186,0.814,0
focal_both_biases,629,swap_tie_aware,0.5,0.553,5.300000000000004,1,0.186,1,0
focal_both_biases,629,swap_escalate_discordant,0.5,0.55,5.000000000000004,1,0.186,1,0.186
focal_both_biases,629,truth_reference,0.5,0.5,0,0,0,1,0
focal_both_biases,630,single_candidate_first,0.498,0.652,15.400000000000002,1,0,1,0
focal_both_biases,630,randomized_single,0.498,0.554,5.600000000000005,1,0,1,0
focal_both_biases,630,swap_drop_discordant,0.498,0.5797101449275363,8.171014492753626,1,0.172,0.828,0
focal_both_biases,630,swap_tie_aware,0.498,0.566,6.799999999999995,1,0.172,1,0
focal_both_biases,630,swap_escalate_discordant,0.498,0.562,6.400000000000006,1,0.172,1,0.172
focal_both_biases,630,truth_reference,0.498,0.498,0,0,0,1,0
focal_both_biases,631,single_candidate_first,0.478,0.664,18.600000000000005,1,0,1,0
focal_both_biases,631,randomized_single,0.478,0.588,10.999999999999998,1,0,1,0
focal_both_biases,631,swap_drop_discordant,0.478,0.5971223021582733,11.912230215827336,1,0.166,0.834,0
focal_both_biases,631,swap_tie_aware,0.478,0.581,10.299999999999997,1,0.166,1,0
focal_both_biases,631,swap_escalate_discordant,0.478,0.572,9.399999999999997,1,0.166,1,0.166
focal_both_biases,631,truth_reference,0.478,0.478,0,0,0,1,0
focal_both_biases,632,single_candidate_first,0.47,0.68,21.000000000000007,1,0,1,0
focal_both_biases,632,randomized_single,0.47,0.588,11.799999999999999,1,0,1,0
focal_both_biases,632,swap_drop_discordant,0.47,0.6049382716049383,13.493827160493833,1,0.19,0.81,0
focal_both_biases,632,swap_tie_aware,0.47,0.585,11.5,1,0.19,1,0
focal_both_biases,632,swap_escalate_discordant,0.47,0.588,11.799999999999999,1,0.19,1,0.19
focal_both_biases,632,truth_reference,0.47,0.47,0,0,0,1,0
focal_both_biases,633,single_candidate_first,0.462,0.63,16.799999999999997,1,0,1,0
focal_both_biases,633,randomized_single,0.462,0.536,7.400000000000001,1,0,1,0
focal_both_biases,633,swap_drop_discordant,0.462,0.5487804878048781,8.678048780487806,1,0.18,0.82,0
focal_both_biases,633,swap_tie_aware,0.462,0.54,7.800000000000002,1,0.18,1,0
focal_both_biases,633,swap_escalate_discordant,0.462,0.54,7.800000000000002,1,0.18,1,0.18
focal_both_biases,633,truth_reference,0.462,0.462,0,0,0,1,0
focal_both_biases,634,single_candidate_first,0.524,0.658,13.4,1,0,1,0
focal_both_biases,634,randomized_single,0.524,0.568,4.399999999999993,1,0,1,0
focal_both_biases,634,swap_drop_discordant,0.524,0.5714285714285714,4.7428571428571376,1,0.202,0.798,0
focal_both_biases,634,swap_tie_aware,0.524,0.557,3.300000000000003,1,0.202,1,0
focal_both_biases,634,swap_escalate_discordant,0.524,0.568,4.399999999999993,1,0.202,1,0.202
focal_both_biases,634,truth_reference,0.524,0.524,0,1,0,1,0
focal_both_biases,635,single_candidate_first,0.492,0.68,18.800000000000004,1,0,1,0
focal_both_biases,635,randomized_single,0.492,0.596,10.399999999999999,1,0,1,0
focal_both_biases,635,swap_drop_discordant,0.492,0.6181384248210023,12.613842482100235,1,0.162,0.838,0
focal_both_biases,635,swap_tie_aware,0.492,0.599,10.7,1,0.162,1,0
focal_both_biases,635,swap_escalate_discordant,0.492,0.602,10.999999999999998,1,0.162,1,0.162
focal_both_biases,635,truth_reference,0.492,0.492,0,0,0,1,0
focal_both_biases,636,single_candidate_first,0.494,0.674,18.000000000000004,1,0,1,0
focal_both_biases,636,randomized_single,0.494,0.562,6.800000000000006,1,0,1,0
focal_both_biases,636,swap_drop_discordant,0.494,0.5894206549118388,9.542065491183882,1,0.206,0.794,0
focal_both_biases,636,swap_tie_aware,0.494,0.571,7.699999999999996,1,0.206,1,0
focal_both_biases,636,swap_escalate_discordant,0.494,0.558,6.400000000000006,1,0.206,1,0.206
focal_both_biases,636,truth_reference,0.494,0.494,0,0,0,1,0
focal_both_biases,637,single_candidate_first,0.426,0.66,23.400000000000006,1,0,1,0
focal_both_biases,637,randomized_single,0.426,0.564,13.799999999999995,1,0,1,0
focal_both_biases,637,swap_drop_discordant,0.426,0.5812807881773399,15.528078817733986,1,0.188,0.812,0
focal_both_biases,637,swap_tie_aware,0.426,0.566,13.999999999999996,1,0.188,1,0
focal_both_biases,637,swap_escalate_discordant,0.426,0.544,11.800000000000004,1,0.188,1,0.188
focal_both_biases,637,truth_reference,0.426,0.426,0,0,0,1,0
focal_both_biases,638,single_candidate_first,0.5,0.666,16.600000000000005,1,0,1,0
focal_both_biases,638,randomized_single,0.5,0.57,6.999999999999995,1,0,1,0
focal_both_biases,638,swap_drop_discordant,0.5,0.5835411471321695,8.354114713216953,1,0.198,0.802,0
focal_both_biases,638,swap_tie_aware,0.5,0.567,6.699999999999995,1,0.198,1,0
focal_both_biases,638,swap_escalate_discordant,0.5,0.572,7.199999999999996,1,0.198,1,0.198
focal_both_biases,638,truth_reference,0.5,0.5,0,0,0,1,0
focal_both_biases,639,single_candidate_first,0.514,0.664,15.000000000000002,1,0,1,0
focal_both_biases,639,randomized_single,0.514,0.578,6.399999999999995,1,0,1,0
focal_both_biases,639,swap_drop_discordant,0.514,0.5882352941176471,7.423529411764706,1,0.184,0.816,0
focal_both_biases,639,swap_tie_aware,0.514,0.572,5.799999999999994,1,0.184,1,0
focal_both_biases,639,swap_escalate_discordant,0.514,0.588,7.399999999999995,1,0.184,1,0.184
focal_both_biases,639,truth_reference,0.514,0.514,0,0,0,1,0
focal_both_biases,640,single_candidate_first,0.47,0.684,21.40000000000001,1,0,1,0
focal_both_biases,640,randomized_single,0.47,0.59,12,1,0,1,0
focal_both_biases,640,swap_drop_discordant,0.47,0.5927835051546392,12.27835051546392,1,0.224,0.776,0
focal_both_biases,640,swap_tie_aware,0.47,0.572,10.199999999999998,1,0.224,1,0
focal_both_biases,640,swap_escalate_discordant,0.47,0.56,9.000000000000007,1,0.224,1,0.224
focal_both_biases,640,truth_reference,0.47,0.47,0,0,0,1,0
focal_both_biases,641,single_candidate_first,0.438,0.63,19.2,1,0,1,0
focal_both_biases,641,randomized_single,0.438,0.542,10.400000000000004,1,0,1,0
focal_both_biases,641,swap_drop_discordant,0.438,0.5409429280397022,10.294292803970222,1,0.194,0.806,0
focal_both_biases,641,swap_tie_aware,0.438,0.533,9.500000000000004,1,0.194,1,0
focal_both_biases,641,swap_escalate_discordant,0.438,0.536,9.800000000000002,1,0.194,1,0.194
focal_both_biases,641,truth_reference,0.438,0.438,0,0,0,1,0
focal_both_biases,642,single_candidate_first,0.482,0.644,16.200000000000003,1,0,1,0
focal_both_biases,642,randomized_single,0.482,0.554,7.200000000000006,1,0,1,0
focal_both_biases,642,swap_drop_discordant,0.482,0.5679611650485437,8.596116504854368,1,0.176,0.824,0
focal_both_biases,642,swap_tie_aware,0.482,0.556,7.400000000000007,1,0.176,1,0
focal_both_biases,642,swap_escalate_discordant,0.482,0.55,6.800000000000006,1,0.176,1,0.176
focal_both_biases,642,truth_reference,0.482,0.482,0,0,0,1,0
focal_both_biases,643,single_candidate_first,0.476,0.662,18.600000000000005,1,0,1,0
focal_both_biases,643,randomized_single,0.476,0.562,8.600000000000009,1,0,1,0
focal_both_biases,643,swap_drop_discordant,0.476,0.5743073047858942,9.830730478589423,1,0.206,0.794,0
focal_both_biases,643,swap_tie_aware,0.476,0.559,8.300000000000008,1,0.206,1,0
focal_both_biases,643,swap_escalate_discordant,0.476,0.554,7.800000000000007,1,0.206,1,0.206
focal_both_biases,643,truth_reference,0.476,0.476,0,0,0,1,0
focal_both_biases,644,single_candidate_first,0.494,0.658,16.400000000000002,1,0,1,0
focal_both_biases,644,randomized_single,0.494,0.562,6.800000000000006,1,0,1,0
focal_both_biases,644,swap_drop_discordant,0.494,0.5777777777777777,8.377777777777773,1,0.19,0.81,0
focal_both_biases,644,swap_tie_aware,0.494,0.563,6.899999999999995,1,0.19,1,0
