repeat,scenario,policy,parents,successRate,latencyP95,workerSecondsPerParent,orphanSecondsPerParent,orphanShare,maxQueue
14,no_timeout_control,no_cancel,466,1,15.702987499054501,16.712555529061554,0,0,112
14,no_timeout_control,queued_only,466,1,15.702987499054501,16.712555529061554,0,0,112
14,no_timeout_control,cooperative_1000ms,466,1,15.702987499054501,16.712555529061554,0,0,112
14,no_timeout_control,cooperative_250ms,466,1,15.702987499054501,16.712555529061554,0,0,112
15,steady,no_cancel,428,0.5981308411214953,5.860132764763051,16.719040283283192,0.9439710968666856,0.05646084230148848,47
15,steady,queued_only,428,0.5981308411214953,5.860132764763051,16.719040283283192,0.9439710968666856,0.05646084230148848,47
15,steady,cooperative_1000ms,428,0.6261682242990654,5.811254724896003,16.328420745562777,0.39171388898197995,0.023989698396792446,47
15,steady,cooperative_250ms,428,0.6401869158878505,5.811254724896003,16.116446662912665,0.11952530061919876,0.007416355671889612,46
15,bursty,no_cancel,396,0.2702020202020202,5.672804493818148,16.80761870479231,7.786029151128849,0.46324403759283517,164
15,bursty,queued_only,396,0.35858585858585856,5.712493473190718,14.600525253845003,3.6293845492614656,0.24857903987431398,147
15,bursty,cooperative_1000ms,396,0.3813131313131313,5.711415338167505,13.893846403394438,1.8359507078038737,0.1321412843138476,138
15,bursty,cooperative_250ms,396,0.3939393939393939,5.712493473190718,13.604290043301319,0.49429938256912714,0.0363340814548803,128
15,no_timeout_control,no_cancel,446,1,14.143125060981305,16.91363316341476,0,0,86
15,no_timeout_control,queued_only,446,1,14.143125060981305,16.91363316341476,0,0,86
15,no_timeout_control,cooperative_1000ms,446,1,14.143125060981305,16.91363316341476,0,0,86
15,no_timeout_control,cooperative_250ms,446,1,14.143125060981305,16.91363316341476,0,0,86
16,steady,no_cancel,462,0.47186147186147187,5.877057652933075,16.369176576300926,2.496446225607514,0.152508967935616,90
16,steady,queued_only,462,0.5281385281385281,5.874933448994909,16.08105193715354,1.5073898045247769,0.09373701486792137,90
16,steady,cooperative_1000ms,462,0.5757575757575758,5.841556272787649,15.616067503864649,0.6445294587816844,0.04127348057519455,87
16,steady,cooperative_250ms,462,0.5930735930735931,5.845532915291045,15.360398658309043,0.17292881504101038,0.011258094199753493,80
16,bursty,no_cancel,372,0.48118279569892475,5.877057652933075,16.352548542711414,3.735705025722938,0.22844787868787586,99
16,bursty,queued_only,372,0.4946236559139785,5.868120509388149,15.62573784325105,2.46894910383706,0.15800528132522268,84
16,bursty,cooperative_1000ms,372,0.5134408602150538,5.868120509388149,14.998075425104014,1.0594166004811278,0.07063683642421612,76
16,bursty,cooperative_250ms,372,0.5295698924731183,5.878804851975843,14.734170312619217,0.2680848710871489,0.018194772111297313,72
16,no_timeout_control,no_cancel,411,1,9.793832613425053,16.770946005979436,0,0,50
16,no_timeout_control,queued_only,411,1,9.793832613425053,16.770946005979436,0,0,50
16,no_timeout_control,cooperative_1000ms,411,1,9.793832613425053,16.770946005979436,0,0,50
16,no_timeout_control,cooperative_250ms,411,1,9.793832613425053,16.770946005979436,0,0,50
17,steady,no_cancel,466,0.3562231759656652,5.869086187510405,16.835601853563357,5.364480465036552,0.31863906688320304,106
