dataset,query_id,method,ndcg10,recall100,mrr
scifact,230,rrf_k60,0.5,1.0,0.3333333333333333
scifact,232,rrf_k60,1.0,1.0,1.0
scifact,233,rrf_k60,1.0,1.0,1.0
scifact,236,rrf_k60,1.0,1.0,1.0
scifact,237,rrf_k60,1.0,1.0,1.0
scifact,238,rrf_k60,0.0,1.0,0.03571428571428571
scifact,239,rrf_k60,0.0,0.0,0.0035714285714285713
scifact,248,rrf_k60,1.0,1.0,1.0
scifact,249,rrf_k60,0.6309297535714575,1.0,0.5
scifact,261,rrf_k60,0.0,0.5,0.043478260869565216
scifact,268,rrf_k60,1.0,1.0,1.0
scifact,269,rrf_k60,1.0,1.0,1.0
scifact,274,rrf_k60,1.0,1.0,1.0
scifact,275,rrf_k60,0.2960819109658652,0.6666666666666666,0.5
scifact,279,rrf_k60,1.0,1.0,1.0
scifact,294,rrf_k60,1.0,1.0,1.0
scifact,295,rrf_k60,1.0,1.0,1.0
scifact,298,rrf_k60,1.0,1.0,1.0
scifact,300,rrf_k60,0.38685280723454163,1.0,0.2
scifact,303,rrf_k60,0.6309297535714575,1.0,0.5
scifact,312,rrf_k60,0.5,1.0,0.3333333333333333
scifact,314,rrf_k60,0.6309297535714575,1.0,0.5
scifact,324,rrf_k60,0.6309297535714575,1.0,0.5
scifact,327,rrf_k60,1.0,1.0,1.0
scifact,338,rrf_k60,1.0,1.0,1.0
scifact,343,rrf_k60,0.5012658353418871,1.0,0.25
scifact,350,rrf_k60,0.2890648263178879,1.0,0.1
scifact,354,rrf_k60,1.0,1.0,1.0
scifact,362,rrf_k60,1.0,1.0,1.0
scifact,380,rrf_k60,1.0,1.0,1.0
scifact,384,rrf_k60,0.0,1.0,0.05
scifact,385,rrf_k60,0.0,1.0,0.034482758620689655
scifact,386,rrf_k60,1.0,1.0,1.0
scifact,388,rrf_k60,0.0,1.0,0.04
scifact,399,rrf_k60,1.0,1.0,1.0
scifact,410,rrf_k60,1.0,1.0,1.0
scifact,411,rrf_k60,1.0,1.0,1.0
scifact,415,rrf_k60,0.2890648263178879,1.0,0.1
scifact,421,rrf_k60,0.3010299956639812,1.0,0.1111111111111111
scifact,431,rrf_k60,0.0,0.0,0.003424657534246575
scifact,436,rrf_k60,1.0,1.0,1.0
scifact,437,rrf_k60,0.0,0.0,0.0
scifact,439,rrf_k60,0.0,1.0,0.034482758620689655
scifact,440,rrf_k60,0.0,1.0,0.034482758620689655
scifact,443,rrf_k60,1.0,1.0,1.0
scifact,452,rrf_k60,0.38685280723454163,1.0,0.5
scifact,475,rrf_k60,0.0,1.0,0.022222222222222223
scifact,478,rrf_k60,1.0,1.0,1.0
scifact,491,rrf_k60,0.0,1.0,0.037037037037037035
scifact,501,rrf_k60,1.0,1.0,1.0
scifact,502,rrf_k60,0.0,0.0,0.00425531914893617
scifact,507,rrf_k60,1.0,1.0,1.0
scifact,508,rrf_k60,0.0,1.0,0.038461538461538464
scifact,513,rrf_k60,0.0,1.0,0.03125
scifact,514,rrf_k60,0.0,1.0,0.0625
scifact,516,rrf_k60,1.0,1.0,1.0
scifact,517,rrf_k60,0.0,1.0,0.045454545454545456
scifact,521,rrf_k60,1.0,1.0,1.0
scifact,525,rrf_k60,1.0,1.0,1.0
scifact,527,rrf_k60,1.0,1.0,1.0
scifact,528,rrf_k60,1.0,1.0,1.0
scifact,532,rrf_k60,1.0,1.0,1.0
scifact,533,rrf_k60,1.0,1.0,1.0
scifact,535,rrf_k60,0.0,0.0,0.00211864406779661
scifact,536,rrf_k60,0.6309297535714575,1.0,0.5
scifact,539,rrf_k60,1.0,1.0,1.0
scifact,540,rrf_k60,0.0,1.0,0.025
scifact,544,rrf_k60,0.0,1.0,0.02702702702702703
scifact,549,rrf_k60,1.0,1.0,1.0
scifact,551,rrf_k60,0.6309297535714575,1.0,0.5
scifact,552,rrf_k60,1.0,1.0,1.0
scifact,554,rrf_k60,0.6309297535714575,1.0,0.5
scifact,560,rrf_k60,0.0,0.0,0.001841620626151013
scifact,569,rrf_k60,1.0,1.0,1.0
scifact,575,rrf_k60,0.5,1.0,0.3333333333333333
scifact,577,rrf_k60,0.0,0.0,0.0
scifact,578,rrf_k60,1.0,1.0,1.0
scifact,587,rrf_k60,0.0,1.0,0.05555555555555555
scifact,589,rrf_k60,1.0,1.0,1.0
scifact,593,rrf_k60,1.0,1.0,1.0
scifact,597,rrf_k60,0.9066276098484507,1.0,1.0
scifact,598,rrf_k60,0.0,1.0,0.07692307692307693
scifact,613,rrf_k60,1.0,1.0,1.0
scifact,619,rrf_k60,0.21840743681816419,0.5,0.16666666666666666
scifact,623,rrf_k60,0.31546487678572877,1.0,0.125
scifact,628,rrf_k60,0.3010299956639812,1.0,0.1111111111111111
scifact,636,rrf_k60,0.6309297535714575,1.0,0.5
scifact,637,rrf_k60,0.0,1.0,0.08333333333333333
scifact,641,rrf_k60,0.38685280723454163,1.0,0.5
scifact,644,rrf_k60,1.0,1.0,1.0
scifact,649,rrf_k60,0.0,1.0,0.034482758620689655
scifact,659,rrf_k60,0.6309297535714575,1.0,0.5
scifact,660,rrf_k60,0.0,1.0,0.018518518518518517
scifact,674,rrf_k60,1.0,1.0,1.0
scifact,684,rrf_k60,0.5,1.0,0.3333333333333333
scifact,690,rrf_k60,0.6309297535714575,1.0,0.5
scifact,691,rrf_k60,0.5,1.0,0.3333333333333333
scifact,692,rrf_k60,1.0,1.0,1.0
scifact,693,rrf_k60,1.0,1.0,1.0
scifact,700,rrf_k60,0.2890648263178879,1.0,0.1
scifact,702,rrf_k60,0.0,1.0,0.021739130434782608
scifact,715,rrf_k60,0.0,1.0,0.03333333333333333
scifact,716,rrf_k60,0.0,0.0,0.0010672358591248667
scifact,718,rrf_k60,0.0,1.0,0.034482758620689655
scifact,721,rrf_k60,1.0,1.0,1.0
scifact,723,rrf_k60,1.0,1.0,1.0
scifact,727,rrf_k60,0.0,1.0,0.04
scifact,728,rrf_k60,0.0,1.0,0.043478260869565216
scifact,729,rrf_k60,0.43067655807339306,1.0,0.25
scifact,742,rrf_k60,0.6309297535714575,1.0,0.5
scifact,743,rrf_k60,1.0,1.0,1.0
scifact,744,rrf_k60,0.6309297535714575,1.0,0.5
scifact,756,rrf_k60,0.0,1.0,0.02040816326530612
scifact,759,rrf_k60,1.0,1.0,1.0
scifact,768,rrf_k60,0.0,1.0,0.030303030303030304
scifact,770,rrf_k60,1.0,1.0,1.0
scifact,775,rrf_k60,0.0,0.0,0.0
scifact,781,rrf_k60,0.43067655807339306,1.0,0.25
scifact,783,rrf_k60,0.0,1.0,0.013333333333333334
scifact,784,rrf_k60,0.6309297535714575,1.0,0.5
scifact,785,rrf_k60,0.3333333333333333,1.0,0.14285714285714285
scifact,793,rrf_k60,1.0,1.0,1.0
scifact,800,rrf_k60,0.0,1.0,0.010869565217391304
scifact,805,rrf_k60,1.0,1.0,1.0
scifact,808,rrf_k60,1.0,1.0,1.0
scifact,811,rrf_k60,1.0,1.0,1.0
scifact,814,rrf_k60,1.0,1.0,1.0
scifact,820,rrf_k60,0.3562071871080222,1.0,0.16666666666666666
scifact,821,rrf_k60,0.3562071871080222,1.0,0.16666666666666666
scifact,823,rrf_k60,0.0,1.0,0.07142857142857142
scifact,830,rrf_k60,0.0,1.0,0.024390243902439025
scifact,831,rrf_k60,0.0,1.0,0.01639344262295082
scifact,832,rrf_k60,1.0,1.0,1.0
scifact,834,rrf_k60,0.0,1.0,0.021739130434782608
scifact,837,rrf_k60,0.0,1.0,0.02564102564102564
scifact,839,rrf_k60,0.6309297535714575,1.0,0.5
scifact,845,rrf_k60,1.0,1.0,1.0
scifact,847,rrf_k60,0.6309297535714575,1.0,0.5
scifact,852,rrf_k60,1.0,1.0,1.0
scifact,859,rrf_k60,0.0,1.0,0.05
scifact,870,rrf_k60,0.0,0.0,0.0
scifact,873,rrf_k60,0.0,0.4,0.01694915254237288
scifact,879,rrf_k60,0.6309297535714575,1.0,0.5
scifact,880,rrf_k60,0.0,1.0,0.037037037037037035
scifact,882,rrf_k60,1.0,1.0,1.0
scifact,887,rrf_k60,0.0,0.0,0.0009328358208955224
scifact,903,rrf_k60,1.0,1.0,1.0
scifact,904,rrf_k60,1.0,1.0,1.0
scifact,907,rrf_k60,1.0,1.0,1.0
scifact,911,rrf_k60,1.0,1.0,1.0
scifact,913,rrf_k60,0.0,0.0,0.0011160714285714285
scifact,914,rrf_k60,0.0,0.0,0.0
scifact,921,rrf_k60,1.0,1.0,1.0
scifact,922,rrf_k60,1.0,1.0,1.0
scifact,936,rrf_k60,1.0,1.0,1.0
scifact,956,rrf_k60,0.43067655807339306,1.0,0.25
scifact,957,rrf_k60,0.6309297535714575,1.0,0.5
scifact,960,rrf_k60,0.31546487678572877,1.0,0.125
scifact,967,rrf_k60,1.0,1.0,1.0
scifact,971,rrf_k60,0.6198898455343711,1.0,0.3333333333333333
scifact,975,rrf_k60,0.0,0.0,0.001692047377326565
scifact,982,rrf_k60,1.0,1.0,1.0
scifact,985,rrf_k60,0.6309297535714575,1.0,0.5
scifact,993,rrf_k60,0.38685280723454163,1.0,0.2
scifact,1012,rrf_k60,1.0,1.0,1.0
scifact,1014,rrf_k60,0.0,1.0,0.02564102564102564
scifact,1019,rrf_k60,0.6309297535714575,1.0,0.5
scifact,1020,rrf_k60,0.6309297535714575,1.0,0.5
scifact,1021,rrf_k60,0.6309297535714575,1.0,0.5
scifact,1024,rrf_k60,1.0,1.0,1.0
scifact,1029,rrf_k60,0.9217868789962071,1.0,1.0
scifact,1041,rrf_k60,0.46845052016107697,1.0,0.25
scifact,1049,rrf_k60,0.0,0.0,0.00819672131147541
scifact,1062,rrf_k60,1.0,1.0,1.0
scifact,1086,rrf_k60,1.0,1.0,1.0
scifact,1088,rrf_k60,0.0,0.0,0.002304147465437788
scifact,1089,rrf_k60,1.0,1.0,1.0
scifact,1099,rrf_k60,0.43067655807339306,1.0,0.25
scifact,1100,rrf_k60,0.5,1.0,0.3333333333333333
scifact,1104,rrf_k60,1.0,1.0,1.0
scifact,1107,rrf_k60,1.0,1.0,1.0
scifact,1110,rrf_k60,0.0,0.0,0.0
scifact,1121,rrf_k60,0.6309297535714575,1.0,0.5
scifact,1130,rrf_k60,1.0,1.0,1.0
scifact,1132,rrf_k60,0.23719771276929622,0.5,0.2
scifact,1137,rrf_k60,0.6309297535714575,1.0,0.5
scifact,1140,rrf_k60,0.2890648263178879,1.0,0.1
scifact,1144,rrf_k60,0.6309297535714575,1.0,0.5
scifact,1146,rrf_k60,1.0,1.0,1.0
scifact,1150,rrf_k60,1.0,1.0,1.0
scifact,1163,rrf_k60,1.0,1.0,1.0
scifact,1175,rrf_k60,0.0,1.0,0.011904761904761904
scifact,1179,rrf_k60,0.0,1.0,0.024390243902439025
scifact,1180,rrf_k60,0.6309297535714575,1.0,0.5
scifact,1185,rrf_k60,1.0,1.0,1.0
scifact,1187,rrf_k60,0.0,1.0,0.09090909090909091
scifact,1191,rrf_k60,0.0,0.0,0.0020325203252032522
scifact,1194,rrf_k60,1.0,1.0,1.0
scifact,1196,rrf_k60,0.0,0.0,0.004524886877828055
scifact,1197,rrf_k60,0.0,0.0,0.0033222591362126247
scifact,1199,rrf_k60,0.0,0.0,0.0
scifact,1200,rrf_k60,0.0,0.0,0.006666666666666667
scifact,1202,rrf_k60,1.0,1.0,1.0
scifact,1204,rrf_k60,1.0,1.0,1.0
scifact,1207,rrf_k60,0.3562071871080222,1.0,0.16666666666666666
scifact,1213,rrf_k60,0.0,0.0,0.0010183299389002036
scifact,1216,rrf_k60,1.0,1.0,1.0
scifact,1221,rrf_k60,0.0,1.0,0.07692307692307693
scifact,1225,rrf_k60,0.0,1.0,0.03225806451612903
scifact,1226,rrf_k60,0.0,0.0,0.004901960784313725
scifact,1232,rrf_k60,1.0,1.0,1.0
scifact,1241,rrf_k60,0.0,0.0,0.005847953216374269
scifact,1245,rrf_k60,1.0,1.0,1.0
scifact,1259,rrf_k60,0.0,1.0,0.045454545454545456
scifact,1262,rrf_k60,1.0,1.0,1.0
scifact,1266,rrf_k60,1.0,1.0,1.0
scifact,1270,rrf_k60,1.0,1.0,1.0
scifact,1271,rrf_k60,1.0,1.0,1.0
scifact,1272,rrf_k60,1.0,1.0,1.0
scifact,1273,rrf_k60,1.0,1.0,1.0
scifact,1274,rrf_k60,0.8529278650606567,1.0,1.0
scifact,1278,rrf_k60,0.0,0.0,0.0017482517482517483
scifact,1279,rrf_k60,0.0,0.0,0.002173913043478261
scifact,1280,rrf_k60,0.0,1.0,0.03571428571428571
scifact,1281,rrf_k60,0.0,0.0,0.0
scifact,1282,rrf_k60,0.0,1.0,0.025
scifact,1290,rrf_k60,1.0,1.0,1.0
scifact,1292,rrf_k60,0.0,1.0,0.02564102564102564
scifact,1298,rrf_k60,1.0,1.0,1.0
scifact,1303,rrf_k60,0.0,1.0,0.03571428571428571
scifact,1316,rrf_k60,0.0,0.0,0.00980392156862745
scifact,1319,rrf_k60,1.0,1.0,1.0
scifact,1320,rrf_k60,1.0,1.0,1.0
scifact,1332,rrf_k60,0.0,0.0,0.005263157894736842
scifact,1335,rrf_k60,1.0,1.0,1.0
scifact,1336,rrf_k60,1.0,1.0,1.0
scifact,1337,rrf_k60,1.0,1.0,1.0
scifact,1339,rrf_k60,1.0,1.0,1.0
scifact,1344,rrf_k60,1.0,1.0,1.0
scifact,1352,rrf_k60,1.0,1.0,1.0
scifact,1359,rrf_k60,1.0,1.0,1.0
scifact,1362,rrf_k60,0.0,1.0,0.034482758620689655
scifact,1363,rrf_k60,0.0,1.0,0.04
scifact,1368,rrf_k60,0.0,1.0,0.043478260869565216
scifact,1370,rrf_k60,0.31546487678572877,1.0,0.125
scifact,1379,rrf_k60,0.5585075862632192,1.0,1.0
scifact,1382,rrf_k60,0.0,1.0,0.05
scifact,1385,rrf_k60,1.0,1.0,1.0
scifact,1389,rrf_k60,1.0,1.0,1.0
scifact,1395,rrf_k60,0.0,1.0,0.013333333333333334
scifact,1,rrf_k100,0.0,0.0,0.0
scifact,3,rrf_k100,1.0,1.0,1.0
scifact,5,rrf_k100,1.0,1.0,1.0
scifact,13,rrf_k100,0.0,0.0,0.00980392156862745
scifact,36,rrf_k100,0.0,1.0,0.07142857142857142
scifact,42,rrf_k100,1.0,1.0,1.0
scifact,48,rrf_k100,0.0,1.0,0.06666666666666667
scifact,49,rrf_k100,0.6309297535714575,1.0,0.5
scifact,50,rrf_k100,0.31546487678572877,1.0,0.125
scifact,51,rrf_k100,0.0,1.0,0.0196078431372549
scifact,53,rrf_k100,0.0,1.0,0.09090909090909091
scifact,54,rrf_k100,0.0,1.0,0.06666666666666667
scifact,56,rrf_k100,1.0,1.0,1.0
scifact,57,rrf_k100,1.0,1.0,1.0
scifact,70,rrf_k100,0.6131471927654584,1.0,1.0
scifact,72,rrf_k100,0.0,1.0,0.06666666666666667
scifact,75,rrf_k100,0.2890648263178879,1.0,0.1
scifact,94,rrf_k100,0.5,1.0,0.3333333333333333
scifact,99,rrf_k100,0.0,1.0,0.020833333333333332
scifact,100,rrf_k100,1.0,1.0,1.0
scifact,113,rrf_k100,0.6309297535714575,1.0,0.5
scifact,115,rrf_k100,0.0,1.0,0.018867924528301886
scifact,118,rrf_k100,1.0,1.0,1.0
scifact,124,rrf_k100,1.0,1.0,1.0
scifact,127,rrf_k100,0.0,1.0,0.018867924528301886
scifact,128,rrf_k100,0.0,1.0,0.02702702702702703
scifact,129,rrf_k100,1.0,1.0,1.0
scifact,130,rrf_k100,1.0,1.0,1.0
scifact,132,rrf_k100,0.0,0.0,0.006172839506172839
scifact,133,rrf_k100,0.0,0.8,0.05555555555555555
scifact,137,rrf_k100,1.0,1.0,1.0
scifact,141,rrf_k100,0.8315546295836225,1.0,1.0
scifact,142,rrf_k100,1.0,1.0,1.0
scifact,143,rrf_k100,1.0,1.0,1.0
scifact,146,rrf_k100,1.0,1.0,1.0
scifact,148,rrf_k100,1.0,1.0,1.0
scifact,163,rrf_k100,1.0,1.0,1.0
scifact,171,rrf_k100,0.38685280723454163,1.0,0.2
scifact,179,rrf_k100,0.44149241373678083,1.0,0.5
scifact,180,rrf_k100,1.0,1.0,1.0
scifact,183,rrf_k100,0.0,1.0,0.02857142857142857
scifact,185,rrf_k100,0.0,1.0,0.07142857142857142
scifact,198,rrf_k100,0.3010299956639812,1.0,0.1111111111111111
scifact,208,rrf_k100,0.0,1.0,0.041666666666666664
scifact,212,rrf_k100,1.0,1.0,1.0
scifact,213,rrf_k100,0.5,1.0,0.3333333333333333
scifact,216,rrf_k100,0.0,1.0,0.05263157894736842
scifact,217,rrf_k100,0.0,1.0,0.05555555555555555
scifact,218,rrf_k100,0.6309297535714575,1.0,0.5
scifact,219,rrf_k100,0.6309297535714575,1.0,0.5
scifact,230,rrf_k100,0.5,1.0,0.3333333333333333
scifact,232,rrf_k100,1.0,1.0,1.0
scifact,233,rrf_k100,1.0,1.0,1.0
scifact,236,rrf_k100,1.0,1.0,1.0
scifact,237,rrf_k100,1.0,1.0,1.0
scifact,238,rrf_k100,0.0,1.0,0.03571428571428571
scifact,239,rrf_k100,0.0,0.0,0.0035714285714285713
scifact,248,rrf_k100,1.0,1.0,1.0
scifact,249,rrf_k100,0.6309297535714575,1.0,0.5
scifact,261,rrf_k100,0.0,0.5,0.027777777777777776
scifact,268,rrf_k100,1.0,1.0,1.0
scifact,269,rrf_k100,1.0,1.0,1.0
scifact,274,rrf_k100,1.0,1.0,1.0
scifact,275,rrf_k100,0.2960819109658652,0.6666666666666666,0.5
scifact,279,rrf_k100,1.0,1.0,1.0
scifact,294,rrf_k100,1.0,1.0,1.0
scifact,295,rrf_k100,1.0,1.0,1.0
scifact,298,rrf_k100,1.0,1.0,1.0
scifact,300,rrf_k100,0.38685280723454163,1.0,0.2
scifact,303,rrf_k100,0.6309297535714575,1.0,0.5
scifact,312,rrf_k100,0.5,1.0,0.3333333333333333
scifact,314,rrf_k100,0.6309297535714575,1.0,0.5
scifact,324,rrf_k100,0.6309297535714575,1.0,0.5
scifact,327,rrf_k100,1.0,1.0,1.0
scifact,338,rrf_k100,1.0,1.0,1.0
scifact,343,rrf_k100,0.5012658353418871,1.0,0.25
scifact,350,rrf_k100,0.2890648263178879,1.0,0.1
scifact,354,rrf_k100,1.0,1.0,1.0
scifact,362,rrf_k100,1.0,1.0,1.0
scifact,380,rrf_k100,1.0,1.0,1.0
scifact,384,rrf_k100,0.0,1.0,0.05263157894736842
scifact,385,rrf_k100,0.0,1.0,0.023255813953488372
scifact,386,rrf_k100,1.0,1.0,1.0
scifact,388,rrf_k100,0.0,1.0,0.0196078431372549
scifact,399,rrf_k100,1.0,1.0,1.0
scifact,410,rrf_k100,1.0,1.0,1.0
scifact,411,rrf_k100,1.0,1.0,1.0
scifact,415,rrf_k100,0.0,1.0,0.09090909090909091
scifact,421,rrf_k100,0.2890648263178879,1.0,0.1
scifact,431,rrf_k100,0.0,0.0,0.0033222591362126247
scifact,436,rrf_k100,1.0,1.0,1.0
scifact,437,rrf_k100,0.0,0.0,0.0
scifact,439,rrf_k100,0.0,1.0,0.023809523809523808
scifact,440,rrf_k100,0.0,1.0,0.023809523809523808
scifact,443,rrf_k100,1.0,1.0,1.0
scifact,452,rrf_k100,0.38685280723454163,1.0,0.5
scifact,475,rrf_k100,0.0,1.0,0.014084507042253521
scifact,478,rrf_k100,1.0,1.0,1.0
scifact,491,rrf_k100,0.0,1.0,0.01818181818181818
scifact,501,rrf_k100,1.0,1.0,1.0
scifact,502,rrf_k100,0.0,0.0,0.00425531914893617
scifact,507,rrf_k100,1.0,1.0,1.0
scifact,508,rrf_k100,0.0,1.0,0.038461538461538464
scifact,513,rrf_k100,0.0,1.0,0.030303030303030304
scifact,514,rrf_k100,0.0,1.0,0.058823529411764705
scifact,516,rrf_k100,1.0,1.0,1.0
scifact,517,rrf_k100,0.0,1.0,0.043478260869565216
scifact,521,rrf_k100,1.0,1.0,1.0
scifact,525,rrf_k100,1.0,1.0,1.0
scifact,527,rrf_k100,1.0,1.0,1.0
scifact,528,rrf_k100,1.0,1.0,1.0
scifact,532,rrf_k100,1.0,1.0,1.0
scifact,533,rrf_k100,1.0,1.0,1.0
scifact,535,rrf_k100,0.0,0.0,0.00211864406779661
scifact,536,rrf_k100,0.6309297535714575,1.0,0.5
scifact,539,rrf_k100,1.0,1.0,1.0
scifact,540,rrf_k100,0.0,1.0,0.01694915254237288
scifact,544,rrf_k100,0.0,1.0,0.02702702702702703
scifact,549,rrf_k100,1.0,1.0,1.0
scifact,551,rrf_k100,0.6309297535714575,1.0,0.5
scifact,552,rrf_k100,1.0,1.0,1.0
scifact,554,rrf_k100,0.6309297535714575,1.0,0.5
scifact,560,rrf_k100,0.0,0.0,0.001876172607879925
scifact,569,rrf_k100,1.0,1.0,1.0
scifact,575,rrf_k100,0.5,1.0,0.3333333333333333
scifact,577,rrf_k100,0.0,0.0,0.0
scifact,578,rrf_k100,1.0,1.0,1.0
scifact,587,rrf_k100,0.0,1.0,0.041666666666666664
scifact,589,rrf_k100,1.0,1.0,1.0
scifact,593,rrf_k100,1.0,1.0,1.0
scifact,597,rrf_k100,0.9066276098484507,1.0,1.0
scifact,598,rrf_k100,0.0,1.0,0.07692307692307693
scifact,613,rrf_k100,1.0,1.0,1.0
scifact,619,rrf_k100,0.21840743681816419,0.5,0.16666666666666666
scifact,623,rrf_k100,0.3010299956639812,1.0,0.1111111111111111
scifact,628,rrf_k100,0.2890648263178879,1.0,0.1
scifact,636,rrf_k100,0.6309297535714575,1.0,0.5
scifact,637,rrf_k100,0.0,1.0,0.07692307692307693
scifact,641,rrf_k100,0.38685280723454163,1.0,0.5
scifact,644,rrf_k100,1.0,1.0,1.0
scifact,649,rrf_k100,0.0,1.0,0.02040816326530612
scifact,659,rrf_k100,0.5,1.0,0.3333333333333333
scifact,660,rrf_k100,0.0,1.0,0.011494252873563218
scifact,674,rrf_k100,1.0,1.0,1.0
scifact,684,rrf_k100,0.5,1.0,0.3333333333333333
scifact,690,rrf_k100,0.6309297535714575,1.0,0.5
scifact,691,rrf_k100,0.5,1.0,0.3333333333333333
scifact,692,rrf_k100,1.0,1.0,1.0
scifact,693,rrf_k100,1.0,1.0,1.0
scifact,700,rrf_k100,0.0,1.0,0.09090909090909091
scifact,702,rrf_k100,0.0,1.0,0.012048192771084338
scifact,715,rrf_k100,0.0,1.0,0.04
scifact,716,rrf_k100,0.0,0.0,0.0010672358591248667
scifact,718,rrf_k100,0.0,1.0,0.02040816326530612
scifact,721,rrf_k100,1.0,1.0,1.0
scifact,723,rrf_k100,1.0,1.0,1.0
scifact,727,rrf_k100,0.0,1.0,0.023255813953488372
scifact,728,rrf_k100,0.0,1.0,0.027777777777777776
scifact,729,rrf_k100,0.43067655807339306,1.0,0.25
scifact,742,rrf_k100,0.6309297535714575,1.0,0.5
scifact,743,rrf_k100,1.0,1.0,1.0
scifact,744,rrf_k100,0.6309297535714575,1.0,0.5
scifact,756,rrf_k100,0.0,1.0,0.014705882352941176
scifact,759,rrf_k100,1.0,1.0,1.0
scifact,768,rrf_k100,0.0,1.0,0.01694915254237288
scifact,770,rrf_k100,1.0,1.0,1.0
scifact,775,rrf_k100,0.0,0.0,0.0
scifact,781,rrf_k100,0.43067655807339306,1.0,0.25
scifact,783,rrf_k100,0.0,1.0,0.012345679012345678
scifact,784,rrf_k100,0.6309297535714575,1.0,0.5
scifact,785,rrf_k100,0.3333333333333333,1.0,0.14285714285714285
scifact,793,rrf_k100,1.0,1.0,1.0
scifact,800,rrf_k100,0.0,1.0,0.012658227848101266
scifact,805,rrf_k100,1.0,1.0,1.0
scifact,808,rrf_k100,1.0,1.0,1.0
scifact,811,rrf_k100,1.0,1.0,1.0
scifact,814,rrf_k100,1.0,1.0,1.0
scifact,820,rrf_k100,0.3562071871080222,1.0,0.16666666666666666
scifact,821,rrf_k100,0.3562071871080222,1.0,0.16666666666666666
scifact,823,rrf_k100,0.0,1.0,0.06666666666666667
scifact,830,rrf_k100,0.0,1.0,0.015873015873015872
scifact,831,rrf_k100,0.0,1.0,0.011764705882352941
scifact,832,rrf_k100,1.0,1.0,1.0
scifact,834,rrf_k100,0.0,1.0,0.021739130434782608
scifact,837,rrf_k100,0.0,1.0,0.017543859649122806
scifact,839,rrf_k100,0.6309297535714575,1.0,0.5
scifact,845,rrf_k100,1.0,1.0,1.0
scifact,847,rrf_k100,0.6309297535714575,1.0,0.5
scifact,852,rrf_k100,1.0,1.0,1.0
scifact,859,rrf_k100,0.0,1.0,0.022222222222222223
scifact,870,rrf_k100,0.0,0.0,0.0
scifact,873,rrf_k100,0.0,0.4,0.016666666666666666
scifact,879,rrf_k100,0.6309297535714575,1.0,0.5
scifact,880,rrf_k100,0.0,1.0,0.02631578947368421
scifact,882,rrf_k100,1.0,1.0,1.0
scifact,887,rrf_k100,0.0,0.0,0.0009328358208955224
scifact,903,rrf_k100,1.0,1.0,1.0
scifact,904,rrf_k100,1.0,1.0,1.0
scifact,907,rrf_k100,1.0,1.0,1.0
scifact,911,rrf_k100,1.0,1.0,1.0
scifact,913,rrf_k100,0.0,0.0,0.0011160714285714285
scifact,914,rrf_k100,0.0,0.0,0.0
scifact,921,rrf_k100,1.0,1.0,1.0
scifact,922,rrf_k100,1.0,1.0,1.0
scifact,936,rrf_k100,1.0,1.0,1.0
scifact,956,rrf_k100,0.43067655807339306,1.0,0.25
scifact,957,rrf_k100,0.6309297535714575,1.0,0.5
scifact,960,rrf_k100,0.31546487678572877,1.0,0.125
scifact,967,rrf_k100,1.0,1.0,1.0
scifact,971,rrf_k100,0.6198898455343711,1.0,0.3333333333333333
scifact,975,rrf_k100,0.0,0.0,0.001692047377326565
scifact,982,rrf_k100,1.0,1.0,1.0
scifact,985,rrf_k100,0.6309297535714575,1.0,0.5
scifact,993,rrf_k100,0.38685280723454163,1.0,0.2
scifact,1012,rrf_k100,1.0,1.0,1.0
scifact,1014,rrf_k100,0.0,1.0,0.017241379310344827
scifact,1019,rrf_k100,0.6309297535714575,1.0,0.5
scifact,1020,rrf_k100,0.6309297535714575,1.0,0.5
scifact,1021,rrf_k100,0.6309297535714575,1.0,0.5
scifact,1024,rrf_k100,1.0,1.0,1.0
scifact,1029,rrf_k100,0.9217868789962071,1.0,1.0
scifact,1041,rrf_k100,0.46845052016107697,1.0,0.25
scifact,1049,rrf_k100,0.0,0.0,0.009615384615384616
scifact,1062,rrf_k100,1.0,1.0,1.0
scifact,1086,rrf_k100,1.0,1.0,1.0
scifact,1088,rrf_k100,0.0,0.0,0.0022123893805309734
scifact,1089,rrf_k100,1.0,1.0,1.0
scifact,1099,rrf_k100,0.43067655807339306,1.0,0.25
scifact,1100,rrf_k100,0.5,1.0,0.3333333333333333
scifact,1104,rrf_k100,1.0,1.0,1.0
scifact,1107,rrf_k100,1.0,1.0,1.0
scifact,1110,rrf_k100,0.0,0.0,0.0
scifact,1121,rrf_k100,0.6309297535714575,1.0,0.5
scifact,1130,rrf_k100,1.0,1.0,1.0
scifact,1132,rrf_k100,0.23719771276929622,0.5,0.2
scifact,1137,rrf_k100,0.6309297535714575,1.0,0.5
scifact,1140,rrf_k100,0.2890648263178879,1.0,0.1
scifact,1144,rrf_k100,0.6309297535714575,1.0,0.5
scifact,1146,rrf_k100,1.0,1.0,1.0
scifact,1150,rrf_k100,1.0,1.0,1.0
scifact,1163,rrf_k100,1.0,1.0,1.0
scifact,1175,rrf_k100,0.0,1.0,0.011904761904761904
scifact,1179,rrf_k100,0.0,1.0,0.02
scifact,1180,rrf_k100,0.6309297535714575,1.0,0.5
scifact,1185,rrf_k100,1.0,1.0,1.0
scifact,1187,rrf_k100,0.0,1.0,0.08333333333333333
