load_per_second,fault_shape,policy,repeat,requests,success_rate,attempt_amplification,p95_latency_seconds,peak_attempts_per_second,overload_failures,fault_failures,retries_denied,bad_tick_fraction
85,independent,immediate_three,131,25586,0.9865160634722113,1.2233643398733682,0.1,199,5130,930,0,1.0
85,independent,exponential_no_jitter,131,25586,0.9876104119440319,1.2229344172594387,0.5,155,5148,873,0,1.0
85,independent,exponential_full_jitter,131,25586,0.9933557414210896,1.2029625576487142,0.4,173,4394,969,0,1.0
85,independent,budgeted_full_jitter,131,25586,0.9508324865160634,1.0936449620886421,0.2,129,2756,898,1238,1.0
85,independent,no_retry,132,25443,0.8999724875211257,1.0,0.0,115,1698,847,0,1.0
85,independent,immediate_three,132,25443,0.9854183861965963,1.2200605274535237,0.1,189,5059,911,0,1.0
85,independent,exponential_no_jitter,132,25443,0.9900562040639862,1.2104311598475022,0.5,154,4719,888,0,1.0
85,independent,exponential_full_jitter,132,25443,0.9937507369413984,1.1980112408127972,0.3849999999998545,162,4238,959,0,1.0
85,independent,budgeted_full_jitter,132,25443,0.9524427150886294,1.0942105883740125,0.2,134,2691,916,1185,1.0
85,independent,no_retry,133,25217,0.8997105127493358,1.0,0.0,120,1683,846,0,1.0
85,independent,immediate_three,133,25217,0.9861204742832216,1.2194947852639093,0.1,197,4965,920,0,1.0
85,independent,exponential_no_jitter,133,25217,0.9905619225125907,1.212356743466709,0.5,154,4598,995,0,1.0
85,independent,exponential_full_jitter,133,25217,0.9937740413213308,1.1976047904191616,0.30000000000000004,162,4196,944,0,1.0
85,independent,budgeted_full_jitter,133,25217,0.9531665146528135,1.0952532022048618,0.2,138,2692,891,1158,1.0
85,independent,no_retry,134,25720,0.893701399688958,1.0,0.0,116,1819,915,0,1.0
85,independent,immediate_three,134,25720,0.984253499222395,1.2318040435458788,0.1,190,5477,890,0,1.0
85,independent,exponential_no_jitter,134,25720,0.9896578538102644,1.2174961119751166,0.5,147,4926,934,0,1.0
85,independent,exponential_full_jitter,134,25720,0.9925738724727838,1.206959564541213,0.30000000000000004,164,4610,904,0,1.0
85,independent,budgeted_full_jitter,134,25720,0.946850699844479,1.0932737169517885,0.2,134,2829,937,1344,1.0
85,independent,no_retry,135,25392,0.9004410838059231,1.0,0.0,119,1751,777,0,1.0
85,independent,immediate_three,135,25392,0.9860586011342155,1.2192028985507246,0.1,204,4974,946,0,1.0
85,independent,exponential_no_jitter,135,25392,0.9901543793320731,1.2142800882167613,0.5,156,4777,914,0,1.0
85,independent,exponential_full_jitter,135,25392,0.9930686830497795,1.1953371140516698,0.30000000000000004,169,4219,917,0,1.0
85,independent,budgeted_full_jitter,135,25392,0.951638311279143,1.0949117832388153,0.2,132,2726,912,1206,1.0
85,independent,no_retry,136,25317,0.9005016392147569,1.0,0.0,114,1666,853,0,1.0
85,independent,immediate_three,136,25317,0.9882687522218272,1.2100564837855987,0.1,179,4682,933,0,1.0
85,independent,exponential_no_jitter,136,25317,0.9900462140063989,1.2063435636133824,0.5,144,4577,899,0,1.0
85,independent,exponential_full_jitter,136,25317,0.9949046095508947,1.1785361614725283,0.30000000000000004,162,3740,909,0,1.0
85,independent,budgeted_full_jitter,136,25317,0.9568274282102934,1.0931389975115535,0.2,128,2577,874,1074,1.0
85,independent,no_retry,137,25548,0.8956474087991232,1.0,0.0,115,1810,856,0,1.0
85,independent,immediate_three,137,25548,0.9858305933928292,1.2262016596211054,0.1,183,5201,940,0,1.0
85,independent,exponential_no_jitter,137,25548,0.9888836699545953,1.2229920150305307,0.5,158,5047,934,0,1.0
85,independent,exponential_full_jitter,137,25548,0.9931892907468295,1.2008767809613277,0.4,166,4370,936,0,1.0
85,independent,budgeted_full_jitter,137,25548,0.9501330828244873,1.0933145451698763,0.2,129,2793,865,1250,1.0
85,independent,no_retry,138,25634,0.8933057657798237,1.0,0.0,116,1856,879,0,1.0
85,independent,immediate_three,138,25634,0.9832644144495591,1.2447920730280098,0.1,211,5767,937,0,1.0
85,independent,exponential_no_jitter,138,25634,0.9872825154092221,1.2254037606304127,0.5,166,5176,928,0,1.0
85,independent,exponential_full_jitter,138,25634,0.99114457361317,1.2188109542014511,0.4,194,4856,980,0,1.0
85,independent,budgeted_full_jitter,138,25634,0.9463993134118749,1.0937816961847546,0.2,129,2859,919,1357,1.0
85,independent,no_retry,139,25581,0.8975802353309097,1.0,0.0,123,1761,859,0,1.0
85,independent,immediate_three,139,25581,0.9853797740510535,1.2230170829912825,0.1,219,5139,940,0,1.0
85,independent,exponential_no_jitter,139,25581,0.9876079903053048,1.2192642977209647,0.5,171,4967,959,0,1.0
85,independent,exponential_full_jitter,139,25581,0.9930026191313865,1.200031273210586,0.30000000000000004,196,4402,894,0,1.0
85,independent,budgeted_full_jitter,139,25581,0.9511356084594035,1.0940541808373403,0.2,136,2763,893,1223,1.0
85,independent,no_retry,140,25699,0.8945484260087941,1.0,0.0,118,1842,868,0,1.0
85,independent,immediate_three,140,25699,0.9826063270944395,1.2347562161951826,0.1,202,5539,941,0,1.0
85,independent,exponential_no_jitter,140,25699,0.9877038017043465,1.2310595743025021,0.5,158,5308,946,0,1.0
85,independent,exponential_full_jitter,140,25699,0.993229308533406,1.2110198840421806,0.4,180,4668,929,0,1.0
85,independent,budgeted_full_jitter,140,25699,0.9484026615821627,1.0935834079147049,0.2,133,2850,881,1302,1.0
85,independent,no_retry,141,25455,0.8947161657827539,1.0,0.0,116,1800,880,0,1.0
85,independent,immediate_three,141,25455,0.9833038695737576,1.2284030642309958,0.1,200,5305,934,0,1.0
85,independent,exponential_no_jitter,141,25455,0.9891573364761344,1.2249852681202122,0.5,153,5020,983,0,1.0
85,independent,exponential_full_jitter,141,25455,0.9929286977018268,1.2037320762129247,0.4,172,4426,940,0,1.0
85,independent,budgeted_full_jitter,141,25455,0.9505008839127873,1.093655470438028,0.2,135,2775,869,1242,1.0
85,independent,no_retry,142,25349,0.8997593593435639,1.0,0.0,117,1719,822,0,1.0
85,independent,immediate_three,142,25349,0.987021184267624,1.2153536628663852,0.1,211,4909,879,0,1.0
85,independent,exponential_no_jitter,142,25349,0.9897826344234486,1.2156298078819678,0.5,155,4805,920,0,1.0
85,independent,exponential_full_jitter,142,25349,0.9944376504004103,1.1963391060791353,0.30000000000000004,173,4181,937,0,1.0
85,independent,budgeted_full_jitter,142,25349,0.951674622273068,1.0950333346483097,0.2,127,2703,931,1205,1.0
85,independent,no_retry,143,25541,0.8940135468462472,1.0,0.0,123,1863,844,0,1.0
85,independent,immediate_three,143,25541,0.9839865314592224,1.2300223170588465,0.1,219,5342,942,0,1.0
85,independent,exponential_no_jitter,143,25541,0.9874319721232528,1.2296307897106613,0.5,157,5239,947,0,1.0
85,independent,exponential_full_jitter,143,25541,0.9923260639755687,1.2050820249794447,0.4,183,4463,971,0,1.0
85,independent,budgeted_full_jitter,143,25541,0.9465956697075291,1.093888258094828,0.2,135,2865,897,1343,1.0
85,independent,no_retry,144,25603,0.8995820802249737,1.0,0.0,113,1777,794,0,1.0
85,independent,immediate_three,144,25603,0.9841034253798383,1.2266921845096277,0.1,197,5303,908,0,1.0
85,independent,exponential_no_jitter,144,25603,0.9900402296605867,1.213451548646643,0.5,146,4747,973,0,1.0
85,independent,exponential_full_jitter,144,25603,0.9937116744131547,1.202984025309534,0.394999999999709,162,4386,972,0,1.0
85,independent,budgeted_full_jitter,144,25603,0.9505526696090302,1.0935827832675857,0.2,128,2801,861,1246,1.0
85,independent,no_retry,145,25405,0.8969100570753789,1.0,0.0,119,1733,886,0,1.0
85,independent,immediate_three,145,25405,0.985632749458768,1.2227120645542215,0.1,188,5115,908,0,1.0
85,independent,exponential_no_jitter,145,25405,0.9890966345207637,1.2139342649084826,0.5,148,4790,922,0,1.0
85,independent,exponential_full_jitter,145,25405,0.9942137374532573,1.1966148395985041,0.30000000000000004,164,4232,910,0,1.0
85,independent,budgeted_full_jitter,145,25405,0.9522141310765597,1.0942727809486321,0.2,136,2705,904,1199,1.0
85,independent,no_retry,146,25670,0.8938059992208804,1.0,0.0,120,1840,886,0,1.0
85,independent,immediate_three,146,25670,0.9839111803661862,1.2361121932216594,0.1,199,5542,932,0,1.0
85,independent,exponential_no_jitter,146,25670,0.9884690299961044,1.219244253992988,0.5,152,5021,903,0,1.0
85,independent,exponential_full_jitter,146,25670,0.9928320997273081,1.20498636540709,0.4,169,4532,914,0,1.0
85,independent,budgeted_full_jitter,146,25670,0.948772886638099,1.0932995714842229,0.2,132,2839,871,1288,1.0
85,independent,no_retry,147,25429,0.8992882142435802,1.0,0.0,119,1741,820,0,1.0
85,independent,immediate_three,147,25429,0.9858822604113414,1.2199850564316332,0.1,188,5007,946,0,1.0
85,independent,exponential_no_jitter,147,25429,0.9879664949467144,1.2214794132683158,0.5,156,4967,971,0,1.0
85,independent,exponential_full_jitter,147,25429,0.9931574186951906,1.1997719139565064,0.30000000000000004,160,4286,968,0,1.0
85,independent,budgeted_full_jitter,147,25429,0.9508041999292147,1.0946163828699516,0.2,130,2694,963,1231,1.0
85,independent,no_retry,148,25561,0.8962090685027972,1.0,0.0,114,1798,855,0,1.0
85,independent,immediate_three,148,25561,0.9859942881733892,1.2237392903251048,0.1,200,5144,933,0,1.0
85,independent,exponential_no_jitter,148,25561,0.9885372246782207,1.2184578068150698,0.5,148,4951,926,0,1.0
85,independent,exponential_full_jitter,148,25561,0.9933492429873636,1.1994053440788701,0.30000000000000004,164,4310,957,0,1.0
85,independent,budgeted_full_jitter,148,25561,0.9511364970071593,1.0932279644771332,0.2,130,2745,887,1230,1.0
85,independent,no_retry,149,25491,0.8966694127339061,1.0,0.0,116,1777,857,0,1.0
85,independent,immediate_three,149,25491,0.9861912047389275,1.2255305794201876,0.1,190,5198,903,0,1.0
85,independent,exponential_no_jitter,149,25491,0.9881919108705033,1.2164685575301086,0.5,156,4896,923,0,1.0
85,independent,exponential_full_jitter,149,25491,0.9930171433054804,1.2044250912086618,0.4,165,4419,970,0,1.0
85,independent,budgeted_full_jitter,149,25491,0.9518261347142128,1.0943077949080067,0.2,135,2722,910,1207,1.0
85,independent,no_retry,150,25393,0.8988697672586934,1.0,0.0,124,1726,842,0,1.0
85,independent,immediate_three,150,25393,0.9875950064978537,1.2124601268066002,0.1,221,4824,886,0,1.0
85,independent,exponential_no_jitter,150,25393,0.9899578624030244,1.2082463671090458,0.5,160,4600,943,0,1.0
85,independent,exponential_full_jitter,150,25393,0.9948017170086244,1.188831567754893,0.30000000000000004,189,4015,912,0,1.0
85,independent,budgeted_full_jitter,150,25393,0.9522309297837986,1.0949474264561099,0.2,139,2704,920,1191,1.0
85,independent,no_retry,151,25625,0.899239024390244,1.0,0.0,124,1793,789,0,1.0
85,independent,immediate_three,151,25625,0.9835317073170732,1.2360585365853658,0.1,224,5545,926,0,1.0
85,independent,exponential_no_jitter,151,25625,0.9900097560975609,1.2210341463414633,0.5,164,4971,949,0,1.0
85,independent,exponential_full_jitter,151,25625,0.9922341463414635,1.2049170731707317,0.4,187,4521,929,0,1.0
85,independent,budgeted_full_jitter,151,25625,0.9487219512195122,1.094048780487805,0.2,140,2815,909,1279,1.0
85,independent,no_retry,152,25434,0.9004875363686404,1.0,0.0,122,1683,848,0,1.0
85,independent,immediate_three,152,25434,0.9860423055752143,1.2202170323189432,0.1,230,4998,958,0,1.0
85,independent,exponential_no_jitter,152,25434,0.9891090666037587,1.210859479436974,0.5,159,4694,946,0,1.0
85,independent,exponential_full_jitter,152,25434,0.9930014940630651,1.1998112762443973,0.30000000000000004,187,4281,979,0,1.0
85,independent,budgeted_full_jitter,152,25434,0.9527404262011481,1.0942046080050327,0.2,136,2648,950,1183,1.0
85,independent,no_retry,153,25432,0.8961544510852469,1.0,0.0,116,1799,842,0,1.0
85,independent,immediate_three,153,25432,0.9852154765649576,1.223419314249764,0.1,203,5111,947,0,1.0
85,independent,exponential_no_jitter,153,25432,0.990484429065744,1.2083202264863164,0.5,159,4670,870,0,1.0
85,independent,exponential_full_jitter,153,25432,0.9929616231519346,1.204073608052847,0.4,171,4431,938,0,1.0
85,independent,budgeted_full_jitter,153,25432,0.9525794274929223,1.094683862849953,0.2,129,2746,868,1186,1.0
85,independent,no_retry,154,25709,0.8907386518339881,1.0,0.0,115,1918,891,0,1.0
85,independent,immediate_three,154,25709,0.9847135244466918,1.2391380450425922,0.1,198,5599,942,0,1.0
85,independent,exponential_no_jitter,154,25709,0.9876696876580185,1.2338480687696916,0.5,147,5394,935,0,1.0
85,independent,exponential_full_jitter,154,25709,0.9931930452370765,1.2091096503170096,0.4,168,4593,958,0,1.0
85,independent,budgeted_full_jitter,154,25709,0.9437940021004317,1.0937414913065464,0.2,129,2927,928,1426,1.0
85,independent,no_retry,155,25467,0.8990850905092865,1.0,0.0,116,1730,840,0,1.0
85,independent,immediate_three,155,25467,0.985785526367456,1.2150626300702871,0.1,191,4861,978,0,1.0
85,independent,exponential_no_jitter,155,25467,0.9897907095456866,1.2162406251227078,0.5,163,4812,955,0,1.0
85,independent,exponential_full_jitter,155,25467,0.9925393646680017,1.197903168806691,0.30000000000000004,183,4229,1001,0,1.0
85,independent,budgeted_full_jitter,155,25467,0.9543330584678211,1.0940432716849255,0.2,127,2693,865,1139,1.0
85,independent,no_retry,156,25489,0.9025069637883009,1.0,0.0,116,1667,818,0,1.0
85,independent,immediate_three,156,25489,0.9877201930244419,1.208874416414924,0.1,208,4711,926,0,1.0
85,independent,exponential_no_jitter,156,25489,0.989211032209973,1.2093059751265252,0.5,170,4683,927,0,1.0
85,independent,exponential_full_jitter,156,25489,0.9939974106477304,1.1927890462552473,0.30000000000000004,172,4134,933,0,1.0
85,independent,budgeted_full_jitter,156,25489,0.9551178939934873,1.0929812860449606,0.2,129,2618,896,1117,1.0
85,independent,no_retry,157,25253,0.8999326812655922,1.0,0.0,112,1723,804,0,1.0
85,independent,immediate_three,157,25253,0.9870906426959173,1.2153407515938701,0.1,180,4836,928,0,1.0
85,independent,exponential_no_jitter,157,25253,0.9895061972834911,1.2042925592998852,0.5,158,4587,837,0,1.0
85,independent,exponential_full_jitter,157,25253,0.9936641191145607,1.1932839662614343,0.30000000000000004,166,4093,948,0,1.0
85,independent,budgeted_full_jitter,157,25253,0.9532728784698847,1.0951570110481923,0.2,127,2683,900,1157,1.0
85,independent,no_retry,158,25530,0.8953388170779475,1.0,0.0,121,1809,863,0,1.0
85,independent,immediate_three,158,25530,0.9838621229925578,1.2381511946729338,0.1,209,5531,961,0,1.0
85,independent,exponential_no_jitter,158,25530,0.9884449667058363,1.2166862514688601,0.5,158,4890,937,0,1.0
85,independent,exponential_full_jitter,158,25530,0.9933411672542107,1.1980415197806502,0.4,177,4316,910,0,1.0
85,independent,budgeted_full_jitter,158,25530,0.9514688601645124,1.0940462201331767,0.2,130,2778,862,1218,1.0
85,independent,no_retry,159,25623,0.8987628302696796,1.0,0.0,118,1763,831,0,1.0
85,independent,immediate_three,159,25623,0.9848573547203684,1.2303789564063536,0.1,202,5335,956,0,1.0
85,independent,exponential_no_jitter,159,25623,0.9890723178394412,1.2160168598524763,0.5,154,4865,950,0,1.0
85,independent,exponential_full_jitter,159,25623,0.9935604730125278,1.1999765835382274,0.30000000000000004,181,4361,928,0,1.0
85,independent,budgeted_full_jitter,159,25623,0.9516059790032393,1.0929633532373257,0.2,131,2766,856,1206,1.0
85,independent,no_retry,160,25525,0.8980215475024486,1.0,0.0,120,1787,816,0,1.0
85,independent,immediate_three,160,25525,0.9866013712047013,1.22205680705191,0.1,218,5093,917,0,1.0
85,independent,exponential_no_jitter,160,25525,0.988873653281097,1.2154750244857981,0.5,160,4899,885,0,1.0
85,independent,exponential_full_jitter,160,25525,0.9922428991185113,1.2023898139079334,0.30000000000000004,186,4402,962,0,1.0
85,independent,budgeted_full_jitter,160,25525,0.9502448579823702,1.0939079333986288,0.2,126,2758,909,1256,1.0
85,independent,no_retry,161,25481,0.8985911070994074,1.0,0.0,118,1710,874,0,1.0
85,independent,immediate_three,161,25481,0.9879910521565087,1.2170636945174835,0.1,198,4926,911,0,1.0
85,independent,exponential_no_jitter,161,25481,0.9901102782465366,1.2106275263922137,0.5,143,4698,921,0,1.0
85,independent,exponential_full_jitter,161,25481,0.9939170362230682,1.1899062046230524,0.30000000000000004,163,4096,898,0,1.0
85,independent,budgeted_full_jitter,161,25481,0.9528275970330835,1.0943840508614262,0.2,132,2725,882,1180,1.0
85,independent,no_retry,162,25641,0.8964938964938965,1.0,0.0,116,1798,856,0,1.0
85,independent,immediate_three,162,25641,0.9847899847899848,1.2284232284232284,0.1,201,5306,941,0,1.0
85,independent,exponential_no_jitter,162,25641,0.9897039897039897,1.217152217152217,0.5,148,4836,996,0,1.0
85,independent,exponential_full_jitter,162,25641,0.993057993057993,1.2001872001872003,0.30000000000000004,171,4385,926,0,1.0
85,independent,budgeted_full_jitter,162,25641,0.9490659490659491,1.0935610935610935,0.2,131,2809,896,1280,1.0
85,independent,no_retry,163,25638,0.897495904516733,1.0,0.0,113,1807,821,0,1.0
85,independent,immediate_three,163,25638,0.9846321865980185,1.2241984554177392,0.1,189,5268,874,0,1.0
85,independent,exponential_no_jitter,163,25638,0.9887276698650441,1.2163975349091192,0.5,149,4958,879,0,1.0
85,independent,exponential_full_jitter,163,25638,0.9934472267727592,1.208128559169982,0.4,166,4526,978,0,1.0
85,independent,budgeted_full_jitter,163,25638,0.9464076761057805,1.0932990092830954,0.2,128,2802,964,1343,1.0
85,independent,no_retry,164,25312,0.9028919089759798,1.0,0.0,119,1629,829,0,1.0
85,independent,immediate_three,164,25312,0.986251580278129,1.2095448798988622,0.1,216,4762,890,0,1.0
85,independent,exponential_no_jitter,164,25312,0.989135587863464,1.2104535398230087,0.5,155,4667,935,0,1.0
85,independent,exponential_full_jitter,164,25312,0.9942714917825537,1.1856826801517066,0.30000000000000004,174,3950,895,0,1.0
85,independent,budgeted_full_jitter,164,25312,0.9558312262958281,1.0943030973451326,0.2,131,2590,915,1100,1.0
85,independent,no_retry,165,25557,0.8947450796259342,1.0,0.0,118,1846,844,0,1.0
85,independent,immediate_three,165,25557,0.9842704542786712,1.2345736980083735,0.1,206,5457,940,0,1.0
85,independent,exponential_no_jitter,165,25557,0.9890440975075322,1.2154008686465547,0.5,159,4889,896,0,1.0
85,independent,exponential_full_jitter,165,25557,0.9937394842900183,1.2013929647454709,0.4,180,4437,870,0,1.0
85,independent,budgeted_full_jitter,165,25557,0.9483507453926517,1.0941816332120358,0.2,129,2856,871,1305,1.0
85,independent,no_retry,166,25502,0.8994588659712963,1.0,0.0,118,1731,833,0,1.0
85,independent,immediate_three,166,25502,0.987334326719473,1.216610461924555,0.1,193,4923,924,0,1.0
85,independent,exponential_no_jitter,166,25502,0.9898439338091131,1.209473766763391,0.5,155,4648,953,0,1.0
85,independent,exponential_full_jitter,166,25502,0.9935691318327974,1.1916712414712571,0.30000000000000004,171,4125,927,0,1.0
85,independent,budgeted_full_jitter,166,25502,0.9507881734765901,1.0943847541369305,0.2,132,2707,955,1222,1.0
85,independent,no_retry,167,25589,0.8969479073039196,1.0,0.0,115,1791,846,0,1.0
85,independent,immediate_three,167,25589,0.9853061862519051,1.2257219899175427,0.1,200,5169,983,0,1.0
85,independent,exponential_no_jitter,167,25589,0.988158974559381,1.2195865410918754,0.5,157,5017,905,0,1.0
85,independent,exponential_full_jitter,167,25589,0.993747313298683,1.2004767673609755,0.4,170,4367,923,0,1.0
85,independent,budgeted_full_jitter,167,25589,0.9529094532807065,1.0935558247684551,0.2,130,2763,836,1182,1.0
85,independent,no_retry,168,25333,0.9011960683693206,1.0,0.0,116,1660,843,0,1.0
85,independent,immediate_three,168,25333,0.9873682548454585,1.2132791220937118,0.1,195,4805,918,0,1.0
85,independent,exponential_no_jitter,168,25333,0.9922235818892354,1.202107922472664,0.5,149,4370,947,0,1.0
85,independent,exponential_full_jitter,168,25333,0.994552559902104,1.1888445900603954,0.30000000000000004,168,3964,958,0,1.0
85,independent,budgeted_full_jitter,168,25333,0.9574468085106383,1.094224924012158,0.2,131,2579,886,1055,1.0
85,independent,no_retry,169,25342,0.9010733170231237,1.0,0.0,114,1676,831,0,1.0
85,independent,immediate_three,169,25342,0.9890300686607213,1.2108357667113883,0.1,189,4773,848,0,1.0
85,independent,exponential_no_jitter,169,25342,0.9894641306921317,1.211230368558125,0.5,160,4680,940,0,1.0
85,independent,exponential_full_jitter,169,25342,0.9941598926682977,1.1914213558519453,0.30000000000000004,169,4038,961,0,1.0
85,independent,budgeted_full_jitter,169,25342,0.955331070949412,1.0946255228474469,0.2,124,2644,886,1108,1.0
85,independent,no_retry,170,25708,0.89610238058192,1.0,0.0,113,1801,870,0,1.0
85,independent,immediate_three,170,25708,0.9841294538665007,1.228994865411545,0.1,188,5360,935,0,1.0
85,independent,exponential_no_jitter,170,25708,0.9883693791815777,1.2199315388206007,0.5,158,5035,918,0,1.0
85,independent,exponential_full_jitter,170,25708,0.9931149836626731,1.2030885327524505,0.4,174,4471,927,0,1.0
85,independent,budgeted_full_jitter,170,25708,0.9478761475027229,1.0932005601369224,0.2,131,2823,913,1301,1.0
85,independent,no_retry,171,25610,0.8964076532604451,1.0,0.0,116,1807,846,0,1.0
85,independent,immediate_three,171,25610,0.9853963295587661,1.2192112456071846,0.1,198,5095,893,0,1.0
85,independent,exponential_no_jitter,171,25610,0.9868020304568528,1.228309254197579,0.5,152,5252,933,0,1.0
85,independent,exponential_full_jitter,171,25610,0.9934791097227645,1.1996095275283092,0.4,165,4366,913,0,1.0
85,independent,budgeted_full_jitter,171,25610,0.9504880905896135,1.0937524404529482,0.2,127,2790,879,1248,1.0
85,independent,no_retry,172,25551,0.8985166921059841,1.0,0.0,115,1744,849,0,1.0
85,independent,immediate_three,172,25551,0.9855191577629056,1.222535321513835,0.1,201,5123,933,0,1.0
85,independent,exponential_no_jitter,172,25551,0.9882979139759697,1.2200696645923839,0.5,165,4931,991,0,1.0
85,independent,exponential_full_jitter,172,25551,0.9923290673554851,1.1983484012367422,0.30000000000000004,174,4315,949,0,1.0
85,independent,budgeted_full_jitter,172,25551,0.9530742436695236,1.093499275957888,0.2,127,2701,887,1178,1.0
85,independent,no_retry,173,25402,0.8997716715219274,1.0,0.0,116,1735,811,0,1.0
85,independent,immediate_three,173,25402,0.9851586489252815,1.215888512715534,0.1,207,4917,944,0,1.0
85,independent,exponential_no_jitter,173,25402,0.9899220533816235,1.2032517124635855,0.5,147,4508,911,0,1.0
85,independent,exponential_full_jitter,173,25402,0.9938193843004488,1.1941185733406818,0.30000000000000004,180,4158,930,0,1.0
85,independent,budgeted_full_jitter,173,25402,0.9523659554365798,1.0942839146523895,0.2,126,2652,953,1186,1.0
85,independent,no_retry,174,25498,0.8972860616518943,1.0,0.0,120,1780,839,0,1.0
85,independent,immediate_three,174,25498,0.9846654639579575,1.2242528825790258,0.1,217,5170,939,0,1.0
85,independent,exponential_no_jitter,174,25498,0.9889795278061024,1.2157031924072477,0.5,170,4839,942,0,1.0
85,independent,exponential_full_jitter,174,25498,0.9932935916542474,1.1935838104949408,0.30000000000000004,195,4225,882,0,1.0
85,independent,budgeted_full_jitter,174,25498,0.948937171542866,1.0945172170366304,0.2,129,2752,960,1281,1.0
85,independent,no_retry,175,25663,0.8981802595175934,1.0,0.0,120,1696,917,0,1.0
85,independent,immediate_three,175,25663,0.9861668550052605,1.2227720843237346,0.1,207,5107,965,0,1.0
85,independent,exponential_no_jitter,175,25663,0.9900245489615399,1.209367571990804,0.5,176,4682,947,0,1.0
85,independent,exponential_full_jitter,175,25663,0.9923625452986791,1.1945212952499709,0.30000000000000004,203,4229,959,0,1.0
85,independent,budgeted_full_jitter,175,25663,0.9537076725246464,1.0935588200911819,0.2,129,2676,913,1163,1.0
85,independent,no_retry,176,25391,0.8983891930211493,1.0,0.0,122,1705,875,0,1.0
85,independent,immediate_three,176,25391,0.9860974360994053,1.2076720097672404,0.1,212,4797,829,0,1.0
85,independent,exponential_no_jitter,176,25391,0.9878303335827655,1.2156669686109252,0.5,177,4810,975,0,1.0
85,independent,exponential_full_jitter,176,25391,0.9938954747745264,1.1905005710684888,0.30000000000000004,177,4088,904,0,1.0
85,independent,budgeted_full_jitter,176,25391,0.9528966956795715,1.0946792170454098,0.2,130,2707,893,1179,1.0
85,independent,no_retry,177,25359,0.8986553097519618,1.0,0.0,122,1751,819,0,1.0
85,independent,immediate_three,177,25359,0.9861981939350921,1.2225245474979298,0.1,225,5047,946,0,1.0
85,independent,exponential_no_jitter,177,25359,0.9890374226113017,1.2154659095390197,0.5,147,4829,913,0,1.0
85,independent,exponential_full_jitter,177,25359,0.9938877715998264,1.196774320753973,0.30000000000000004,191,4182,963,0,1.0
85,independent,budgeted_full_jitter,177,25359,0.9523640522102607,1.0950352931897946,0.2,131,2716,902,1179,1.0
85,independent,no_retry,178,25643,0.895917014389892,1.0,0.0,116,1803,866,0,1.0
85,independent,immediate_three,178,25643,0.9851031470576765,1.2226728541902274,0.1,192,5173,919,0,1.0
85,independent,exponential_no_jitter,178,25643,0.9883398978278672,1.2277814608275164,0.5,157,5156,984,0,1.0
85,independent,exponential_full_jitter,178,25643,0.9929415435011504,1.2062161213586553,0.30000000000000004,163,4512,957,0,1.0
85,independent,budgeted_full_jitter,178,25643,0.9503958195218968,1.0936317903521429,0.2,127,2775,898,1238,1.0
85,independent,no_retry,179,25471,0.8976483059165326,1.0,0.0,115,1787,820,0,1.0
85,independent,immediate_three,179,25471,0.9844529072278277,1.224686898826116,0.1,203,5126,993,0,1.0
85,independent,exponential_no_jitter,179,25471,0.987632994385772,1.2215853323387382,0.5,150,5049,910,0,1.0
85,independent,exponential_full_jitter,179,25471,0.9945820737309097,1.1932001099289389,0.30000000000000004,167,4155,904,0,1.0
85,independent,budgeted_full_jitter,179,25471,0.9489223037964745,1.0938322013269994,0.2,135,2733,958,1279,1.0
85,independent,no_retry,180,25555,0.8991195460770887,1.0,0.0,114,1717,861,0,1.0
85,independent,immediate_three,180,25555,0.9864214439444335,1.2254353355507728,0.1,192,5163,945,0,1.0
85,independent,exponential_no_jitter,180,25555,0.9894736842105263,1.2159264331833302,0.5,150,4886,901,0,1.0
85,independent,exponential_full_jitter,180,25555,0.99354333789865,1.1969086284484445,0.30000000000000004,169,4232,965,0,1.0
85,independent,budgeted_full_jitter,180,25555,0.9539816082958326,1.093915085110546,0.2,124,2714,862,1149,1.0
85,independent,no_retry,181,25628,0.8960121741844858,1.0,0.0,117,1784,881,0,1.0
85,independent,immediate_three,181,25628,0.9850163883252693,1.2301779303886373,0.1,197,5330,953,0,1.0
85,independent,exponential_no_jitter,181,25628,0.9868113001404714,1.2318948025597003,0.5,153,5308,973,0,1.0
85,independent,exponential_full_jitter,181,25628,0.9927423130950522,1.2040346496019978,0.30000000000000004,172,4489,926,0,1.0
85,independent,budgeted_full_jitter,181,25628,0.9496644295302014,1.0931403152801624,0.2,135,2764,913,1272,1.0
85,independent,no_retry,182,25415,0.8989179618335629,1.0,0.0,122,1743,826,0,1.0
85,independent,immediate_three,182,25415,0.9828841235490852,1.2346252213259885,0.1,211,5408,990,0,1.0
85,independent,exponential_no_jitter,182,25415,0.9880779067479835,1.2103482195553807,0.5,156,4748,901,0,1.0
85,independent,exponential_full_jitter,182,25415,0.9934684241589612,1.204092071611253,0.4,170,4410,943,0,1.0
85,independent,budgeted_full_jitter,182,25415,0.9525870548888452,1.0943537281133189,0.2,136,2736,867,1175,1.0
85,independent,no_retry,183,25260,0.9031274742676167,1.0,0.0,116,1600,847,0,1.0
85,independent,immediate_three,183,25260,0.9872129849564529,1.207323832145685,0.1,194,4636,924,0,1.0
85,independent,exponential_no_jitter,183,25260,0.9904196357878068,1.1997624703087886,0.5,156,4410,878,0,1.0
