load_per_second,fault_shape,policy,repeat,requests,success_rate,attempt_amplification,p95_latency_seconds,peak_attempts_per_second,overload_failures,fault_failures,retries_denied,bad_tick_fraction
60,independent,exponential_full_jitter,150,17853,0.9997759480199406,1.0569652159300957,0.1,98,338,683,0,1.0
60,independent,budgeted_full_jitter,150,17853,0.9998319610149554,1.0551167870946059,0.1,98,331,656,0,1.0
60,independent,no_retry,151,18103,0.949621609677954,1.0,0.0,88,258,654,0,1.0
60,independent,immediate_three,151,18103,0.9995580842954207,1.0611500856211677,0.1,98,406,709,0,1.0
60,independent,exponential_no_jitter,151,18103,0.9995580842954207,1.0578357178368227,0.5,96,386,669,0,1.0
60,independent,exponential_full_jitter,151,18103,0.9998342816107827,1.056675689112302,0.1,99,383,646,0,1.0
60,independent,budgeted_full_jitter,151,18103,0.9998895210738552,1.058277633541402,0.1,98,363,694,0,1.0
60,independent,no_retry,152,18027,0.9520164198147224,1.0,0.0,97,246,619,0,1.0
60,independent,immediate_three,152,18027,0.99955622122372,1.0563044322405282,0.1,136,390,633,0,1.0
60,independent,exponential_no_jitter,152,18027,0.999833582958895,1.056248959893493,0.5,107,385,632,0,1.0
60,independent,exponential_full_jitter,152,18027,0.99977811061186,1.055583291729073,0.1,125,374,632,0,1.0
60,independent,budgeted_full_jitter,152,18027,0.99944527652965,1.0549176235646531,0.1,119,361,639,7,1.0
60,independent,no_retry,153,17992,0.9539239662072032,1.0,0.0,85,235,594,0,1.0
60,independent,immediate_three,153,17992,0.9998888394842153,1.0555802578923965,0.1,98,345,657,0,1.0
60,independent,exponential_no_jitter,153,17992,0.999722098710538,1.0544686527345486,0.5,91,355,630,0,1.0
60,independent,exponential_full_jitter,153,17992,0.9998332592263228,1.0572476656291685,0.1,99,328,705,0,1.0
60,independent,budgeted_full_jitter,153,17992,0.9998888394842153,1.056636282792352,0.1,92,315,706,0,1.0
60,independent,no_retry,154,18282,0.9524669073405535,1.0,0.0,82,244,625,0,1.0
60,independent,immediate_three,154,18282,0.9997265069467236,1.0607154578273712,0.1,97,385,730,0,1.0
60,independent,exponential_no_jitter,154,18282,0.9998359041680341,1.0582540203478832,0.5,90,370,698,0,1.0
60,independent,exponential_full_jitter,154,18282,0.9998359041680341,1.0580899245159172,0.1,96,363,702,0,1.0
60,independent,budgeted_full_jitter,154,18282,0.9999453013893447,1.0540969259380812,0.1,90,329,661,0,1.0
60,independent,no_retry,155,17985,0.9522935779816514,1.0,0.0,90,221,637,0,1.0
60,independent,immediate_three,155,17985,0.9996107867667501,1.0581595774256325,0.1,104,345,708,0,1.0
60,independent,exponential_no_jitter,155,17985,0.9996663886572144,1.0564915207117043,0.5,94,340,682,0,1.0
60,independent,exponential_full_jitter,155,17985,0.9999443981095357,1.0573255490686684,0.1,102,324,708,0,1.0
60,independent,budgeted_full_jitter,155,17985,0.9998331943286072,1.0569919377258827,0.1,102,329,699,0,1.0
60,independent,no_retry,156,17848,0.954336620349619,1.0,0.0,82,182,633,0,1.0
60,independent,immediate_three,156,17848,0.9998319139399372,1.050649932765576,0.0,95,279,628,0,1.0
60,independent,exponential_no_jitter,156,17848,0.9998879426266248,1.0524988794262662,0.0,91,306,633,0,1.0
60,independent,exponential_full_jitter,156,17848,0.9998319139399372,1.0516024204392649,0.0,91,276,648,0,1.0
60,independent,budgeted_full_jitter,156,17848,0.9997758852532497,1.0503137606454505,0.0,92,264,638,0,1.0
60,independent,no_retry,157,17873,0.9540647904660662,1.0,0.0,80,222,599,0,1.0
60,independent,immediate_three,157,17873,0.9995523974710457,1.056733620544956,0.1,100,351,671,0,1.0
60,independent,exponential_no_jitter,157,17873,0.9999440496838807,1.0574050243383875,0.5,88,351,676,0,1.0
60,independent,exponential_full_jitter,157,17873,0.9998321490516422,1.0534885022100375,0.1,91,308,651,0,1.0
60,independent,budgeted_full_jitter,157,17873,0.9996642981032843,1.0542158563195883,0.1,90,305,670,0,1.0
60,independent,no_retry,158,18207,0.9511726259131104,1.0,0.0,89,274,615,0,1.0
60,independent,immediate_three,158,18207,0.9998352282089307,1.0564068764760806,0.1,106,408,622,0,1.0
60,independent,exponential_no_jitter,158,18207,0.9998901521392871,1.0600867798099631,0.5,99,418,678,0,1.0
60,independent,exponential_full_jitter,158,18207,0.9996704564178612,1.058603833690339,0.1,102,402,671,0,1.0
60,independent,budgeted_full_jitter,158,18207,0.9998901521392871,1.0602515516010325,0.1,101,404,695,0,1.0
60,independent,no_retry,159,18213,0.9539340031845385,1.0,0.0,90,223,616,0,1.0
60,independent,immediate_three,159,18213,0.9997803766540383,1.056772634931093,0.1,109,362,676,0,1.0
60,independent,exponential_no_jitter,159,18213,0.9997803766540383,1.0623181244166255,0.5,99,394,745,0,1.0
60,independent,exponential_full_jitter,159,18213,0.9997254708175479,1.054631307307967,0.1,104,347,653,0,1.0
60,independent,budgeted_full_jitter,159,18213,0.9997254708175479,1.0574315049689782,0.1,103,347,704,3,1.0
60,independent,no_retry,160,17949,0.9505822051367764,1.0,0.0,86,224,663,0,1.0
60,independent,immediate_three,160,17949,0.9996100061284752,1.0560476906791465,0.1,102,366,647,0,1.0
60,independent,exponential_no_jitter,160,17949,0.9997771463591286,1.0542091481419578,0.5,93,330,647,0,1.0
60,independent,exponential_full_jitter,160,17949,0.9997214329489108,1.0547105688339182,0.1,94,334,653,0,1.0
60,independent,budgeted_full_jitter,160,17949,1.0,1.0569391052426318,0.1,93,331,691,0,1.0
60,independent,no_retry,161,17975,0.9532127955493741,1.0,0.0,88,215,626,0,1.0
60,independent,immediate_three,161,17975,0.9995549374130737,1.0565229485396384,0.1,106,358,666,0,1.0
60,independent,exponential_no_jitter,161,17975,0.9997774687065368,1.0568011126564674,0.5,100,359,666,0,1.0
60,independent,exponential_full_jitter,161,17975,0.9998887343532684,1.0540751043115437,0.1,99,325,649,0,1.0
60,independent,budgeted_full_jitter,161,17975,0.9998331015299027,1.0521835883171071,0.0,103,320,621,0,1.0
60,independent,no_retry,162,18038,0.9538197139372436,1.0,0.0,89,219,614,0,1.0
60,independent,immediate_three,162,18038,0.9997782459252689,1.055660272757512,0.1,100,307,701,0,1.0
60,independent,exponential_no_jitter,162,18038,0.9997782459252689,1.0544960638651735,0.5,92,336,651,0,1.0
60,independent,exponential_full_jitter,162,18038,0.9998891229626344,1.053110100898104,0.1,95,305,655,0,1.0
60,independent,budgeted_full_jitter,162,18038,0.9998891229626344,1.052056769043131,0.0,100,300,641,0,1.0
60,independent,no_retry,163,17977,0.9515492017578017,1.0,0.0,91,239,632,0,1.0
60,independent,immediate_three,163,17977,0.9997774934638705,1.0587417255381877,0.1,112,378,682,0,1.0
60,independent,exponential_no_jitter,163,17977,0.9997774934638705,1.056238527006731,0.5,102,368,647,0,1.0
60,independent,exponential_full_jitter,163,17977,0.9997774934638705,1.0565166601768927,0.1,108,334,686,0,1.0
60,independent,budgeted_full_jitter,163,17977,1.0,1.0542359681815654,0.1,111,336,639,0,1.0
60,independent,no_retry,164,17804,0.9533250954841609,1.0,0.0,85,197,634,0,1.0
60,independent,immediate_three,164,17804,0.999494495618962,1.0562794877555606,0.1,106,309,702,0,1.0
60,independent,exponential_no_jitter,164,17804,1.0,1.054706807458998,0.5,94,305,669,0,1.0
60,independent,exponential_full_jitter,164,17804,0.999831498539654,1.0509997753313862,0.0,97,294,617,0,1.0
60,independent,budgeted_full_jitter,164,17804,0.9997191642327566,1.0526847899348462,0.0,97,273,670,0,1.0
60,independent,no_retry,165,17937,0.9518871606177176,1.0,0.0,87,219,644,0,1.0
60,independent,immediate_three,165,17937,0.9995539945364331,1.0573674527512962,0.1,98,365,672,0,1.0
60,independent,exponential_no_jitter,165,17937,0.9996654959023248,1.0593187266544015,0.5,98,331,739,0,1.0
60,independent,exponential_full_jitter,165,17937,0.9998884986341082,1.0569771979706752,0.1,99,332,692,0,1.0
60,independent,budgeted_full_jitter,165,17937,1.0,1.0566984445559457,0.1,97,325,692,0,1.0
60,independent,no_retry,166,18179,0.9479069255734639,1.0,0.0,86,265,682,0,1.0
60,independent,immediate_three,166,18179,0.9996149403157489,1.0596842510589142,0.1,104,415,677,0,1.0
60,independent,exponential_no_jitter,166,18179,0.9996699488420705,1.0615545409538478,0.5,98,429,696,0,1.0
60,independent,exponential_full_jitter,166,18179,0.9998899829473569,1.0581990208482315,0.1,95,381,679,0,1.0
60,independent,budgeted_full_jitter,166,18179,0.9997249573683921,1.0585840805324824,0.1,99,390,680,0,1.0
60,independent,no_retry,167,18038,0.9506597183723251,1.0,0.0,87,250,640,0,1.0
60,independent,immediate_three,167,18038,0.9996119303692206,1.058931145359796,0.1,106,391,679,0,1.0
60,independent,exponential_no_jitter,167,18038,0.9997782459252689,1.0578778135048232,0.5,92,386,662,0,1.0
60,independent,exponential_full_jitter,167,18038,0.9998891229626344,1.0549395720146357,0.1,95,352,641,0,1.0
60,independent,budgeted_full_jitter,167,18038,0.9998891229626344,1.0579332520235059,0.1,99,347,700,0,1.0
60,independent,no_retry,168,18120,0.9518763796909492,1.0,0.0,83,229,643,0,1.0
60,independent,immediate_three,168,18120,0.9998896247240618,1.0588852097130244,0.1,96,358,711,0,1.0
60,independent,exponential_no_jitter,168,18120,0.9996688741721854,1.059823399558499,0.5,98,370,720,0,1.0
60,independent,exponential_full_jitter,168,18120,0.9998896247240618,1.0540286975717439,0.1,97,328,653,0,1.0
60,independent,budgeted_full_jitter,168,18120,0.9997240618101545,1.0513796909492275,0.0,96,325,611,0,1.0
60,independent,no_retry,169,17914,0.9538349893937702,1.0,0.0,89,213,614,0,1.0
60,independent,immediate_three,169,17914,0.9997767109523278,1.0577760410851849,0.1,100,335,704,0,1.0
60,independent,exponential_no_jitter,169,17914,0.999888355476164,1.0550407502512003,0.5,94,332,656,0,1.0
60,independent,exponential_full_jitter,169,17914,0.999888355476164,1.0533102601317406,0.1,109,305,652,0,1.0
60,independent,budgeted_full_jitter,169,17914,0.9997208886904098,1.0534777269174946,0.1,102,320,643,1,1.0
60,independent,no_retry,170,18054,0.9525866843912706,1.0,0.0,86,233,623,0,1.0
60,independent,immediate_three,170,18054,0.9997230530630331,1.0554447767807689,0.1,107,397,609,0,1.0
60,independent,exponential_no_jitter,170,18054,1.0,1.0537277057715742,0.5,93,344,626,0,1.0
60,independent,exponential_full_jitter,170,18054,0.9998338318378198,1.055943281267309,0.1,98,344,669,0,1.0
60,independent,budgeted_full_jitter,170,18054,0.9998892212252133,1.0526753074111,0.0,95,340,613,0,1.0
60,independent,no_retry,171,17871,0.9522690392255609,1.0,0.0,86,216,637,0,1.0
60,independent,immediate_three,171,17871,0.9995523473784343,1.0562363605841867,0.1,101,337,676,0,1.0
60,independent,exponential_no_jitter,171,17871,0.9998321302669129,1.0547255329864025,0.5,94,345,636,0,1.0
60,independent,exponential_full_jitter,171,17871,0.9998880868446086,1.0541659672094454,0.1,98,302,668,0,1.0
60,independent,budgeted_full_jitter,171,17871,0.9997761736892171,1.0546695764087068,0.1,97,297,684,0,1.0
60,independent,no_retry,172,17917,0.952224144667076,1.0,0.0,91,216,640,0,1.0
60,independent,immediate_three,172,17917,0.9996651225093487,1.0575431154769213,0.1,116,347,690,0,1.0
60,independent,exponential_no_jitter,172,17917,0.9998325612546743,1.0555338505330134,0.5,97,340,658,0,1.0
60,independent,exponential_full_jitter,172,17917,0.9997767483395658,1.0549199084668193,0.1,105,315,673,0,1.0
60,independent,budgeted_full_jitter,172,17917,0.9998883741697829,1.0524641402020427,0.0,108,307,635,1,1.0
60,independent,no_retry,173,18008,0.9521879164815638,1.0,0.0,85,241,620,0,1.0
60,independent,immediate_three,173,18008,0.9997223456241671,1.0597512216792537,0.1,100,377,704,0,1.0
60,independent,exponential_no_jitter,173,18008,0.9996112838738338,1.0569191470457575,0.5,92,393,639,0,1.0
60,independent,exponential_full_jitter,173,18008,0.9996668147490004,1.0547534429142604,0.1,107,346,646,0,1.0
60,independent,budgeted_full_jitter,173,18008,0.9998334073745002,1.0526432696579298,0.0,98,317,634,0,1.0
60,independent,no_retry,174,17940,0.953567447045708,1.0,0.0,84,220,613,0,1.0
60,independent,immediate_three,174,17940,0.9998885172798216,1.0561315496098105,0.1,102,322,687,0,1.0
60,independent,exponential_no_jitter,174,17940,0.9998885172798216,1.0536231884057972,0.5,92,331,633,0,1.0
60,independent,exponential_full_jitter,174,17940,0.9998327759197324,1.0567447045707916,0.1,100,319,702,0,1.0
60,independent,budgeted_full_jitter,174,17940,0.9998327759197324,1.0551282051282052,0.1,97,312,680,0,1.0
60,independent,no_retry,175,17747,0.9532315320899307,1.0,0.0,84,197,633,0,1.0
60,independent,immediate_three,175,17747,0.9996619146898067,1.0543190398377191,0.1,104,295,675,0,1.0
60,independent,exponential_no_jitter,175,17747,0.9996619146898067,1.0545444300445146,0.5,90,307,667,0,1.0
60,independent,exponential_full_jitter,175,17747,0.9998873048966023,1.0520651377697638,0.1,98,287,639,0,1.0
60,independent,budgeted_full_jitter,175,17747,0.9998309573449033,1.0527413083901505,0.0,96,285,654,0,1.0
60,independent,no_retry,176,18280,0.9548140043763677,1.0,0.0,89,212,614,0,1.0
60,independent,immediate_three,176,18280,0.999562363238512,1.0578227571115975,0.1,108,365,700,0,1.0
60,independent,exponential_no_jitter,176,18280,0.99972647702407,1.0556345733041574,0.5,101,339,683,0,1.0
60,independent,exponential_full_jitter,176,18280,0.999835886214442,1.0557439824945296,0.1,97,312,710,0,1.0
60,independent,budgeted_full_jitter,176,18280,0.999835886214442,1.0553063457330416,0.1,99,306,708,0,1.0
60,independent,no_retry,177,17908,0.9515300424391333,1.0,0.0,87,237,631,0,1.0
60,independent,immediate_three,177,17908,0.9996091132454769,1.056734420370784,0.1,102,350,673,0,1.0
60,independent,exponential_no_jitter,177,17908,0.9998883180701362,1.055840964931874,0.5,94,346,656,0,1.0
60,independent,exponential_full_jitter,177,17908,0.9998883180701362,1.0546124637033727,0.1,98,339,641,0,1.0
60,independent,budgeted_full_jitter,177,17908,0.9999441590350682,1.0547241456332366,0.1,96,331,650,0,1.0
60,independent,no_retry,178,17911,0.9502540338339568,1.0,0.0,84,230,661,0,1.0
60,independent,immediate_three,178,17911,0.9997208419407069,1.0609681201496288,0.1,100,389,708,0,1.0
60,independent,exponential_no_jitter,178,17911,0.9998325051644241,1.0556082854111999,0.5,90,334,665,0,1.0
60,independent,exponential_full_jitter,178,17911,0.9999441683881414,1.0535425157724303,0.1,100,345,615,0,1.0
60,independent,budgeted_full_jitter,178,17911,1.0,1.0573948969906761,0.1,93,337,691,0,1.0
60,independent,no_retry,179,17991,0.9492524039797676,1.0,0.0,89,273,640,0,1.0
60,independent,immediate_three,179,17991,0.9998888333055417,1.0611416819520871,0.1,108,407,695,0,1.0
60,independent,exponential_no_jitter,179,17991,0.9997776666110834,1.062086598854983,0.5,101,430,691,0,1.0
60,independent,exponential_full_jitter,179,17991,0.9997220832638541,1.0560835973542326,0.1,105,377,637,0,1.0
60,independent,budgeted_full_jitter,179,17991,0.9998888333055417,1.059807681618587,0.1,103,388,690,0,1.0
60,independent,no_retry,180,18075,0.9499861687413554,1.0,0.0,87,254,650,0,1.0
60,independent,immediate_three,180,18075,0.9996680497925311,1.0559336099585062,0.1,95,370,647,0,1.0
60,independent,exponential_no_jitter,180,18075,0.9997233748271093,1.0558229598893498,0.5,92,373,641,0,1.0
60,independent,exponential_full_jitter,180,18075,0.9998340248962656,1.0542185338865837,0.1,96,338,645,0,1.0
60,independent,budgeted_full_jitter,180,18075,0.9998340248962656,1.0586998616874135,0.1,97,352,712,0,1.0
60,independent,no_retry,181,18115,0.9513662710460944,1.0,0.0,89,238,643,0,1.0
60,independent,immediate_three,181,18115,0.9996135799061551,1.0603919403809,0.1,107,381,720,0,1.0
60,independent,exponential_no_jitter,181,18115,0.9996687827767043,1.057134971018493,0.5,95,367,674,0,1.0
60,independent,exponential_full_jitter,181,18115,0.9997791885178029,1.0558101021253106,0.1,98,353,662,0,1.0
60,independent,budgeted_full_jitter,181,18115,0.9999447971294507,1.052387524151256,0.1,99,334,616,0,1.0
60,independent,no_retry,182,17850,0.9533333333333334,1.0,0.0,87,218,615,0,1.0
60,independent,immediate_three,182,17850,0.9995518207282913,1.0585434173669468,0.1,110,369,684,0,1.0
60,independent,exponential_no_jitter,182,17850,0.9998319327731092,1.058655462184874,0.5,97,365,685,0,1.0
60,independent,exponential_full_jitter,182,17850,0.9997198879551821,1.053893557422969,0.1,104,321,646,0,1.0
60,independent,budgeted_full_jitter,182,17850,0.9999439775910364,1.0531652661064426,0.1,100,297,653,0,1.0
60,independent,no_retry,183,17763,0.9512469740471767,1.0,0.0,85,213,653,0,1.0
60,independent,immediate_three,183,17763,0.9996059224230142,1.0525249113325452,0.0,101,315,625,0,1.0
60,independent,exponential_no_jitter,183,17763,0.9998311096098632,1.051624162585149,0.0,93,309,611,0,1.0
60,independent,exponential_full_jitter,183,17763,0.9999437032032877,1.0543264088273376,0.1,97,300,666,0,1.0
60,independent,budgeted_full_jitter,183,17763,0.9998311096098632,1.054213815233913,0.1,98,308,658,0,1.0
60,independent,no_retry,184,18027,0.9540688966550175,1.0,0.0,86,193,635,0,1.0
60,independent,immediate_three,184,18027,0.999833582958895,1.053475342541743,0.1,98,317,650,0,1.0
60,independent,exponential_no_jitter,184,18027,0.99955622122372,1.0515338103955179,0.0,90,297,640,0,1.0
60,independent,exponential_full_jitter,184,18027,0.99977811061186,1.054418372441338,0.1,97,296,689,0,1.0
60,independent,budgeted_full_jitter,184,18027,0.99988905530593,1.0506462528429579,0.0,97,282,633,0,1.0
60,independent,no_retry,185,17856,0.9530129928315412,1.0,0.0,87,211,628,0,1.0
60,independent,immediate_three,185,17856,0.999719982078853,1.0563956093189963,0.1,99,323,689,0,1.0
60,independent,exponential_no_jitter,185,17856,0.9997759856630825,1.0529233870967742,0.0,92,297,652,0,1.0
60,independent,exponential_full_jitter,185,17856,0.9998319892473119,1.0508512544802868,0.0,92,287,624,0,1.0
60,independent,budgeted_full_jitter,185,17856,0.9998879928315412,1.053763440860215,0.1,97,329,633,0,1.0
60,independent,no_retry,186,18139,0.9525332157230277,1.0,0.0,87,237,624,0,1.0
60,independent,immediate_three,186,18139,0.9996140911847401,1.0577760626274877,0.1,108,382,673,0,1.0
60,independent,exponential_no_jitter,186,18139,0.9998346105077457,1.0529797673521142,0.0,95,333,631,0,1.0
60,independent,exponential_full_jitter,186,18139,0.9995589613539887,1.0598709961960417,0.1,101,384,710,0,1.0
60,independent,budgeted_full_jitter,186,18139,1.0,1.0561772975356967,0.1,98,330,689,0,1.0
60,independent,no_retry,187,17944,0.9530205082478823,1.0,0.0,84,193,650,0,1.0
60,independent,immediate_three,187,17944,0.9998885421310745,1.0561747659384753,0.1,95,307,703,0,1.0
60,independent,exponential_no_jitter,187,17944,0.999777084262149,1.0579023629068212,0.5,96,327,716,0,1.0
60,independent,exponential_full_jitter,187,17944,0.9998885421310745,1.050601872492198,0.0,93,286,624,0,1.0
60,independent,budgeted_full_jitter,187,17944,0.9998885421310745,1.0516607222469907,0.0,96,282,647,0,1.0
60,independent,no_retry,188,17995,0.9500416782439567,1.0,0.0,87,238,661,0,1.0
60,independent,immediate_three,188,17995,0.999722145040289,1.0584051125312586,0.1,116,382,674,0,1.0
60,independent,exponential_no_jitter,188,17995,0.999722145040289,1.0584606835232009,0.5,98,378,679,0,1.0
60,independent,exponential_full_jitter,188,17995,0.9997777160322312,1.0564045568213392,0.1,106,351,668,0,1.0
60,independent,budgeted_full_jitter,188,17995,0.9998888580161156,1.0567379827729926,0.1,100,353,670,0,1.0
60,independent,no_retry,189,17946,0.9541959210966232,1.0,0.0,85,200,622,0,1.0
60,independent,immediate_three,189,17946,0.9995542182101861,1.055054051042015,0.1,105,320,676,0,1.0
60,independent,exponential_no_jitter,189,17946,0.9997771091050931,1.053549537501393,0.0,97,320,645,0,1.0
60,independent,exponential_full_jitter,189,17946,0.9998885545525465,1.0533266466064861,0.1,95,295,664,0,1.0
60,independent,budgeted_full_jitter,189,17946,0.9998885545525465,1.0518221330658644,0.0,98,286,646,0,1.0
60,independent,no_retry,190,18170,0.9526692350027518,1.0,0.0,93,228,632,0,1.0
60,independent,immediate_three,190,18170,0.9996147495872317,1.0584479911942763,0.1,111,374,695,0,1.0
60,independent,exponential_no_jitter,190,18170,0.9998899284534948,1.0563015960374242,0.5,105,345,680,0,1.0
60,independent,exponential_full_jitter,190,18170,0.9998899284534948,1.051623555310952,0.0,104,318,622,0,1.0
60,independent,budgeted_full_jitter,190,18170,0.9996697853604843,1.0544303797468355,0.1,108,339,656,4,1.0
60,independent,no_retry,191,18034,0.9493734057890652,1.0,0.0,83,233,680,0,1.0
60,independent,immediate_three,191,18034,0.999833647554619,1.0577797493623156,0.1,100,366,679,0,1.0
60,independent,exponential_no_jitter,191,18034,0.9997781967394921,1.0576133969169348,0.5,92,363,680,0,1.0
60,independent,exponential_full_jitter,191,18034,0.999944549184873,1.0531218808916492,0.0,103,339,620,0,1.0
60,independent,budgeted_full_jitter,191,18034,0.999944549184873,1.053898192303427,0.1,100,312,661,0,1.0
60,independent,no_retry,192,17988,0.9556370913942629,1.0,0.0,87,190,608,0,1.0
60,independent,immediate_three,192,17988,0.9997776295307983,1.057371581054036,0.1,111,337,699,0,1.0
60,independent,exponential_no_jitter,192,17988,0.9997776295307983,1.0506448743606849,0.0,96,297,618,0,1.0
60,independent,exponential_full_jitter,192,17988,0.9997220369134979,1.0544807649544141,0.1,101,289,696,0,1.0
60,independent,budgeted_full_jitter,192,17988,0.9998332221480988,1.0543695797198132,0.1,100,281,700,2,1.0
60,independent,no_retry,193,17948,0.9495208379763762,1.0,0.0,85,232,674,0,1.0
60,independent,immediate_three,193,17948,0.9998328504568754,1.058780922665478,0.1,104,373,685,0,1.0
60,independent,exponential_no_jitter,193,17948,0.9998328504568754,1.0573322932917317,0.5,97,370,662,0,1.0
60,independent,exponential_full_jitter,193,17948,0.999609984399376,1.0541007354579897,0.1,97,341,637,0,1.0
60,independent,budgeted_full_jitter,193,17948,0.9998885669712503,1.0572765767773569,0.1,97,340,690,0,1.0
60,independent,no_retry,194,18213,0.9520122989073738,1.0,0.0,92,264,610,0,1.0
60,independent,immediate_three,194,18213,0.9997803766540383,1.0594081150826333,0.1,103,403,683,0,1.0
60,independent,exponential_no_jitter,194,18213,0.9998901883270191,1.05896886839071,0.5,97,382,694,0,1.0
60,independent,exponential_full_jitter,194,18213,0.9999450941635096,1.0547411189809477,0.1,96,334,664,0,1.0
60,independent,budgeted_full_jitter,194,18213,0.9997254708175479,1.0603415143029704,0.1,102,378,726,0,1.0
60,independent,no_retry,195,18001,0.9488917282373202,1.0,0.0,88,258,662,0,1.0
60,independent,immediate_three,195,18001,0.9996666851841565,1.061163268707294,0.1,117,429,678,0,1.0
60,independent,exponential_no_jitter,195,18001,0.9996666851841565,1.056274651408255,0.5,100,395,624,0,1.0
60,independent,exponential_full_jitter,195,18001,0.9998888950613855,1.0578301205488585,0.1,102,364,679,0,1.0
60,independent,budgeted_full_jitter,195,18001,0.9996666851841565,1.055830231653797,0.1,108,357,654,3,1.0
60,independent,no_retry,196,18017,0.9522673031026253,1.0,0.0,85,253,607,0,1.0
60,independent,immediate_three,196,18017,0.9999444968640728,1.0589998334905921,0.1,111,391,673,0,1.0
60,independent,exponential_no_jitter,196,18017,0.9998334905922185,1.055558639063107,0.5,98,381,623,0,1.0
60,independent,exponential_full_jitter,196,18017,0.9998889937281457,1.0536160293056558,0.1,96,347,621,0,1.0
60,independent,budgeted_full_jitter,196,18017,0.9999444968640728,1.0572792362768497,0.1,93,349,684,0,1.0
60,independent,no_retry,197,17904,0.9541443252904379,1.0,0.0,84,226,595,0,1.0
60,independent,immediate_three,197,17904,0.9997207327971404,1.054233690795353,0.1,102,336,640,0,1.0
60,independent,exponential_no_jitter,197,17904,0.9997765862377123,1.0527256478999107,0.5,91,319,629,0,1.0
60,independent,exponential_full_jitter,197,17904,0.9999441465594281,1.0556300268096515,0.1,93,313,684,0,1.0
60,independent,budgeted_full_jitter,197,17904,0.9996090259159964,1.0552390527256479,0.1,97,320,676,0,1.0
60,independent,no_retry,198,18013,0.9518125798034752,1.0,0.0,91,242,626,0,1.0
60,independent,immediate_three,198,18013,0.9996669072336646,1.0582357186476434,0.1,106,358,697,0,1.0
60,independent,exponential_no_jitter,198,18013,0.9997224226947204,1.056237162049631,0.5,97,361,657,0,1.0
60,independent,exponential_full_jitter,198,18013,0.9999444845389441,1.0542386054516182,0.1,106,328,650,0,1.0
60,independent,budgeted_full_jitter,198,18013,0.9999444845389441,1.0544606672958419,0.1,102,328,654,0,1.0
60,independent,no_retry,199,18058,0.9502159707608816,1.0,0.0,85,271,628,0,1.0
60,independent,immediate_three,199,18058,0.9995016059364271,1.0593088935651789,0.1,107,430,650,0,1.0
60,independent,exponential_no_jitter,199,18058,0.9996123601727767,1.0584782367925574,0.5,94,413,650,0,1.0
60,independent,exponential_full_jitter,199,18058,0.9998338686454757,1.0590873850924798,0.1,97,374,696,0,1.0
60,independent,budgeted_full_jitter,199,18058,0.9998892457636505,1.0585889910289068,0.1,98,387,673,0,1.0
60,correlated,no_retry,0,17912,0.9851496203662349,1.0,0.0,87,196,70,0,0.006
60,correlated,immediate_three,0,17912,0.9977668602054489,1.0200982581509603,0.0,152,293,107,0,0.006
60,correlated,exponential_no_jitter,0,17912,0.9993300580616347,1.0198749441715051,0.0,127,276,92,0,0.006
60,correlated,exponential_full_jitter,0,17912,0.9986042876284056,1.0202099151406878,0.0,145,280,107,0,0.006
60,correlated,budgeted_full_jitter,0,17912,0.9965386333184457,1.0145154086645825,0.0,94,225,97,57,0.006
60,correlated,no_retry,1,17976,0.9551068090787717,1.0,0.0,91,203,604,0,0.045
60,correlated,immediate_three,1,17976,0.9744103248776146,1.0844459279038718,0.0,194,1014,964,0,0.045
60,correlated,exponential_no_jitter,1,17976,0.9861481975967957,1.0794948820649755,0.0,171,824,854,0,0.045
60,correlated,exponential_full_jitter,1,17976,0.9805852247441033,1.0822763684913217,0.0,184,901,927,0,0.045
60,correlated,budgeted_full_jitter,1,17976,0.9675678682688028,1.02369826435247,0.0,99,274,735,565,0.045
60,correlated,no_retry,2,17957,0.9341760873197081,1.0,0.0,92,220,962,0,0.07133333333333333
60,correlated,immediate_three,2,17957,0.9581221807651612,1.1283065099961018,0.0,216,1476,1580,0,0.07133333333333333
60,correlated,exponential_no_jitter,2,17957,0.9724898368324331,1.126914295260901,0.5,202,1309,1464,0,0.07133333333333333
60,correlated,exponential_full_jitter,2,17957,0.9651946316199811,1.12524363757866,0.0,211,1340,1534,0,0.07133333333333333
60,correlated,budgeted_full_jitter,2,17957,0.950381466837445,1.0289023779027677,0.0,98,287,1123,863,0.07133333333333333
60,correlated,no_retry,3,18085,0.9777163395078795,1.0,0.0,86,216,187,0,0.013666666666666667
60,correlated,immediate_three,3,18085,0.9929223113077136,1.036273154547968,0.0,188,502,282,0,0.013666666666666667
60,correlated,exponential_no_jitter,3,18085,0.997954105612386,1.0344484379319878,0.0,161,427,233,0,0.013666666666666667
60,correlated,exponential_full_jitter,3,18085,0.9941387890517003,1.0360519767763339,0.0,176,463,295,0,0.013666666666666667
60,correlated,budgeted_full_jitter,3,18085,0.9902681780481062,1.0176389272878075,0.0,89,259,236,167,0.013666666666666667
60,correlated,no_retry,4,18085,0.9688692286425215,1.0,0.0,86,227,336,0,0.024
60,correlated,immediate_three,4,18085,0.9872822781310479,1.051479126347802,0.0,202,666,495,0,0.024
60,correlated,exponential_no_jitter,4,18085,0.988996405861211,1.0515344207907105,0.0,193,660,471,0,0.024
60,correlated,exponential_full_jitter,4,18085,0.9875587503455903,1.0494885264030964,0.0,206,625,495,0,0.024
