model,pattern,rate,repeat,policy,throughput_rps,drop_rate,p50_ms,p95_ms,p99_ms,slo_attainment,mean_batch_size
no-batch-efficiency-control,poisson,90,26,b8-2ms,88.18,0,12.144914201599022,28.33569169274415,41.469260103593115,0.9178952143343162,1.3425553319919517
no-batch-efficiency-control,poisson,90,26,b8-5ms,88.18,0,15.888651727909746,32.49330372046825,44.562830150694936,0.8693581310954865,1.5190665907797383
no-batch-efficiency-control,poisson,90,26,b16-5ms,88.18,0,15.888651727909746,32.49330372046825,44.562830150694936,0.8693581310954865,1.519499003700541
no-batch-efficiency-control,poisson,90,26,b16-10ms,88.18,0,21.195567238413787,37.45409701963945,48.78905383816527,0.6990247221592197,1.7936827956989247
no-batch-efficiency-control,poisson,90,27,single,92.44,0,8.653457093812904,25.215593782970245,35.44271890530581,0.9472090004327132,1
no-batch-efficiency-control,poisson,90,27,b4-now,92.44,0,8.945574116965872,32.36554704060836,45.412969283686834,0.8944180008654262,1.2361516034985423
no-batch-efficiency-control,poisson,90,27,b4-2ms,92.44,0,13.110789366775862,35.733436726884975,49.19535628374433,0.8645607961921247,1.3804157275231654
no-batch-efficiency-control,poisson,90,27,b8-2ms,92.44,0,13.110789366775862,36.083373015870166,52.29778201494628,0.8641280830809174,1.3845767395126853
no-batch-efficiency-control,poisson,90,27,b8-5ms,92.44,0,16.710036055032106,38.534967697290995,56.148835434927605,0.8130679359584595,1.5654643567168418
no-batch-efficiency-control,poisson,90,27,b16-5ms,92.44,0,16.710036055032106,38.534967697290995,56.148835434927605,0.8130679359584595,1.5654643567168418
no-batch-efficiency-control,poisson,90,27,b16-10ms,92.44,0,22.075808021061675,43.908556715774466,61.56554704060545,0.6505841627001299,1.8294059077331564
no-batch-efficiency-control,poisson,90,28,single,90.8,0,8.329854574014462,23.52120113253477,34.09636558079001,0.9581497797356828,1
no-batch-efficiency-control,poisson,90,28,b4-now,90.8,0,8.477309049863834,30.030243708992202,44.02222428272944,0.9180616740088106,1.2184269662921348
no-batch-efficiency-control,poisson,90,28,b4-2ms,90.8,0,12.739948027709033,31.905886540895153,46.592849009928614,0.8834801762114537,1.3517825978558964
no-batch-efficiency-control,poisson,90,28,b8-2ms,90.8,0,12.739948027709033,32.52583083416539,48.880752894838224,0.8834801762114537,1.3541458541458542
no-batch-efficiency-control,poisson,90,28,b8-5ms,90.8,0,16.19892003783025,36.178526630632405,52.64291226818386,0.8414096916299559,1.5377197958026092
no-batch-efficiency-control,poisson,90,28,b16-5ms,90.8,0,16.19892003783025,36.178526630632405,52.64291226818386,0.8414096916299559,1.5377197958026092
no-batch-efficiency-control,poisson,90,28,b16-10ms,90.8,0,21.291508441765473,41.878899787639966,56.801246210583486,0.6922907488986784,1.7983416252072968
no-batch-efficiency-control,poisson,90,29,single,90.14,0,8.52350586038665,24.234977309475653,33.37482566932158,0.9551808298202795,1
no-batch-efficiency-control,poisson,90,29,b4-now,90.14,0,8.693750642531086,31.448600888128567,42.82954502676148,0.9030397159973375,1.2172934023868498
no-batch-efficiency-control,poisson,90,29,b4-2ms,90.14,0,13.071526320592966,33.44351855593777,44.88465402481597,0.8741956955846462,1.359316067387478
no-batch-efficiency-control,poisson,90,29,b8-2ms,90.14,0,13.07769579433807,34.40807200206473,47.781123273562116,0.8739738185045485,1.362399193548387
no-batch-efficiency-control,poisson,90,29,b8-5ms,90.14,0,16.628304127254523,38.033028584155545,51.44555774359469,0.8287108941646328,1.5481099656357389
no-batch-efficiency-control,poisson,90,29,b16-5ms,90.14,0,16.628304127254523,38.033028584155545,51.44555774359469,0.8287108941646328,1.5481099656357389
no-batch-efficiency-control,poisson,90,29,b16-10ms,90.14,0,22.24298797336087,42.77514221570891,56.362891112166835,0.6492123363656535,1.8159220691971785
no-batch-efficiency-control,poisson,90,30,single,89.14,0,7.946537140178407,20.846822345862165,27.98210695763919,0.9800314112631815,1
no-batch-efficiency-control,poisson,90,30,b4-now,89.14,0,8.067260123614687,25.796258636532002,36.33915138996963,0.9416647969486202,1.206448723690103
no-batch-efficiency-control,poisson,90,30,b4-2ms,89.14,0,12.205413918185513,28.859749878161892,38.338233962571394,0.9147408570787525,1.3392990305741983
no-batch-efficiency-control,poisson,90,30,b8-2ms,89.14,0,12.205413918185513,28.859749878161892,39.84558093980013,0.9149652232443347,1.340631998009455
no-batch-efficiency-control,poisson,90,30,b8-5ms,89.14,0,15.973911472945474,32.305494485393865,43.93364856779954,0.8588736818487772,1.5220338983050847
no-batch-efficiency-control,poisson,90,30,b16-5ms,89.14,0,15.973911472945474,32.305494485393865,43.93364856779954,0.8588736818487772,1.5220338983050847
no-batch-efficiency-control,poisson,90,30,b16-10ms,89.14,0,21.43823173610508,39.19067440656727,50.54511876365359,0.6838680726946377,1.7918190887928167
no-batch-efficiency-control,poisson,90,31,single,89.48,0,7.973340004837155,21.936952300013218,35.50403265218483,0.9680375502905677,1
no-batch-efficiency-control,poisson,90,31,b4-now,89.48,0,8.088166824560176,28.205091920506675,45.34634961066695,0.9304872597228431,1.2188415596123507
no-batch-efficiency-control,poisson,90,31,b4-2ms,89.48,0,12.226691602882056,30.330904998700134,46.19840518219644,0.9016540008940546,1.3412698412698412
no-batch-efficiency-control,poisson,90,31,b8-2ms,89.48,0,12.226691602882056,30.330904998700134,52.76738671563362,0.9018775145283863,1.3446046742913973
no-batch-efficiency-control,poisson,90,31,b8-5ms,89.48,0,15.869140499213245,34.64962988109619,52.93187201321052,0.853822083147072,1.5263900649167372
no-batch-efficiency-control,poisson,90,31,b16-5ms,89.48,0,15.869140499213245,34.64962988109619,52.93187201321052,0.853822083147072,1.5263900649167372
no-batch-efficiency-control,poisson,90,31,b16-10ms,89.48,0,21.443309632362798,39.89199060784449,55.7348908610802,0.6837282074206527,1.8002663115845539
no-batch-efficiency-control,poisson,90,32,single,90.6,0,8.178023709646368,24.130191112839384,33.36742958360628,0.9582781456953643,1
no-batch-efficiency-control,poisson,90,32,b4-now,90.6,0,8.345034379955905,30.821127306458948,43.502619648803375,0.9105960264900662,1.2200180342651037
no-batch-efficiency-control,poisson,90,32,b4-2ms,90.6,0,12.805365870481182,32.52599441287202,45.78580386833346,0.8818984547461368,1.3557114228456915
no-batch-efficiency-control,poisson,90,32,b8-2ms,90.6,0,12.805365870481182,33.74213873175904,49.22241867741832,0.8816777041942605,1.3591160220994476
no-batch-efficiency-control,poisson,90,32,b8-5ms,90.6,0,16.24967970434227,37.34694583356031,50.77915901809865,0.8359823399558499,1.5467276364675622
no-batch-efficiency-control,poisson,90,32,b16-5ms,90.6,0,16.24967970434227,37.34694583356031,50.77915901809865,0.8359823399558499,1.5467276364675622
no-batch-efficiency-control,poisson,90,32,b16-10ms,90.6,0,21.58639117502753,42,56.54952167755255,0.6704194260485651,1.7980066445182725
no-batch-efficiency-control,poisson,90,33,single,93.04,0,8.55588798259123,25.570982206525514,35.778227448652615,0.945829750644884,1
no-batch-efficiency-control,poisson,90,33,b4-now,93.04,0,8.794205360332853,32.76791482443696,45.79175291176216,0.8953138435081686,1.2393831023692445
no-batch-efficiency-control,poisson,90,33,b4-2ms,93.04,0,12.96594550527152,35.36514438725135,46.59278395583169,0.8626397248495271,1.3755891838253536
no-batch-efficiency-control,poisson,90,33,b8-2ms,93.04,0,12.96594550527152,36.310000575638696,50.562591473608336,0.8622098022355976,1.3793532338308458
no-batch-efficiency-control,poisson,90,33,b8-5ms,93.04,0,16.508079522183834,39.08271405299092,54.908014011256455,0.8162080825451419,1.5646162528216705
no-batch-efficiency-control,poisson,90,33,b16-5ms,93.04,0,16.508079522183834,39.08271405299092,54.908014011256455,0.8162080825451419,1.5646162528216705
no-batch-efficiency-control,poisson,90,33,b16-10ms,93.04,0,22.062969965518278,44.68542069600517,62.589664306127816,0.6564918314703353,1.8428049185776005
no-batch-efficiency-control,poisson,90,34,single,91.1,0,8.070295719266142,22.086976107559167,30.54914876890689,0.969264544456641,1
no-batch-efficiency-control,poisson,90,34,b4-now,91.1,0,8.264993258468166,27.815547650017834,38.650552547762345,0.9297475301866082,1.2090382902938557
no-batch-efficiency-control,poisson,90,34,b4-2ms,91.1,0,12.67598512661425,30.477257887530868,42.86039124931267,0.9042810098792535,1.3469742063492063
no-batch-efficiency-control,poisson,90,34,b8-2ms,91.1,0,12.67598512661425,30.719776913630994,44.10438460254227,0.9040614709110867,1.3489816194734228
no-batch-efficiency-control,poisson,90,34,b8-5ms,91.1,0,16.083770824538078,33.906829852596275,46.81970693646872,0.8608122941822174,1.5174629784856104
no-batch-efficiency-control,poisson,90,34,b16-5ms,91.1,0,16.083770824538078,33.906829852596275,46.81970693646872,0.8608122941822174,1.5174629784856104
no-batch-efficiency-control,poisson,90,34,b16-10ms,91.1,0,21.662550253866357,40.00665759723779,53.74752871376404,0.6763995609220637,1.7935931307793924
no-batch-efficiency-control,poisson,90,35,single,87.5,0,7.6786691517263534,21.843096895405324,30.305830551846157,0.9716571428571429,1
no-batch-efficiency-control,poisson,90,35,b4-now,87.5,0,7.784283011678781,27.95414457529114,38.29459187847533,0.9264,1.1977246871444824
no-batch-efficiency-control,poisson,90,35,b4-2ms,87.5,0,12.104744986798323,30.432027934533835,41.83160964960189,0.9026285714285714,1.3296286941146753
no-batch-efficiency-control,poisson,90,35,b8-2ms,87.5,0,12.104744986798323,30.551171492479625,43.75902400511586,0.9021714285714286,1.3313100657561963
no-batch-efficiency-control,poisson,90,35,b8-5ms,87.5,0,15.751359167417831,33.75697691766982,46.75902400511404,0.8500571428571428,1.501854493580599
no-batch-efficiency-control,poisson,90,35,b16-5ms,87.5,0,15.751359167417831,33.75697691766982,46.75902400511404,0.8500571428571428,1.501854493580599
no-batch-efficiency-control,poisson,90,35,b16-10ms,87.5,0,21.2213025128367,38.60060466147115,52.33491086853246,0.696,1.7517470881863562
no-batch-efficiency-control,poisson,90,36,single,88.26,0,8.019796620617853,22.58890382930258,33.72364739466502,0.9657829141173805,1
no-batch-efficiency-control,poisson,90,36,b4-now,88.26,0,8.138812994653563,29.136099474497314,41.90977604196814,0.9218218898708361,1.2034514078110807
no-batch-efficiency-control,poisson,90,36,b4-2ms,88.26,0,12.657502397312783,30.856628181862106,45.166543797269696,0.8959891230455472,1.3441541973116915
no-batch-efficiency-control,poisson,90,36,b8-2ms,88.26,0,12.657502397312783,31.02382987974852,48.77850215844228,0.8959891230455472,1.345860843067547
no-batch-efficiency-control,poisson,90,36,b8-5ms,88.26,0,16.090402911144338,34.85738836704877,50.874914380096016,0.8499886698391117,1.5203671830177854
no-batch-efficiency-control,poisson,90,36,b16-5ms,88.26,0,16.090402911144338,34.85738836704877,50.874914380096016,0.8499886698391117,1.5203671830177854
no-batch-efficiency-control,poisson,90,36,b16-10ms,88.26,0,21.570725478843087,40.879643862717785,56.617469423785224,0.6859279401767505,1.781512605042017
no-batch-efficiency-control,poisson,90,37,single,91.1,0,8.553528395794274,24.798017818524386,36.09860975993797,0.9517014270032931,1
no-batch-efficiency-control,poisson,90,37,b4-now,91.1,0,8.693768609737162,31.225945955688076,45.16771948168753,0.8970362239297476,1.2294117647058824
no-batch-efficiency-control,poisson,90,37,b4-2ms,91.1,0,12.849787829580237,34.15766400886059,48.607637032800994,0.8665203073545554,1.3673880221439356
no-batch-efficiency-control,poisson,90,37,b8-2ms,91.1,0,12.849787829580237,35.56780502748734,50.38312807822513,0.8667398463227223,1.3715295305401312
no-batch-efficiency-control,poisson,90,37,b8-5ms,91.1,0,16.40003856978001,38.484561440851394,55.736996290288516,0.8190998902305159,1.5570200573065902
no-batch-efficiency-control,poisson,90,37,b16-5ms,91.1,0,16.40003856978001,38.484561440851394,56.05290802377567,0.8190998902305159,1.5570200573065902
no-batch-efficiency-control,poisson,90,37,b16-10ms,91.1,0,22.48477550710959,45.24372129179392,63.5436671937714,0.6469813391877058,1.837052062204192
no-batch-efficiency-control,poisson,90,38,single,89.24,0,8.464121662924299,24.071830813561974,33.814786193466716,0.9560735096369342,1
no-batch-efficiency-control,poisson,90,38,b4-now,89.24,0,8.729357361131406,31.002709131513257,45.03076016191335,0.9025100851636038,1.221105527638191
no-batch-efficiency-control,poisson,90,38,b4-2ms,89.24,0,12.820143769269635,33.798683670611354,46.50031330728234,0.8738233975795607,1.3603053435114503
no-batch-efficiency-control,poisson,90,38,b8-2ms,89.24,0,12.820143769269635,34.18263411224325,47.86023314319755,0.8733751680860601,1.3620382165605096
no-batch-efficiency-control,poisson,90,38,b8-5ms,89.24,0,16.442981837266416,37.288934163196245,53.801583840519015,0.8216046615867324,1.5576923076923077
no-batch-efficiency-control,poisson,90,38,b16-5ms,89.24,0,16.442981837266416,37.288934163196245,53.801583840519015,0.8216046615867324,1.5576923076923077
no-batch-efficiency-control,poisson,90,38,b16-10ms,89.24,0,21.866962158328533,43.114670553650285,58.393735387337074,0.655983863738234,1.8079134257693608
no-batch-efficiency-control,poisson,90,39,single,90.32,0,8.334222203397076,23.182252033555415,34.9226946490453,0.9639061116031886,1
no-batch-efficiency-control,poisson,90,39,b4-now,90.32,0,8.487865682582196,29.117278573416115,43.26095258474379,0.920726306465899,1.2131256952169076
no-batch-efficiency-control,poisson,90,39,b4-2ms,90.32,0,12.785147044494806,31.76842105308424,47.25673518739495,0.8848538529672276,1.3571428571428572
no-batch-efficiency-control,poisson,90,39,b8-2ms,90.32,0,12.785147044494806,32.62011195359082,49.722694649019104,0.8850752878653676,1.3605289421157685
no-batch-efficiency-control,poisson,90,39,b8-5ms,90.32,0,16.458540900042863,36.43684691521048,53.626515218889836,0.8412311780336581,1.5434474950467025
no-batch-efficiency-control,poisson,90,39,b16-5ms,90.32,0,16.458540900042863,36.43684691521048,53.626515218889836,0.8412311780336581,1.5434474950467025
no-batch-efficiency-control,poisson,90,39,b16-10ms,90.32,0,21.730413475881505,42.34723602575832,60.619568652502494,0.6747121346324181,1.8086235489220563
no-batch-efficiency-control,poisson,90,40,single,88.78,0,7.909383222906399,23.4338167001697,32.743764483537234,0.9617030862806939,1
no-batch-efficiency-control,poisson,90,40,b4-now,88.78,0,8.071373049831891,30.215498514960927,41.95649268654961,0.9164226177066906,1.2105143893043282
no-batch-efficiency-control,poisson,90,40,b4-2ms,88.78,0,12.128022331482498,31.738623867389833,43.49215602067852,0.8902906059923407,1.3344991256557581
no-batch-efficiency-control,poisson,90,40,b8-2ms,88.78,0,12.128022331482498,32.33860741888566,46.513823551646055,0.8907411579184501,1.3378412221387428
no-batch-efficiency-control,poisson,90,40,b8-5ms,88.78,0,15.85134746919357,36.90045418892623,51.03276277521218,0.8405046181572426,1.5202048947068867
no-batch-efficiency-control,poisson,90,40,b16-5ms,88.78,0,15.85134746919357,36.90045418892623,51.03276277521218,0.8405046181572426,1.5202048947068867
no-batch-efficiency-control,poisson,90,40,b16-10ms,88.78,0,21.30937684905075,43.520179558770906,56.454350311369126,0.6886686190583464,1.797442799461642
no-batch-efficiency-control,poisson,90,41,single,91.52,0,8.13459774133662,25.366772541565297,36.579301422698336,0.9477709790209791,1
no-batch-efficiency-control,poisson,90,41,b4-now,91.52,0,8.29415596707986,31.828552098853834,47.035883808906874,0.9027534965034965,1.217207647843486
no-batch-efficiency-control,poisson,90,41,b4-2ms,91.52,0,12.288545918338059,34.5046263702352,48.64478168283313,0.8732517482517482,1.3452088452088453
no-batch-efficiency-control,poisson,90,41,b8-2ms,91.52,0,12.288545918338059,35.43443449245751,55.82146380832273,0.8732517482517482,1.3491867915229176
no-batch-efficiency-control,poisson,90,41,b8-5ms,91.52,0,15.989567746459215,38.7881043679954,57.81042638613144,0.8288898601398601,1.5366264383946113
no-batch-efficiency-control,poisson,90,41,b16-5ms,91.52,0,15.989567746459215,38.7881043679954,57.81042638613144,0.8288898601398601,1.5366264383946113
no-batch-efficiency-control,poisson,90,41,b16-10ms,91.52,0,21.96376597214112,44.64986713670078,66.10353229756583,0.6700174825174825,1.818936877076412
no-batch-efficiency-control,poisson,90,42,single,90.16,0.00022177866489243733,8.632728767413937,23.58565248951345,38.80994893366733,0.9596273291925466,1
no-batch-efficiency-control,poisson,90,42,b4-now,90.18,0,8.794261063892918,30.037407046933367,51.52932830169448,0.9092925260589931,1.225528049057461
no-batch-efficiency-control,poisson,90,42,b4-2ms,90.18,0,12.9685042567653,32.16038934435346,53.52932830169448,0.8833444222665779,1.365039210726031
no-batch-efficiency-control,poisson,90,42,b8-2ms,90.18,0,12.9685042567653,32.62581552695701,59.75844168155163,0.8829008649367931,1.367807351077313
no-batch-efficiency-control,poisson,90,42,b8-5ms,90.18,0,16.696994634075963,37,64.82795463534421,0.8345531159902417,1.554147465437788
no-batch-efficiency-control,poisson,90,42,b16-5ms,90.18,0,16.696994634075963,37,64.77414535543357,0.8345531159902417,1.5545952175165658
no-batch-efficiency-control,poisson,90,42,b16-10ms,90.18,0,22.011466343279608,42,68.23259530946962,0.6593479707252162,1.8254397834912044
no-batch-efficiency-control,poisson,90,43,single,91.68,0,8.65825716900872,21.746187428005214,30.482138034085438,0.9729493891797557,1
no-batch-efficiency-control,poisson,90,43,b4-now,91.68,0,8.929212766684941,27.543409662597696,38.220129578665365,0.9273560209424084,1.2169642857142857
no-batch-efficiency-control,poisson,90,43,b4-2ms,91.68,0,12.959708643800695,30.072634384232515,42.36516151046999,0.8948516579406631,1.3579078455790785
no-batch-efficiency-control,poisson,90,43,b8-2ms,91.68,0,12.959708643800695,30.28676649836416,43.326063113512646,0.8950698080279232,1.3589232303090728
no-batch-efficiency-control,poisson,90,43,b8-5ms,91.68,0,16.453548416982812,34.44583324414998,46.090554770620656,0.8457678883071553,1.5405481774512575
no-batch-efficiency-control,poisson,90,43,b16-5ms,91.68,0,16.453548416982812,34.44583324414998,46.090554770620656,0.8457678883071553,1.5405481774512575
no-batch-efficiency-control,poisson,90,43,b16-10ms,91.68,0,22.19695015612524,39.82236638210452,51.618128963269555,0.6653577661431065,1.8400269996625043
no-batch-efficiency-control,poisson,90,44,single,90.58,0,8.476472902842943,23.243874259766017,34.50454432192055,0.9606977257672775,1
no-batch-efficiency-control,poisson,90,44,b4-now,90.58,0,8.718776188798074,29.9240453665916,44.34798239422889,0.9158754691984986,1.2313031795790417
no-batch-efficiency-control,poisson,90,44,b4-2ms,90.58,0,12.78276931464643,31.711323456591344,45.82224516879069,0.8845219695296975,1.3587842846553002
no-batch-efficiency-control,poisson,90,44,b8-2ms,90.58,0,12.78276931464643,32.6250906744026,49.595029033553146,0.8845219695296975,1.362825278810409
no-batch-efficiency-control,poisson,90,44,b8-5ms,90.58,0,16.580654755656724,36.552679842556245,53.15991444176689,0.8315301391035549,1.5591153955202721
no-batch-efficiency-control,poisson,90,44,b16-5ms,90.58,0,16.580654755656724,36.552679842556245,53.68435397073699,0.8315301391035549,1.5591153955202721
no-batch-efficiency-control,poisson,90,44,b16-10ms,90.58,0,21.921196419054468,42.788394390976464,60.18004742486664,0.6597482888054759,1.825091271158314
no-batch-efficiency-control,poisson,90,45,single,87.58,0,8.201744167530705,24.483959201912512,35.32415679971018,0.955012559945193,1
no-batch-efficiency-control,poisson,90,45,b4-now,87.58,0,8.30744366478757,30.933652626357798,45.13214619838982,0.9095683946106417,1.2233009708737863
no-batch-efficiency-control,poisson,90,45,b4-2ms,87.58,0,12.743382656371978,33.67698239431775,48.54830627318006,0.8805663393468829,1.363917525773196
no-batch-efficiency-control,poisson,90,45,b8-2ms,87.58,0,12.743382656371978,34.94825504923574,51.17140519776876,0.8807947019867549,1.3685027152831652
no-batch-efficiency-control,poisson,90,45,b8-5ms,87.58,0,16.392819212414906,37.67338155424659,53.751635711596464,0.8250742178579584,1.5496339677891655
no-batch-efficiency-control,poisson,90,45,b16-5ms,87.58,0,16.392819212414906,37.67338155424659,53.751635711596464,0.8250742178579584,1.5496339677891655
no-batch-efficiency-control,poisson,90,45,b16-10ms,87.58,0,22.047831984782533,44.2928409064516,63.66267128485197,0.6748116008221055,1.822314049586777
no-batch-efficiency-control,poisson,90,46,single,90.26,0,8.609006526839948,26.605640743957338,41.99732830176799,0.9381785951695103,1
no-batch-efficiency-control,poisson,90,46,b4-now,90.26,0,8.901361815311247,34.08873454200511,52.69260848584236,0.884555727897186,1.2416091954022987
no-batch-efficiency-control,poisson,90,46,b4-2ms,90.26,0,13.209856799447152,36.87811017667627,55.511543772223376,0.8555284732993574,1.3820368474923235
no-batch-efficiency-control,poisson,90,46,b8-2ms,90.26,0,13.209856799447152,37.45525662606451,61.42317241739693,0.8555284732993574,1.3880750449755848
no-batch-efficiency-control,poisson,90,46,b8-5ms,90.26,0,16.834996807669086,42.04096352795386,65.42187300794467,0.8070019942388655,1.5682346109175378
no-batch-efficiency-control,poisson,90,46,b16-5ms,90.26,0,16.834996807669086,42.04096352795386,66.48589730195818,0.8070019942388655,1.5682346109175378
no-batch-efficiency-control,poisson,90,46,b16-10ms,90.26,0,22.438260593546147,47.0043320675486,72.85988589351473,0.6445823177487259,1.8439740525776716
no-batch-efficiency-control,poisson,90,47,single,91.72,0,8.406779725613887,24.48605135686921,35.982914014974085,0.9533362407326647,1
no-batch-efficiency-control,poisson,90,47,b4-now,91.72,0,8.688943216911866,30.98548449279042,46.071099520069765,0.90165721761884,1.2275179856115108
no-batch-efficiency-control,poisson,90,47,b4-2ms,91.72,0,12.786986313927628,33.878649788179246,49.27540736449009,0.8689489751417357,1.3592233009708738
no-batch-efficiency-control,poisson,90,47,b8-2ms,91.72,0,12.786986313927628,34.892728159727994,53.00639099548425,0.8698211949411252,1.3619356447992017
no-batch-efficiency-control,poisson,90,47,b8-5ms,91.72,0,16.449459829913394,38.20939029254805,56.174598325458646,0.8301351940689053,1.5511363636363635
no-batch-efficiency-control,poisson,90,47,b16-5ms,91.72,0,16.449459829913394,38.20939029254805,56.174598325458646,0.8301351940689053,1.5511363636363635
no-batch-efficiency-control,poisson,90,47,b16-10ms,91.72,0,22.027925613358093,45.15393843351194,62.949345263434225,0.6552551242913214,1.8273092369477912
no-batch-efficiency-control,poisson,90,48,single,90.76,0,8.191599195670278,23.675277141359402,32.74642665196734,0.9592331423534597,1
no-batch-efficiency-control,poisson,90,48,b4-now,90.76,0,8.335937513082172,30.193395427966607,42.85755838384648,0.9089907448215073,1.2106084243369735
no-batch-efficiency-control,poisson,90,48,b4-2ms,90.76,0,12.699339291080832,32.51621695415815,45.077409044291926,0.8849713530189511,1.3552894211576847
no-batch-efficiency-control,poisson,90,48,b8-2ms,90.76,0,12.699339291080832,33.56255896816583,47.83491380585474,0.884530630233583,1.358679339669835
no-batch-efficiency-control,poisson,90,48,b8-5ms,90.76,0,16.233910560287768,37.33757585127387,51.11878890449225,0.8389158219479947,1.5318668922729837
no-batch-efficiency-control,poisson,90,48,b16-5ms,90.76,0,16.233910560287768,37.33757585127387,51.11878890449225,0.8389158219479947,1.5318668922729837
no-batch-efficiency-control,poisson,90,48,b16-10ms,90.76,0,21.93479908856898,42.43895380416507,56.45749215743126,0.6663728514764213,1.8136894824707845
no-batch-efficiency-control,poisson,90,49,single,88.5,0,8.108385750478192,21.986210346340158,30.500286926448098,0.9724293785310735,1
no-batch-efficiency-control,poisson,90,49,b4-now,88.5,0,8.188229613107978,28.324892166725476,38.3962486280725,0.9251977401129944,1.2046956918167313
no-batch-efficiency-control,poisson,90,49,b4-2ms,88.5,0,12.365272983810428,30.838043919335178,40.925083014546544,0.8983050847457628,1.3389916392196606
no-batch-efficiency-control,poisson,90,49,b8-2ms,88.5,0,12.365272983810428,30.986734004611208,42.99818605620385,0.8983050847457628,1.3406900050735666
no-batch-efficiency-control,poisson,90,49,b8-5ms,88.5,0,16.128565400311345,34.80846270740949,47.67718105107633,0.8528813559322034,1.5252525252525253
no-batch-efficiency-control,poisson,90,49,b16-5ms,88.5,0,16.128565400311345,34.80846270740949,47.67718105107633,0.8528813559322034,1.5252525252525253
no-batch-efficiency-control,poisson,90,49,b16-10ms,88.5,0,21.59751645252618,40.814513465056734,53.67944966350478,0.6818079096045198,1.8080738966814915
no-batch-efficiency-control,poisson,90,50,single,91.56,0,8.65906913929939,24.412663375227567,35.97519658155579,0.95478374836173,1
no-batch-efficiency-control,poisson,90,50,b4-now,91.56,0,8.819975020996935,30.292860724679485,44.63208271102667,0.9110965487112276,1.2249328558639212
no-batch-efficiency-control,poisson,90,50,b4-2ms,91.56,0,13.203154270508094,32.61303948506247,48.30054284158541,0.8711227610310179,1.3734002509410288
no-batch-efficiency-control,poisson,90,50,b8-2ms,91.56,0,13.203154270508094,34.01201649981522,50.18767519272296,0.8711227610310179,1.3754712239256095
no-batch-efficiency-control,poisson,90,50,b8-5ms,91.56,0,16.660579363904617,37.236981864029076,55.67888160813891,0.8204456094364351,1.5601482326111744
no-batch-efficiency-control,poisson,90,50,b16-5ms,91.56,0,16.660579363904617,37.236981864029076,55.67888160813891,0.8204456094364351,1.5601482326111744
no-batch-efficiency-control,poisson,90,50,b16-10ms,91.56,0,22.186856510990765,42.55157009325012,57.643185999455454,0.6511577107907384,1.8365771812080538
no-batch-efficiency-control,poisson,90,51,single,87.42,0,7.947254207545484,22.897119794513856,32.74156654384569,0.9643102264927934,1
no-batch-efficiency-control,poisson,90,51,b4-now,87.42,0,8.066798996078433,29.237611434367864,41.48713660167414,0.9190116678105696,1.2088899124827268
no-batch-efficiency-control,poisson,90,51,b4-2ms,87.42,0,12.388870043105271,31.5611229137794,44.10571981702378,0.8933882406771906,1.3503987651144842
no-batch-efficiency-control,poisson,90,51,b8-2ms,87.42,0,12.388870043105271,32.33379118749872,46.24263970273387,0.8931594600777853,1.352486472558619
no-batch-efficiency-control,poisson,90,51,b8-5ms,87.42,0,15.987967417659092,36.10424053895258,50.10386862454834,0.8455730954015099,1.522773426167682
no-batch-efficiency-control,poisson,90,51,b16-5ms,87.42,0,15.987967417659092,36.10424053895258,50.10386862454834,0.8455730954015099,1.522773426167682
no-batch-efficiency-control,poisson,90,51,b16-10ms,87.42,0,22.018524274015363,42.50980414178048,58.192465797110344,0.6609471516815374,1.8000685871056241
no-batch-efficiency-control,poisson,90,52,single,88.58,0,7.754860370827373,22.443513076621457,31.22819929697289,0.9690675095958455,1
no-batch-efficiency-control,poisson,90,52,b4-now,88.58,0,7.794529479762787,28.869138077117896,40.688219656134606,0.9239105892978099,1.1997291807718349
no-batch-efficiency-control,poisson,90,52,b4-2ms,88.58,0,11.862290900629887,31.259777124570974,41.69675714656114,0.8990742831338903,1.3316633266533067
no-batch-efficiency-control,poisson,90,52,b8-2ms,88.58,0,11.862290900629887,31.33705258180271,45.10211672447622,0.8990742831338903,1.3346723575194577
no-batch-efficiency-control,poisson,90,52,b8-5ms,88.58,0,15.752930898066552,34.711276328707754,49.172082034958294,0.8579814856626778,1.5132365499573015
no-batch-efficiency-control,poisson,90,52,b16-5ms,88.58,0,15.752930898066552,34.711276328707754,49.172082034958294,0.8579814856626778,1.5132365499573015
no-batch-efficiency-control,poisson,90,52,b16-10ms,88.58,0,21.359146465831145,40.94472558443886,54.87871366694162,0.6841273425152404,1.7666999002991026
no-batch-efficiency-control,poisson,90,53,single,90.9,0,8.316127358913945,22.845455185735773,32.22683677787427,0.9632563256325632,1
no-batch-efficiency-control,poisson,90,53,b4-now,90.9,0,8.522423582158808,29.702206938523886,42.47258205327671,0.921012101210121,1.2269094138543517
no-batch-efficiency-control,poisson,90,53,b4-2ms,90.9,0,12.427108022806351,31.26012170267859,43.67776738277462,0.8902090209020902,1.3604135893648448
no-batch-efficiency-control,poisson,90,53,b8-2ms,90.9,0,12.431058590962493,31.67721528083166,45.87557178163479,0.8908690869086908,1.3630981746423285
no-batch-efficiency-control,poisson,90,53,b8-5ms,90.9,0,16.15684300234716,35.85800578803901,49.20406181953149,0.8356435643564356,1.544438233650084
