repeat,condition,endpoint,deadline,successRate,completedOnlyP95,deadlineAwareP95,latentP95,restrictedMean,timeoutRate
17,main,fast_spiky,2,0.9416,1.2534353251500903,2,9.225977720630187,0.983190135089531,0.05840000000000001
17,no_tail_control,fast_spiky,2,1,1.2519053501303867,1.2519053501303867,1.2519053501303867,0.9195635440517074,0
17,main,steady,4,1,2.4170254044957424,2.4170254044957424,2.4170254044957424,1.6538811173852046,0
17,main,fast_spiky,4,0.9416,1.2534353251500903,4,9.225977720630187,1.0999901350895294,0.05840000000000001
17,no_tail_control,fast_spiky,4,1,1.2519053501303867,1.2519053501303867,1.2519053501303867,0.9195635440517074,0
17,main,steady,8,1,2.4170254044957424,2.4170254044957424,2.4170254044957424,1.6538811173852046,0
17,main,fast_spiky,8,0.9442,1.2578921913043386,8,9.225977720630187,1.3312707043726524,0.05579999999999996
17,no_tail_control,fast_spiky,8,1,1.2519053501303867,1.2519053501303867,1.2519053501303867,0.9195635440517074,0
17,main,steady,16,1,2.4170254044957424,2.4170254044957424,2.4170254044957424,1.6538811173852046,0
17,main,fast_spiky,16,0.995,8.347680383777416,9.225977720630187,9.225977720630187,1.573362589563103,0.0050000000000000044
17,no_tail_control,fast_spiky,16,1,1.2519053501303867,1.2519053501303867,1.2519053501303867,0.9195635440517074,0
18,main,steady,2,0.8272,1.9294428093317422,2,2.3881790157577623,1.5848289229470978,0.17279999999999995
18,main,fast_spiky,2,0.9384,1.2391806522716247,2,9.51054316773849,0.9788702995110558,0.06159999999999999
18,no_tail_control,fast_spiky,2,1,1.239938159373382,1.239938159373382,1.239938159373382,0.9121795307695553,0
18,main,steady,4,1,2.3881790157577623,2.3881790157577623,2.3881790157577623,1.637151920682193,0
18,main,fast_spiky,4,0.9384,1.2391806522716247,4,9.51054316773849,1.1020702995110585,0.06159999999999999
18,no_tail_control,fast_spiky,4,1,1.239938159373382,1.239938159373382,1.239938159373382,0.9121795307695553,0
18,main,steady,8,1,2.3881790157577623,2.3881790157577623,2.3881790157577623,1.637151920682193,0
18,main,fast_spiky,8,0.9422,1.2492936584674315,8,9.51054316773849,1.3458623524621973,0.05779999999999996
18,no_tail_control,fast_spiky,8,1,1.239938159373382,1.239938159373382,1.239938159373382,0.9121795307695553,0
18,main,steady,16,1,2.3881790157577623,2.3881790157577623,2.3881790157577623,1.637151920682193,0
18,main,fast_spiky,16,0.9936,8.307040396225112,9.51054316773849,9.51054316773849,1.5957587862910627,0.006399999999999961
18,no_tail_control,fast_spiky,16,1,1.239938159373382,1.239938159373382,1.239938159373382,0.9121795307695553,0
19,main,steady,2,0.813,1.9286917445452942,2,2.403554771516485,1.5915396644320285,0.18700000000000006
19,main,fast_spiky,2,0.9404,1.2451020173137128,2,9.044831383101322,0.981289087233447,0.059599999999999986
19,no_tail_control,fast_spiky,2,0.9998,1.2463205094748122,1.2463205094748122,1.2463205094748122,0.9169513103622124,0.00019999999999997797
19,main,steady,4,0.9998,2.403554771516485,2.403554771516485,2.403554771516485,1.6479357011739342,0.00019999999999997797
19,main,fast_spiky,4,0.9406,1.2463205094748122,4,9.044831383101322,1.1001150910892734,0.05940000000000001
19,no_tail_control,fast_spiky,4,1,1.2463205094748122,1.2463205094748122,1.2463205094748122,0.9169773142180395,0
19,main,steady,8,1,2.403554771516485,2.403554771516485,2.403554771516485,1.6480750486210662,0
19,main,fast_spiky,8,0.944,1.2547665100564305,8,9.044831383101322,1.3350275085909091,0.05600000000000005
19,no_tail_control,fast_spiky,8,1,1.2463205094748122,1.2463205094748122,1.2463205094748122,0.9169773142180395,0
19,main,steady,16,1,2.403554771516485,2.403554771516485,2.403554771516485,1.6480750486210662,0
19,main,fast_spiky,16,0.9926,7.745158350948502,9.044831383101322,9.044831383101322,1.574447236092662,0.007399999999999962
19,no_tail_control,fast_spiky,16,1,1.2463205094748122,1.2463205094748122,1.2463205094748122,0.9169773142180395,0
20,main,steady,2,0.8112,1.9351398838051992,2,2.418960112595174,1.5961037257043873,0.18879999999999997
20,main,fast_spiky,2,0.9384,1.249710897421393,2,9.375367168189168,0.9861711392065962,0.06159999999999999
20,no_tail_control,fast_spiky,2,0.9998,1.2527069561386457,1.2527069561386457,1.2527069561386457,0.9207444056432587,0.00019999999999997797
20,main,steady,4,0.9998,2.418960112595174,2.418960112595174,2.418960112595174,1.656500662507098,0.00019999999999997797
20,main,fast_spiky,4,0.9386,1.2506057165695832,4,9.375367168189168,1.108988966575628,0.06140000000000001
20,no_tail_control,fast_spiky,4,1,1.2527069561386457,1.2527069561386457,1.2527069561386457,0.9207622330122913,0
20,main,steady,8,1,2.418960112595174,2.418960112595174,2.418960112595174,1.6566175276290855,0
20,main,fast_spiky,8,0.9418,1.2614264468442649,8,9.375367168189168,1.3524331969247234,0.05820000000000003
20,no_tail_control,fast_spiky,8,1,1.2527069561386457,1.2527069561386457,1.2527069561386457,0.9207622330122913,0
20,main,steady,16,1,2.418960112595174,2.418960112595174,2.418960112595174,1.6566175276290855,0
20,main,fast_spiky,16,0.9922,8.11121396652917,9.375367168189168,9.375367168189168,1.6048768292317455,0.007800000000000029
20,no_tail_control,fast_spiky,16,1,1.2527069561386457,1.2527069561386457,1.2527069561386457,0.9207622330122913,0
