repeat,condition,endpoint,deadline,successRate,completedOnlyP95,deadlineAwareP95,latentP95,restrictedMean,timeoutRate
55,main,fast_spiky,2,0.9372,1.246999180576241,2,9.909516497487088,0.9836950182425706,0.06279999999999997
55,no_tail_control,fast_spiky,2,1,1.2474803508832304,1.2474803508832304,1.2474803508832304,0.9164018139798081,0
55,main,steady,4,1,2.406351069241739,2.406351069241739,2.406351069241739,1.6467951490795603,0
55,main,fast_spiky,4,0.9372,1.246999180576241,4,9.909516497487088,1.1092950182425707,0.06279999999999997
55,no_tail_control,fast_spiky,4,1,1.2474803508832304,1.2474803508832304,1.2474803508832304,0.9164018139798081,0
55,main,steady,8,1,2.406351069241739,2.406351069241739,2.406351069241739,1.6467951490795603,0
55,main,fast_spiky,8,0.9402,1.2545497797917111,8,9.909516497487088,1.3576431731514733,0.059799999999999964
55,no_tail_control,fast_spiky,8,1,1.2474803508832304,1.2474803508832304,1.2474803508832304,0.9164018139798081,0
55,main,steady,16,1,2.406351069241739,2.406351069241739,2.406351069241739,1.6467951490795603,0
55,main,fast_spiky,16,0.9922,8.50421933258667,9.909516497487088,9.909516497487088,1.6211748218122763,0.007800000000000029
55,no_tail_control,fast_spiky,16,1,1.2474803508832304,1.2474803508832304,1.2474803508832304,0.9164018139798081,0
56,main,steady,2,0.8066,1.9228713378406528,2,2.4545264031424563,1.5949791666937858,0.19340000000000002
56,main,fast_spiky,2,0.938,1.270456172096322,2,9.718802141537195,0.9888964394340057,0.062000000000000055
56,no_tail_control,fast_spiky,2,1,1.267420390390289,1.267420390390289,1.267420390390289,0.9212622352967854,0
56,main,steady,4,0.9998,2.4545264031424563,2.4545264031424563,2.4545264031424563,1.6581053823664413,0.00019999999999997797
56,main,fast_spiky,4,0.938,1.270456172096322,4,9.718802141537195,1.1128964394340075,0.062000000000000055
56,no_tail_control,fast_spiky,4,1,1.267420390390289,1.267420390390289,1.267420390390289,0.9212622352967854,0
56,main,steady,8,1,2.4545264031424563,2.4545264031424563,2.4545264031424563,1.658161672901826,0
56,main,fast_spiky,8,0.9424,1.2790654190422985,8,9.718802141537195,1.3581057046263805,0.057599999999999985
56,no_tail_control,fast_spiky,8,1,1.267420390390289,1.267420390390289,1.267420390390289,0.9212622352967854,0
56,main,steady,16,1,2.4545264031424563,2.4545264031424563,2.4545264031424563,1.658161672901826,0
56,main,fast_spiky,16,0.9922,8.041141076444122,9.718802141537195,9.718802141537195,1.6150617428972047,0.007800000000000029
56,no_tail_control,fast_spiky,16,1,1.267420390390289,1.267420390390289,1.267420390390289,0.9212622352967854,0
57,main,steady,2,0.8206,1.9346719280078344,2,2.395192624588926,1.596042115117349,0.1794
57,main,fast_spiky,2,0.9456,1.243360004112321,2,8.416495235049789,0.9766135294936459,0.054400000000000004
57,no_tail_control,fast_spiky,2,1,1.2428504670990965,1.2428504670990965,1.2428504670990965,0.9184536284889404,0
57,main,steady,4,1,2.395192624588926,2.395192624588926,2.395192624588926,1.6510693785105324,0
57,main,fast_spiky,4,0.9456,1.243360004112321,4,8.416495235049789,1.0854135294936444,0.054400000000000004
57,no_tail_control,fast_spiky,4,1,1.2428504670990965,1.2428504670990965,1.2428504670990965,0.9184536284889404,0
57,main,steady,8,1,2.395192624588926,2.395192624588926,2.395192624588926,1.6510693785105324,0
57,main,fast_spiky,8,0.9486,1.2487124495628237,8,8.416495235049789,1.3011272170325092,0.0514
57,no_tail_control,fast_spiky,8,1,1.2428504670990965,1.2428504670990965,1.2428504670990965,0.9184536284889404,0
57,main,steady,16,1,2.395192624588926,2.395192624588926,2.395192624588926,1.6510693785105324,0
57,main,fast_spiky,16,0.9924,1.5368098171757827,8.416495235049789,8.416495235049789,1.531921409908074,0.007600000000000051
57,no_tail_control,fast_spiky,16,1,1.2428504670990965,1.2428504670990965,1.2428504670990965,0.9184536284889404,0
58,main,steady,2,0.8142,1.9331036108580912,2,2.4240755351342544,1.5903721831366513,0.18579999999999997
58,main,fast_spiky,2,0.9402,1.2498763029400244,2,9.15006027920842,0.9805697770566382,0.059799999999999964
58,no_tail_control,fast_spiky,2,0.9998,1.2548258075809708,1.2548258075809708,1.2548258075809708,0.9172986879500853,0.00019999999999997797
58,main,steady,4,0.9996,2.42372776237485,2.4240755351342544,2.4240755351342544,1.6489168515073296,0.00039999999999995595
58,main,fast_spiky,4,0.9404,1.2528468152344916,4,9.15006027920842,1.0997712957919725,0.059599999999999986
58,no_tail_control,fast_spiky,4,1,1.2548258075809708,1.2548258075809708,1.2548258075809708,0.9173002066854189,0
58,main,steady,8,1,2.4240755351342544,2.4240755351342544,2.4240755351342544,1.6490243355878502,0
58,main,fast_spiky,8,0.9432,1.2573315621266161,8,9.15006027920842,1.336370573303687,0.05679999999999996
58,no_tail_control,fast_spiky,8,1,1.2548258075809708,1.2548258075809708,1.2548258075809708,0.9173002066854189,0
58,main,steady,16,1,2.4240755351342544,2.4240755351342544,2.4240755351342544,1.6490243355878502,0
58,main,fast_spiky,16,0.9938,8.257047723818685,9.15006027920842,9.15006027920842,1.572051729171698,0.006199999999999983
58,no_tail_control,fast_spiky,16,1,1.2548258075809708,1.2548258075809708,1.2548258075809708,0.9173002066854189,0
59,main,steady,2,0.8168,1.934042899029962,2,2.3905894999141055,1.593032511885774,0.18320000000000003
59,main,fast_spiky,2,0.9394,1.2414128348229274,2,9.530132593880314,0.9823919275503831,0.06059999999999999
59,no_tail_control,fast_spiky,2,0.9998,1.2409392735154512,1.2409392735154512,1.2409392735154512,0.9169477012594093,0.00019999999999997797
59,main,steady,4,0.9996,2.387991849544851,2.3905894999141055,2.3905894999141055,1.6476594073598978,0.00039999999999995595
59,main,fast_spiky,4,0.9396,1.2422362507684936,4,9.530132593880314,1.1032154301707893,0.06040000000000001
59,no_tail_control,fast_spiky,4,1,1.2409392735154512,1.2409392735154512,1.2409392735154512,0.9169712038798159,0
59,main,steady,8,1,2.3905894999141055,2.3905894999141055,2.3905894999141055,1.647828382790679,0
59,main,fast_spiky,8,0.943,1.2526363667564888,8,9.530132593880314,1.3418803826224193,0.05700000000000005
59,no_tail_control,fast_spiky,8,1,1.2409392735154512,1.2409392735154512,1.2409392735154512,0.9169712038798159,0
59,main,steady,16,1,2.3905894999141055,2.3905894999141055,2.3905894999141055,1.647828382790679,0
59,main,fast_spiky,16,0.9932,8.100285394799721,9.530132593880314,9.530132593880314,1.5842399868424044,0.006800000000000028
59,no_tail_control,fast_spiky,16,1,1.2409392735154512,1.2409392735154512,1.2409392735154512,0.9169712038798159,0
60,main,steady,2,0.8174,1.9295207421884752,2,2.420905892098902,1.586672588182937,0.18259999999999998
60,main,fast_spiky,2,0.9384,1.2536611103857283,2,9.511747770168565,0.9814688981100227,0.06159999999999999
60,no_tail_control,fast_spiky,2,1,1.2535130200340223,1.2535130200340223,1.2535130200340223,0.9145814118706197,0
60,main,steady,4,1,2.420905892098902,2.420905892098902,2.420905892098902,1.642881241601358,0
60,main,fast_spiky,4,0.9384,1.2536611103857283,4,9.511747770168565,1.1046688981100212,0.06159999999999999
60,no_tail_control,fast_spiky,4,1,1.2535130200340223,1.2535130200340223,1.2535130200340223,0.9145814118706197,0
60,main,steady,8,1,2.420905892098902,2.420905892098902,2.420905892098902,1.642881241601358,0
60,main,fast_spiky,8,0.942,1.2622900169381241,8,9.511747770168565,1.3483158418588281,0.05800000000000005
60,no_tail_control,fast_spiky,8,1,1.2535130200340223,1.2535130200340223,1.2535130200340223,0.9145814118706197,0
60,main,steady,16,1,2.420905892098902,2.420905892098902,2.420905892098902,1.642881241601358,0
60,main,fast_spiky,16,0.992,8.395327857309326,9.511747770168565,9.511747770168565,1.5994410033838684,0.008000000000000007
60,no_tail_control,fast_spiky,16,1,1.2535130200340223,1.2535130200340223,1.2535130200340223,0.9145814118706197,0
61,main,steady,2,0.8098,1.9255866193854092,2,2.4249810203380973,1.59671470275275,0.19020000000000004
61,main,fast_spiky,2,0.9406,1.2560692728945093,2,9.615553341586676,0.9843837955375824,0.05940000000000001
61,no_tail_control,fast_spiky,2,1,1.2552007740371327,1.2552007740371327,1.2552007740371327,0.9197332767811235,0
61,main,steady,4,1,2.4249810203380973,2.4249810203380973,2.4249810203380973,1.6541119529559618,0
61,main,fast_spiky,4,0.9406,1.2560692728945093,4,9.615553341586676,1.1031837955375838,0.05940000000000001
61,no_tail_control,fast_spiky,4,1,1.2552007740371327,1.2552007740371327,1.2552007740371327,0.9197332767811235,0
61,main,steady,8,1,2.4249810203380973,2.4249810203380973,2.4249810203380973,1.6541119529559618,0
61,main,fast_spiky,8,0.9428,1.2593479264615035,8,9.615553341586676,1.3396361381651327,0.05720000000000003
61,no_tail_control,fast_spiky,8,1,1.2552007740371327,1.2552007740371327,1.2552007740371327,0.9197332767811235,0
61,main,steady,16,1,2.4249810203380973,2.4249810203380973,2.4249810203380973,1.6541119529559618,0
61,main,fast_spiky,16,0.9926,8.24767381945282,9.615553341586676,9.615553341586676,1.5977078336894952,0.007399999999999962
61,no_tail_control,fast_spiky,16,1,1.2552007740371327,1.2552007740371327,1.2552007740371327,0.9197332767811235,0
62,main,steady,2,0.8082,1.9334653079745574,2,2.423032285387707,1.593513737945212,0.19179999999999997
62,main,fast_spiky,2,0.9412,1.2552821133194993,2,8.921719464045918,0.982878433350236,0.05879999999999996
62,no_tail_control,fast_spiky,2,1,1.2543937573297108,1.2543937573297108,1.2543937573297108,0.9191058768790359,0
62,main,steady,4,0.9998,2.423032285387707,2.423032285387707,2.423032285387707,1.6532422504329425,0.00019999999999997797
62,main,fast_spiky,4,0.9412,1.2552821133194993,4,8.921719464045918,1.1004784333502362,0.05879999999999996
62,no_tail_control,fast_spiky,4,1,1.2543937573297108,1.2543937573297108,1.2543937573297108,0.9191058768790359,0
62,main,steady,8,1,2.423032285387707,2.423032285387707,2.423032285387707,1.6532483023897804,0
62,main,fast_spiky,8,0.9442,1.260743542554103,8,8.921719464045918,1.3328507194225652,0.05579999999999996
62,no_tail_control,fast_spiky,8,1,1.2543937573297108,1.2543937573297108,1.2543937573297108,0.9191058768790359,0
62,main,steady,16,1,2.423032285387707,2.423032285387707,2.423032285387707,1.6532483023897804,0
62,main,fast_spiky,16,0.9938,7.9940354071239765,8.921719464045918,8.921719464045918,1.5717195524473095,0.006199999999999983
62,no_tail_control,fast_spiky,16,1,1.2543937573297108,1.2543937573297108,1.2543937573297108,0.9191058768790359,0
63,main,steady,2,0.8134,1.93364404032792,2,2.4130589917807517,1.5974281565186332,0.1866
63,main,fast_spiky,2,0.9416,1.2502615482272237,2,9.532273285220622,0.9823627037515129,0.05840000000000001
63,no_tail_control,fast_spiky,2,1,1.2502615482272237,1.2502615482272237,1.2502615482272237,0.9195588567431947,0
63,main,steady,4,1,2.4130589917807517,2.4130589917807517,2.4130589917807517,1.6535792878050675,0
63,main,fast_spiky,4,0.9416,1.2502615482272237,4,9.532273285220622,1.0991627037515108,0.05840000000000001
63,no_tail_control,fast_spiky,4,1,1.2502615482272237,1.2502615482272237,1.2502615482272237,0.9195588567431947,0
63,main,steady,8,1,2.4130589917807517,2.4130589917807517,2.4130589917807517,1.6535792878050675,0
63,main,fast_spiky,8,0.9438,1.2541403442204684,8,9.532273285220622,1.3317455894282677,0.05620000000000003
63,no_tail_control,fast_spiky,8,1,1.2502615482272237,1.2502615482272237,1.2502615482272237,0.9195588567431947,0
63,main,steady,16,1,2.4130589917807517,2.4130589917807517,2.4130589917807517,1.6535792878050675,0
63,main,fast_spiky,16,0.9916,7.235932593392455,9.532273285220622,9.532273285220622,1.5896796951255687,0.008399999999999963
63,no_tail_control,fast_spiky,16,1,1.2502615482272237,1.2502615482272237,1.2502615482272237,0.9195588567431947,0
64,main,steady,2,0.8136,1.9264779547339341,2,2.4314238977760447,1.595260729645791,0.1864
64,main,fast_spiky,2,0.933,1.2594468647272967,2,10.219640657243584,0.9921367668831786,0.06699999999999995
64,no_tail_control,fast_spiky,2,1,1.2578679976780052,1.2578679976780052,1.2578679976780052,0.9196731464522687,0
64,main,steady,4,1,2.4314238977760447,2.4314238977760447,2.4314238977760447,1.6540998334623502,0
64,main,fast_spiky,4,0.933,1.2594468647272967,4,10.219640657243584,1.126136766883175,0.06699999999999995
64,no_tail_control,fast_spiky,4,1,1.2578679976780052,1.2578679976780052,1.2578679976780052,0.9196731464522687,0
64,main,steady,8,1,2.4314238977760447,2.4314238977760447,2.4314238977760447,1.6540998334623502,0
64,main,fast_spiky,8,0.9368,1.2647517867807148,8,10.219640657243584,1.3907634495063907,0.06320000000000003
64,no_tail_control,fast_spiky,8,1,1.2578679976780052,1.2578679976780052,1.2578679976780052,0.9196731464522687,0
64,main,steady,16,1,2.4314238977760447,2.4314238977760447,2.4314238977760447,1.6540998334623502,0
64,main,fast_spiky,16,0.9908,9.240927890141553,10.219640657243584,10.219640657243584,1.670242443030292,0.009199999999999986
64,no_tail_control,fast_spiky,16,1,1.2578679976780052,1.2578679976780052,1.2578679976780052,0.9196731464522687,0
65,main,steady,2,0.814,1.92312131555614,2,2.421374611768262,1.5866875684402937,0.18600000000000005
65,main,fast_spiky,2,0.9412,1.2548591087757095,2,9.395628547938603,0.9799973717729416,0.05879999999999996
65,no_tail_control,fast_spiky,2,1,1.2537071737466168,1.2537071737466168,1.2537071737466168,0.9163425064013907,0
65,main,steady,4,1,2.421374611768262,2.421374611768262,2.421374611768262,1.6469570086949112,0
65,main,fast_spiky,4,0.9412,1.2548591087757095,4,9.395628547938603,1.0975973717729437,0.05879999999999996
65,no_tail_control,fast_spiky,4,1,1.2537071737466168,1.2537071737466168,1.2537071737466168,0.9163425064013907,0
65,main,steady,8,1,2.421374611768262,2.421374611768262,2.421374611768262,1.6469570086949112,0
65,main,fast_spiky,8,0.9434,1.2612661887436274,8,9.395628547938603,1.3310150167029928,0.056599999999999984
65,no_tail_control,fast_spiky,8,1,1.2537071737466168,1.2537071737466168,1.2537071737466168,0.9163425064013907,0
65,main,steady,16,1,2.421374611768262,2.421374611768262,2.421374611768262,1.6469570086949112,0
65,main,fast_spiky,16,0.9936,8.389664424268839,9.395628547938603,9.395628547938603,1.5734954082885262,0.006399999999999961
65,no_tail_control,fast_spiky,16,1,1.2537071737466168,1.2537071737466168,1.2537071737466168,0.9163425064013907,0
66,main,steady,2,0.815,1.9319156190165432,2,2.422852958108017,1.5951781345365814,0.18500000000000005
66,main,fast_spiky,2,0.9388,1.257445318244928,2,9.35509063735538,0.9852390257184462,0.06120000000000003
66,no_tail_control,fast_spiky,2,1,1.2543194871893122,1.2543194871893122,1.2543194871893122,0.9188885874351322,0
66,main,steady,4,1,2.422852958108017,2.422852958108017,2.422852958108017,1.6522311489572912,0
66,main,fast_spiky,4,0.9388,1.257445318244928,4,9.35509063735538,1.1076390257184432,0.06120000000000003
66,no_tail_control,fast_spiky,4,1,1.2543194871893122,1.2543194871893122,1.2543194871893122,0.9188885874351322,0
66,main,steady,8,1,2.422852958108017,2.422852958108017,2.422852958108017,1.6522311489572912,0
66,main,fast_spiky,8,0.9434,1.267659892833152,8,9.35509063735538,1.349528238643354,0.056599999999999984
66,no_tail_control,fast_spiky,8,1,1.2543194871893122,1.2543194871893122,1.2543194871893122,0.9188885874351322,0
66,main,steady,16,1,2.422852958108017,2.422852958108017,2.422852958108017,1.6522311489572912,0
66,main,fast_spiky,16,0.9936,8.15382994865239,9.35509063735538,9.35509063735538,1.5898632015256227,0.006399999999999961
66,no_tail_control,fast_spiky,16,1,1.2543194871893122,1.2543194871893122,1.2543194871893122,0.9188885874351322,0
67,main,steady,2,0.806,1.9259415583114226,2,2.432452264738299,1.5939218583204169,0.19399999999999995
67,main,fast_spiky,2,0.9386,1.2578711491176287,2,9.492902485696087,0.9856753881220757,0.06140000000000001
67,no_tail_control,fast_spiky,2,1,1.2582935903331185,1.2582935903331185,1.2582935903331185,0.9197762915122012,0
67,main,steady,4,1,2.432452264738299,2.432452264738299,2.432452264738299,1.654592302598225,0
67,main,fast_spiky,4,0.9386,1.2578711491176287,4,9.492902485696087,1.1084753881220777,0.06140000000000001
67,no_tail_control,fast_spiky,4,1,1.2582935903331185,1.2582935903331185,1.2582935903331185,0.9197762915122012,0
67,main,steady,8,1,2.432452264738299,2.432452264738299,2.432452264738299,1.654592302598225,0
67,main,fast_spiky,8,0.9406,1.260748279628575,8,9.492902485696087,1.3530226188805,0.05940000000000001
67,no_tail_control,fast_spiky,8,1,1.2582935903331185,1.2582935903331185,1.2582935903331185,0.9197762915122012,0
67,main,steady,16,1,2.432452264738299,2.432452264738299,2.432452264738299,1.654592302598225,0
67,main,fast_spiky,16,0.9928,8.395468754276106,9.492902485696087,9.492902485696087,1.6051809370011838,0.007199999999999984
67,no_tail_control,fast_spiky,16,1,1.2582935903331185,1.2582935903331185,1.2582935903331185,0.9197762915122012,0
68,main,steady,2,0.8212,1.9241989434472955,2,2.405577784735427,1.5911861991594232,0.17879999999999996
68,main,fast_spiky,2,0.9404,1.2471596368384725,2,9.521779837490907,0.9813648620868182,0.059599999999999986
68,no_tail_control,fast_spiky,2,1,1.2471596368384725,1.2471596368384725,1.2471596368384725,0.9164590357160548,0
68,main,steady,4,1,2.405577784735427,2.405577784735427,2.405577784735427,1.6468358470286946,0
68,main,fast_spiky,4,0.9404,1.2471596368384725,4,9.521779837490907,1.1005648620868214,0.059599999999999986
68,no_tail_control,fast_spiky,4,1,1.2471596368384725,1.2471596368384725,1.2471596368384725,0.9164590357160548,0
68,main,steady,8,1,2.405577784735427,2.405577784735427,2.405577784735427,1.6468358470286946,0
68,main,fast_spiky,8,0.943,1.2523337390353713,8,9.521779837490907,1.337639787537292,0.05700000000000005
68,no_tail_control,fast_spiky,8,1,1.2471596368384725,1.2471596368384725,1.2471596368384725,0.9164590357160548,0
68,main,steady,16,1,2.405577784735427,2.405577784735427,2.405577784735427,1.6468358470286946,0
68,main,fast_spiky,16,0.9908,7.351274423977182,9.521779837490907,9.521779837490907,1.59465989033428,0.009199999999999986
68,no_tail_control,fast_spiky,16,1,1.2471596368384725,1.2471596368384725,1.2471596368384725,0.9164590357160548,0
69,main,steady,2,0.807,1.9293318599489802,2,2.4112940484925343,1.5992264764864312,0.19299999999999995
69,main,fast_spiky,2,0.9338,1.250265899803697,2,10.062493363442533,0.9939678404594675,0.06620000000000004
69,no_tail_control,fast_spiky,2,1,1.249529928426982,1.249529928426982,1.249529928426982,0.9224651116412812,0
69,main,steady,4,1,2.4112940484925343,2.4112940484925343,2.4112940484925343,1.6605343047283254,0
69,main,fast_spiky,4,0.9338,1.250265899803697,4,10.062493363442533,1.1263678404594695,0.06620000000000004
69,no_tail_control,fast_spiky,4,1,1.249529928426982,1.249529928426982,1.249529928426982,0.9224651116412812,0
69,main,steady,8,1,2.4112940484925343,2.4112940484925343,2.4112940484925343,1.6605343047283254,0
69,main,fast_spiky,8,0.9382,1.257947347924851,8,10.062493363442533,1.3881677576147373,0.061799999999999966
69,no_tail_control,fast_spiky,8,1,1.249529928426982,1.249529928426982,1.249529928426982,0.9224651116412812,0
69,main,steady,16,1,2.4112940484925343,2.4112940484925343,2.4112940484925343,1.6605343047283254,0
69,main,fast_spiky,16,0.9946,9.27018081403047,10.062493363442533,10.062493363442533,1.6463023218651753,0.00539999999999996
69,no_tail_control,fast_spiky,16,1,1.249529928426982,1.249529928426982,1.249529928426982,0.9224651116412812,0
70,main,steady,2,0.8214,1.9277532217214108,2,2.3916093404665966,1.588207348260176,0.17859999999999998
70,main,fast_spiky,2,0.9436,1.2376198192738226,2,8.901518218303558,0.9744172175612055,0.056400000000000006
70,no_tail_control,fast_spiky,2,1,1.2413627694653733,1.2413627694653733,1.2413627694653733,0.9144223350113845,0
70,main,steady,4,1,2.3916093404665966,2.3916093404665966,2.3916093404665966,1.642159480957912,0
70,main,fast_spiky,4,0.9436,1.2376198192738226,4,8.901518218303558,1.087217217561208,0.056400000000000006
70,no_tail_control,fast_spiky,4,1,1.2413627694653733,1.2413627694653733,1.2413627694653733,0.9144223350113845,0
70,main,steady,8,1,2.3916093404665966,2.3916093404665966,2.3916093404665966,1.642159480957912,0
70,main,fast_spiky,8,0.9462,1.244476145092949,8,8.901518218303558,1.3105727689644278,0.05379999999999996
70,no_tail_control,fast_spiky,8,1,1.2413627694653733,1.2413627694653733,1.2413627694653733,0.9144223350113845,0
70,main,steady,16,1,2.3916093404665966,2.3916093404665966,2.3916093404665966,1.642159480957912,0
70,main,fast_spiky,16,0.993,1.7063130995532743,8.901518218303558,8.901518218303558,1.551138453997461,0.007000000000000006
70,no_tail_control,fast_spiky,16,1,1.2413627694653733,1.2413627694653733,1.2413627694653733,0.9144223350113845,0
71,main,steady,2,0.8128,1.9222098224311475,2,2.4279575393894235,1.596291042372833,0.18720000000000003
71,main,fast_spiky,2,0.9374,1.2621610010361062,2,9.855376848099752,0.9883424949353065,0.06259999999999999
71,no_tail_control,fast_spiky,2,1,1.2564331698780435,1.2564331698780435,1.2564331698780435,0.9202922116399209,0
71,main,steady,4,1,2.4279575393894235,2.4279575393894235,2.4279575393894235,1.6554512483894268,0
71,main,fast_spiky,4,0.9374,1.2621610010361062,4,9.855376848099752,1.1135424949353054,0.06259999999999999
71,no_tail_control,fast_spiky,4,1,1.2564331698780435,1.2564331698780435,1.2564331698780435,0.9202922116399209,0
71,main,steady,8,1,2.4279575393894235,2.4279575393894235,2.4279575393894235,1.6554512483894268,0
71,main,fast_spiky,8,0.9416,1.2702836313158201,8,9.855376848099752,1.360360890481292,0.05840000000000001
71,no_tail_control,fast_spiky,8,1,1.2564331698780435,1.2564331698780435,1.2564331698780435,0.9202922116399209,0
71,main,steady,16,1,2.4279575393894235,2.4279575393894235,2.4279575393894235,1.6554512483894268,0
71,main,fast_spiky,16,0.9914,8.033722535274762,9.855376848099752,9.855376848099752,1.6310195566646917,0.008600000000000052
71,no_tail_control,fast_spiky,16,1,1.2564331698780435,1.2564331698780435,1.2564331698780435,0.9202922116399209,0
72,main,steady,2,0.8192,1.936091092011625,2,2.4099901723344876,1.6002547154966513,0.18079999999999996
72,main,fast_spiky,2,0.9414,1.2519591316723266,2,9.265450628265663,0.9840091024628109,0.058599999999999985
72,no_tail_control,fast_spiky,2,1,1.248989365437195,1.248989365437195,1.248989365437195,0.920201021567534,0
72,main,steady,4,1,2.4099901723344876,2.4099901723344876,2.4099901723344876,1.6549725440629164,0
72,main,fast_spiky,4,0.9414,1.2519591316723266,4,9.265450628265663,1.1012091024628117,0.058599999999999985
72,no_tail_control,fast_spiky,4,1,1.248989365437195,1.248989365437195,1.248989365437195,0.920201021567534,0
72,main,steady,8,1,2.4099901723344876,2.4099901723344876,2.4099901723344876,1.6549725440629164,0
72,main,fast_spiky,8,0.9446,1.2595173860379674,8,9.265450628265663,1.3339509276089314,0.055400000000000005
72,no_tail_control,fast_spiky,8,1,1.248989365437195,1.248989365437195,1.248989365437195,0.920201021567534,0
72,main,steady,16,1,2.4099901723344876,2.4099901723344876,2.4099901723344876,1.6549725440629164,0
72,main,fast_spiky,16,0.9928,7.664726577623049,9.265450628265663,9.265450628265663,1.5772221462324956,0.007199999999999984
72,no_tail_control,fast_spiky,16,1,1.248989365437195,1.248989365437195,1.248989365437195,0.920201021567534,0
73,main,steady,2,0.8216,1.9188512229513799,2,2.4023004307254925,1.5909792499288147,0.1784
73,main,fast_spiky,2,0.9402,1.2474380507741945,2,9.147468309231996,0.9807882232878851,0.059799999999999964
73,no_tail_control,fast_spiky,2,1,1.2458001494568625,1.2458001494568625,1.2458001494568625,0.9169150874206047,0
73,main,steady,4,0.9998,2.4023004307254925,2.4023004307254925,2.4023004307254925,1.6477610845005612,0.00019999999999997797
73,main,fast_spiky,4,0.9402,1.2474380507741945,4,9.147468309231996,1.1003882232878863,0.059799999999999964
73,no_tail_control,fast_spiky,4,1,1.2458001494568625,1.2458001494568625,1.2458001494568625,0.9169150874206047,0
73,main,steady,8,1,2.4023004307254925,2.4023004307254925,2.4023004307254925,1.6477687523493587,0
73,main,fast_spiky,8,0.9436,1.2562333815171027,8,9.147468309231996,1.3365360089301275,0.056400000000000006
73,no_tail_control,fast_spiky,8,1,1.2458001494568625,1.2458001494568625,1.2458001494568625,0.9169150874206047,0
73,main,steady,16,1,2.4023004307254925,2.4023004307254925,2.4023004307254925,1.6477687523493587,0
73,main,fast_spiky,16,0.9926,7.678155836965744,9.147468309231996,9.147468309231996,1.5834902593988223,0.007399999999999962
73,no_tail_control,fast_spiky,16,1,1.2458001494568625,1.2458001494568625,1.2458001494568625,0.9169150874206047,0
74,main,steady,2,0.819,1.9311899052724797,2,2.3953958086257368,1.5906430473233544,0.18100000000000005
74,main,fast_spiky,2,0.939,1.2427280188419425,2,9.401406577857559,0.9807932150725577,0.061000000000000054
74,no_tail_control,fast_spiky,2,1,1.2429348111239902,1.2429348111239902,1.2429348111239902,0.9157536167149559,0
74,main,steady,4,1,2.3953958086257368,2.3953958086257368,2.3953958086257368,1.6452040234571694,0
74,main,fast_spiky,4,0.939,1.2427280188419425,4,9.401406577857559,1.102793215072556,0.061000000000000054
74,no_tail_control,fast_spiky,4,1,1.2429348111239902,1.2429348111239902,1.2429348111239902,0.9157536167149559,0
74,main,steady,8,1,2.3953958086257368,2.3953958086257368,2.3953958086257368,1.6452040234571694,0
74,main,fast_spiky,8,0.9418,1.2481490359352745,8,9.401406577857559,1.344504720016469,0.05820000000000003
74,no_tail_control,fast_spiky,8,1,1.2429348111239902,1.2429348111239902,1.2429348111239902,0.9157536167149559,0
74,main,steady,16,1,2.3953958086257368,2.3953958086257368,2.3953958086257368,1.6452040234571694,0
74,main,fast_spiky,16,0.991,7.937573695815913,9.401406577857559,9.401406577857559,1.5900766511359647,0.009000000000000008
74,no_tail_control,fast_spiky,16,1,1.2429348111239902,1.2429348111239902,1.2429348111239902,0.9157536167149559,0
75,main,steady,2,0.803,1.9312405947519586,2,2.4313448994557096,1.5937860606984984,0.19699999999999995
75,main,fast_spiky,2,0.9398,1.257835302504787,2,9.63214504363162,0.9838446662585939,0.06020000000000003
75,no_tail_control,fast_spiky,2,1,1.257835302504787,1.257835302504787,1.257835302504787,0.9197515446820489,0
75,main,steady,4,1,2.4313448994557096,2.4313448994557096,2.4313448994557096,1.6546640757223348,0
75,main,fast_spiky,4,0.9398,1.257835302504787,4,9.63214504363162,1.1042446662585934,0.06020000000000003
75,no_tail_control,fast_spiky,4,1,1.257835302504787,1.257835302504787,1.257835302504787,0.9197515446820489,0
75,main,steady,8,1,2.4313448994557096,2.4313448994557096,2.4313448994557096,1.6546640757223348,0
75,main,fast_spiky,8,0.9422,1.2686129088777822,8,9.63214504363162,1.3434305654991934,0.05779999999999996
75,no_tail_control,fast_spiky,8,1,1.257835302504787,1.257835302504787,1.257835302504787,0.9197515446820489,0
75,main,steady,16,1,2.4313448994557096,2.4313448994557096,2.4313448994557096,1.6546640757223348,0
75,main,fast_spiky,16,0.9924,8.06854314732367,9.63214504363162,9.63214504363162,1.6036547822550908,0.007600000000000051
75,no_tail_control,fast_spiky,16,1,1.257835302504787,1.257835302504787,1.257835302504787,0.9197515446820489,0
76,main,steady,2,0.815,1.9287355445978727,2,2.400442604198555,1.589941215221196,0.18500000000000005
76,main,fast_spiky,2,0.9398,1.2421349781413347,2,9.49482533442298,0.980850276073823,0.06020000000000003
76,no_tail_control,fast_spiky,2,1,1.245029335088505,1.245029335088505,1.245029335088505,0.9160314465608499,0
76,main,steady,4,0.9998,2.400442604198555,2.400442604198555,2.400442604198555,1.6459343633529844,0.00019999999999997797
76,main,fast_spiky,4,0.9398,1.2421349781413347,4,9.49482533442298,1.101250276073823,0.06020000000000003
76,no_tail_control,fast_spiky,4,1,1.245029335088505,1.245029335088505,1.245029335088505,0.9160314465608499,0
