scenario,repeat,policy,allCoverage,allMeanWidth,routineCoverage,routineMeanWidth,criticalCoverage,criticalMeanWidth,coverageGap,criticalCount
exchangeable_rare_noisy,4,pooled_95,0.94775,2.167130730759892,0.9698116528780144,2.167130730759953,0.554858934169279,2.16713073076039,0.4149527187087354,638
exchangeable_rare_noisy,4,mondrian,0.9105,1.8596870082374615,0.9101390600246435,1.6755940782131065,0.9169278996865203,5.138157025378888,-0.006788839661876822,638
exchangeable_rare_noisy,4,max_slice,0.9955833333333334,5.13815702537965,1,5.138157025379643,0.9169278996865203,5.138157025378888,0.08307210031347967,638
exchangeable_rare_noisy,4,oracle_normalized,0.9101666666666667,1.8541320344972376,0.9101390600246435,1.6759253098801459,0.9106583072100314,5.027775929640138,-0.0005192471853878722,638
exchangeable_rare_noisy,5,pooled,0.9145,1.863328363724306,0.9362878455462922,1.8633283637242917,0.5041322314049587,1.863328363723895,0.4321556141413335,605
exchangeable_rare_noisy,5,pooled_95,0.9550833333333333,2.2605249266380234,0.974989030276437,2.260524926638023,0.5801652892561984,2.2605249266379595,0.39482374102023865,605
exchangeable_rare_noisy,5,mondrian,0.9116666666666666,1.8809730168381835,0.9115401491882404,1.7052748344067186,0.9140495867768595,5.190197461146573,-0.002509437588619101,605
exchangeable_rare_noisy,5,max_slice,0.9956666666666667,5.19019746114646,1,5.19019746114646,0.9140495867768595,5.190197461146573,0.08595041322314045,605
exchangeable_rare_noisy,5,oracle_normalized,0.9115,1.8773395165609073,0.9115401491882404,1.7053803329850843,0.9107438016528926,5.116140998955565,0.0007963475353478522,605
exchangeable_rare_noisy,6,pooled,0.9058333333333334,1.7922528326879126,0.927019449798493,1.792252832687858,0.4931740614334471,1.792252832687838,0.43384538836504594,586
exchangeable_rare_noisy,6,pooled_95,0.95975,2.278627440224435,0.9783599088838268,2.2786274402244455,0.5972696245733788,2.2786274402247484,0.381090284310448,586
exchangeable_rare_noisy,6,mondrian,0.9056666666666666,1.8262881897263332,0.9048536884527772,1.6703006179304012,0.9215017064846417,4.864585364604284,-0.016648018031864442,586
exchangeable_rare_noisy,6,max_slice,0.9961666666666666,4.864585364603166,1,4.864585364603266,0.9215017064846417,4.864585364604284,0.07849829351535831,586
exchangeable_rare_noisy,6,oracle_normalized,0.906,1.830437945953742,0.9044156299281584,1.6675717697726165,0.9368600682593856,5.002715309317708,-0.03244443833122723,586
exchangeable_rare_noisy,7,pooled,0.90975,1.8000617165559532,0.9316493313521546,1.8000617165559396,0.46153846153846156,1.8000617165556383,0.470110869813693,559
exchangeable_rare_noisy,7,pooled_95,0.9535833333333333,2.1872195782413724,0.9731666812341578,2.187219578241359,0.552772808586762,2.1872195782409545,0.4203938726473958,559
exchangeable_rare_noisy,7,mondrian,0.9055,1.8150648932604772,0.9054278472161524,1.65899156439263,0.9069767441860465,5.009402917547999,-0.0015488969698940203,559
exchangeable_rare_noisy,7,max_slice,0.9956666666666667,5.009402917547091,1,5.009402917547182,0.9069767441860465,5.009402917547999,0.09302325581395354,559
exchangeable_rare_noisy,7,oracle_normalized,0.9054166666666666,1.813554278475209,0.9054278472161524,1.65899156439263,0.9051878354203936,4.976974693177613,0.00024001179575883214,559
exchangeable_rare_noisy,8,pooled,0.8984166666666666,1.7624978456296119,0.9235691121044789,1.7624978456296074,0.4128595600676819,1.7624978456293252,0.510709552036797,591
exchangeable_rare_noisy,8,pooled_95,0.9468333333333333,2.1801819420285953,0.9701989657288106,2.180181942028581,0.4957698815566836,2.1801819420280943,0.474429084172127,591
exchangeable_rare_noisy,8,mondrian,0.897,1.7877082424096156,0.898676483477956,1.6367209115212544,0.8646362098138748,4.702453518395197,0.034040273664081244,591
exchangeable_rare_noisy,8,max_slice,0.9933333333333333,4.702453518395462,1,4.702453518395461,0.8646362098138748,4.702453518395197,0.1353637901861252,591
exchangeable_rare_noisy,8,oracle_normalized,0.896,1.790071788542827,0.8969234814620037,1.6295601170167087,0.8781725888324873,4.888680351049092,0.018750892629516458,591
exchangeable_rare_noisy,9,pooled,0.89925,1.7817177872635879,0.925516029863856,1.78171778726357,0.41300813008130083,1.7817177872632266,0.5125078997825552,615
exchangeable_rare_noisy,9,pooled_95,0.951,2.214036390288337,0.9747913921826965,2.2140363902883973,0.510569105691057,2.2140363902889577,0.46422228649163955,615
