scenario,repeat,policy,completionRate,p50Latency,p95Latency,p99Latency,workSecondsPerRequest,hedgeRate,hedgeWinRate,maxQueueDepth,canceledQueuedPerRequest
moderate_independent,98,queue_capped_250ms,1,0.1969695831514997,0.422257905766557,0.5653906201888717,0.25541459204522676,0.2775,0.2747747747747748,2,0.2775
moderate_independent,99,no_hedge,1,0.19873993922067257,1.8442636714987977,2.996093522858459,0.34071697551186697,0,0,2,0
moderate_independent,99,fixed_250ms,1,0.1959912992395232,0.4295054683592099,0.5611952420046435,0.2491005794669632,0.29125,0.3283261802575107,2,0.29125
moderate_independent,99,fixed_500ms,1,0.19567648854531683,0.6387483013974022,0.8122637710067977,0.252099480712055,0.07875,0.8333333333333334,2,0.07875
moderate_independent,99,queue_capped_250ms,1,0.1959912992395232,0.4295054683592099,0.5611952420046435,0.2491005794669632,0.29125,0.3283261802575107,2,0.29125
moderate_independent,100,no_hedge,1,0.20055982086563873,1.8595646801879866,3.6913461392600766,0.33061086907632986,0,0,2,0
moderate_independent,100,fixed_250ms,1,0.19915987801937263,0.4212094408529983,0.5328478223127675,0.24169807504735558,0.280625,0.29398663697104677,2,0.280625
moderate_independent,100,fixed_500ms,1,0.19905645806991856,0.59755463695776,0.769039141746088,0.24206861104937225,0.0675,0.8055555555555556,2,0.0675
moderate_independent,100,queue_capped_250ms,1,0.19915987801937263,0.4212094408529983,0.5328478223127675,0.24169807504735558,0.280625,0.29398663697104677,2,0.280625
moderate_independent,101,no_hedge,0.999375,0.18915085203454396,1.154779474763643,3.5237012739371565,0.3066157751702557,0,0,2,0
moderate_independent,101,fixed_250ms,1,0.18693543934582557,0.40147821919595117,0.5126444052353705,0.23197506467484014,0.26125,0.27751196172248804,2,0.260625
moderate_independent,101,fixed_500ms,1,0.1863488987133355,0.5526727538350968,0.7576753969429433,0.23116864958336877,0.055,0.8295454545454546,2,0.055
moderate_independent,101,queue_capped_250ms,1,0.18693543934582557,0.40147821919595117,0.5126444052353705,0.23197506467484014,0.26125,0.27751196172248804,2,0.260625
moderate_independent,102,no_hedge,1,0.19195447163512114,1.0767961096809628,3.0287700386341783,0.30058863446929274,0,0,2,0
moderate_independent,102,fixed_250ms,1,0.19133526595462058,0.4223010615333962,0.5454997642554957,0.24466986319206616,0.260625,0.2829736211031175,2,0.26
moderate_independent,102,fixed_500ms,1,0.19108999633935042,0.585908563357048,0.7954997642556236,0.24402683940285033,0.06125,0.7857142857142857,2,0.06125
moderate_independent,102,queue_capped_250ms,1,0.19133526595462058,0.4223010615333962,0.5454997642554957,0.24466986319206616,0.260625,0.2829736211031175,2,0.26
moderate_independent,103,no_hedge,1,0.19565608306953663,1.776370382701316,3.6807240187901584,0.33429016301816605,0,0,2,0
moderate_independent,103,fixed_250ms,1,0.19308438408835116,0.42372162909956046,0.5559252385798459,0.24643208543976833,0.290625,0.3118279569892473,2,0.29
moderate_independent,103,fixed_500ms,1,0.19249403708566604,0.6118428140547678,0.7811298850294577,0.24672906576399284,0.06375,0.8627450980392157,2,0.06375
moderate_independent,103,queue_capped_250ms,1,0.19308438408835116,0.42372162909956046,0.5559252385798459,0.24643208543976833,0.290625,0.3118279569892473,2,0.29
moderate_independent,104,no_hedge,1,0.19008558115275775,1.3061311757423617,3.2554849847862304,0.3092299636232891,0,0,3,0
moderate_independent,104,fixed_250ms,1,0.1887037416771804,0.40701757104413616,0.5387710818992133,0.2404783747272977,0.265625,0.2776470588235294,2,0.265625
moderate_independent,104,fixed_500ms,1,0.1887533864046418,0.6012682570501937,0.7775878299831191,0.23956365160925994,0.060625,0.7938144329896907,2,0.060625
moderate_independent,104,queue_capped_250ms,1,0.1887037416771804,0.40701757104413616,0.5387710818992133,0.2404783747272977,0.265625,0.2776470588235294,2,0.265625
moderate_independent,105,no_hedge,1,0.1882469961394122,0.7383559691947976,3.430202470675596,0.29897749519844674,0,0,2,0
moderate_independent,105,fixed_250ms,1,0.18758510645305293,0.41093831099858136,0.5842437365031969,0.23272012824429253,0.2675,0.26869158878504673,2,0.2675
moderate_independent,105,fixed_500ms,1,0.1871187061466575,0.5912832432143702,0.8059948667642551,0.23046122129626084,0.06,0.8020833333333334,2,0.059375
moderate_independent,105,queue_capped_250ms,1,0.18758510645305293,0.41093831099858136,0.5842437365031969,0.23272012824429253,0.2675,0.26869158878504673,2,0.2675
moderate_independent,106,no_hedge,1,0.19568535655901798,0.8383159075057023,3.0563371391726646,0.2979964627803727,0,0,3,0
moderate_independent,106,fixed_250ms,1,0.19373598781427148,0.40467096681183534,0.5583043100143925,0.24147709816693827,0.273125,0.2814645308924485,2,0.273125
moderate_independent,106,fixed_500ms,1,0.19327057014476168,0.5355593601734228,0.7764908704765148,0.23800392195516465,0.053125,0.7764705882352941,2,0.053125
moderate_independent,106,queue_capped_250ms,1,0.19373598781427148,0.40467096681183534,0.5583043100143925,0.24147709816693827,0.273125,0.2814645308924485,2,0.273125
moderate_independent,107,no_hedge,0.99875,0.19384566036383433,0.8592118709341037,2.7854577324181946,0.29569814498379293,0,0,2,0
moderate_independent,107,fixed_250ms,1,0.19194296965177493,0.41065591707101134,0.5421816584942363,0.23937997380652384,0.27,0.2662037037037037,2,0.27
moderate_independent,107,fixed_500ms,1,0.1917134126682214,0.5521416029594519,0.7700442646347154,0.23739852352649904,0.055,0.7954545454545454,2,0.055
moderate_independent,107,queue_capped_250ms,1,0.19194296965177493,0.41065591707101134,0.5421816584942363,0.23937997380652384,0.27,0.2662037037037037,2,0.27
moderate_independent,108,no_hedge,1,0.19172700449669788,0.6451904258257883,3.259473725120756,0.3005074765165762,0,0,2,0
moderate_independent,108,fixed_250ms,1,0.19117815242907454,0.4219442240457312,0.6132959284707624,0.24217929303594082,0.27,0.26851851851851855,2,0.27
moderate_independent,108,fixed_500ms,1,0.19126428665100548,0.5357619233217576,0.8696612390505436,0.23946368503680346,0.05375,0.813953488372093,2,0.05375
moderate_independent,108,queue_capped_250ms,1,0.19117815242907454,0.4219442240457312,0.6132959284707624,0.24217929303594082,0.27,0.26851851851851855,2,0.27
moderate_independent,109,no_hedge,1,0.19598310045226697,1.6484910293730763,3.181980471409844,0.3184387153359307,0,0,2,0
moderate_independent,109,fixed_250ms,1,0.191464133378215,0.41511468220608094,0.558687407624987,0.24143496554134802,0.273125,0.28832951945080093,2,0.273125
moderate_independent,109,fixed_500ms,1,0.19120151788482787,0.6118442402146158,0.8086874076250261,0.24290003529592327,0.063125,0.8613861386138614,2,0.063125
moderate_independent,109,queue_capped_250ms,1,0.191464133378215,0.41511468220608094,0.558687407624987,0.24143496554134802,0.273125,0.28832951945080093,2,0.273125
moderate_independent,110,no_hedge,0.999375,0.19416192676577282,1.7961240488334056,3.6799438124166954,0.33781239308490646,0,0,2,0
moderate_independent,110,fixed_250ms,1,0.1913528459934497,0.421421777834766,0.5612673739843927,0.24203663604643108,0.28125,0.3088888888888889,2,0.28125
moderate_independent,110,fixed_500ms,1,0.19131867501455702,0.6350597617247615,0.8073397250036578,0.2459444341418534,0.069375,0.8558558558558559,2,0.06875
moderate_independent,110,queue_capped_250ms,1,0.1913528459934497,0.421421777834766,0.5612673739843927,0.24203663604643108,0.28125,0.3088888888888889,2,0.28125
moderate_independent,111,no_hedge,0.999375,0.19111916879936075,1.6139312254101128,3.808519941276529,0.3329774609758377,0,0,2,0
moderate_independent,111,fixed_250ms,1,0.19038626386347746,0.41340518494850187,0.5253718643668535,0.24175994249191732,0.268125,0.27505827505827507,2,0.2675
moderate_independent,111,fixed_500ms,1,0.19004983817390553,0.6173981830397679,0.7753718643668037,0.24285517534473022,0.061875,0.8787878787878788,2,0.061875
moderate_independent,111,queue_capped_250ms,1,0.19038626386347746,0.41340518494850187,0.5253718643668535,0.24175994249191732,0.268125,0.27505827505827507,2,0.2675
moderate_independent,112,no_hedge,1,0.19331403731655783,0.5649954831037292,2.9234809766585528,0.2924195041786344,0,0,2,0
moderate_independent,112,fixed_250ms,1,0.19355204219483912,0.41394813192996693,0.5732785870466728,0.24228722221356624,0.264375,0.26713947990543735,2,0.264375
moderate_independent,112,fixed_500ms,1,0.19293749962007212,0.525491642187859,0.784050094383602,0.23787043722327098,0.051875,0.7469879518072289,2,0.051875
moderate_independent,112,queue_capped_250ms,1,0.19355204219483912,0.41394813192996693,0.5732785870466728,0.24228722221356624,0.264375,0.26713947990543735,2,0.264375
moderate_independent,113,no_hedge,1,0.19523214628286212,1.5997009471850667,3.472641765773343,0.32262098967376324,0,0,2,0
moderate_independent,113,fixed_250ms,1,0.19068953739639483,0.42826270564333413,0.5501973021569313,0.24993284567259383,0.291875,0.278372591006424,2,0.29125
moderate_independent,113,fixed_500ms,1,0.19044337604584882,0.6076368151769458,0.7813356654688874,0.24722895791604807,0.064375,0.7864077669902912,2,0.064375
moderate_independent,113,queue_capped_250ms,1,0.19068953739639483,0.42826270564333413,0.5501973021569313,0.24993284567259383,0.291875,0.278372591006424,2,0.29125
moderate_independent,114,no_hedge,0.999375,0.19444216754928334,2.1052368147830833,3.844741565089251,0.3529767804847282,0,0,2,0
moderate_independent,114,fixed_250ms,1,0.19051477872372402,0.4252545790089499,0.534243703595422,0.2442385546111354,0.29625,0.2911392405063291,2,0.29625
moderate_independent,114,fixed_500ms,1,0.19048199101591834,0.6271649740798466,0.781986444741861,0.2458800377102327,0.07375,0.8220338983050848,2,0.07375
moderate_independent,114,queue_capped_250ms,1,0.19051477872372402,0.4252545790089499,0.534243703595422,0.2442385546111354,0.29625,0.2911392405063291,2,0.29625
moderate_independent,115,no_hedge,1,0.19266667791598024,2.0413054646743944,3.848405787799,0.3482655493173018,0,0,3,0
moderate_independent,115,fixed_250ms,1,0.18817027363954253,0.4238967113076013,0.556337346123513,0.24234139044992936,0.27125,0.3456221198156682,2,0.27125
moderate_independent,115,fixed_500ms,1,0.18830060873334276,0.6161380293282628,0.8063373461236409,0.24484708048858092,0.0725,0.8362068965517241,2,0.071875
moderate_independent,115,queue_capped_250ms,1,0.18817027363954253,0.4238967113076013,0.556337346123513,0.24234139044992936,0.27125,0.3456221198156682,2,0.27125
moderate_independent,116,no_hedge,1,0.19231205289004905,1.7424725259006948,3.484701899510412,0.327234215511731,0,0,2,0
moderate_independent,116,fixed_250ms,1,0.19087345126044397,0.41146094864933147,0.581712498482247,0.2433946119892232,0.271875,0.2988505747126437,2,0.271875
moderate_independent,116,fixed_500ms,1,0.1905454885563671,0.611853208374491,0.8167405083032406,0.24462091545262057,0.065,0.8365384615384616,2,0.065
moderate_independent,116,queue_capped_250ms,1,0.19087345126044397,0.41146094864933147,0.581712498482247,0.2433946119892232,0.271875,0.2988505747126437,2,0.271875
moderate_independent,117,no_hedge,1,0.1936097056966446,1.3719690168949725,3.670410256696016,0.3243464441857686,0,0,2,0
moderate_independent,117,fixed_250ms,1,0.19328782261017352,0.42671112036842374,0.5929943458294957,0.2555436603128056,0.289375,0.2678185745140389,2,0.289375
moderate_independent,117,fixed_500ms,1,0.19228191669829187,0.6112399689502936,0.8163581490545084,0.2534329558729976,0.063125,0.8217821782178217,2,0.063125
moderate_independent,117,queue_capped_250ms,1,0.19328782261017352,0.42671112036842374,0.5929943458294957,0.2555436603128056,0.289375,0.2678185745140389,2,0.289375
moderate_independent,118,no_hedge,1,0.20115046633887346,2.0051523134971916,3.7339763051728383,0.3412535268040874,0,0,2,0
moderate_independent,118,fixed_250ms,1,0.19762481583661895,0.4263245887002416,0.5882462683308631,0.24737191650947993,0.2975,0.296218487394958,2,0.296875
moderate_independent,118,fixed_500ms,1,0.1970315166242642,0.6262246782063423,0.829116450246218,0.24656758202780416,0.0675,0.8333333333333334,2,0.0675
moderate_independent,118,queue_capped_250ms,1,0.19762481583661895,0.4263245887002416,0.5882462683308631,0.24737191650947993,0.2975,0.296218487394958,2,0.296875
moderate_independent,119,no_hedge,1,0.19656773607240297,1.737577194026592,3.6746709270575195,0.341264144594386,0,0,2,0
moderate_independent,119,fixed_250ms,1,0.19360795353627225,0.42328442487028184,0.6291002914137067,0.2527478628465045,0.296875,0.29473684210526313,2,0.29625
moderate_independent,119,fixed_500ms,1,0.19324918264797475,0.6379921908137192,0.8791002914138346,0.25420268892872216,0.071875,0.7739130434782608,2,0.071875
moderate_independent,119,queue_capped_250ms,1,0.19360795353627225,0.42328442487028184,0.6291002914137067,0.2527478628465045,0.296875,0.29473684210526313,2,0.29625
moderate_independent,120,no_hedge,1,0.1904230691324793,1.9554139430426218,3.9056219046903866,0.3292993765412067,0,0,3,0
moderate_independent,120,fixed_250ms,1,0.18869790719523394,0.4236975550647557,0.6177369212109198,0.24601080344661075,0.26125,0.291866028708134,3,0.26125
moderate_independent,120,fixed_500ms,1,0.18869790719523394,0.6316662382422891,0.7900899678794673,0.24611197136902227,0.06875,0.8,2,0.06875
moderate_independent,120,queue_capped_250ms,1,0.18869790719523394,0.4236975550647557,0.6177369212109198,0.24601080344661075,0.260625,0.29256594724220625,2,0.260625
moderate_independent,121,no_hedge,0.999375,0.19146496673930358,1.870092867892268,3.693159634144493,0.33074749782684765,0,0,3,0
moderate_independent,121,fixed_250ms,1,0.1873908244497784,0.4367785140376199,0.5692110373051023,0.24212497060013596,0.27875,0.3251121076233184,2,0.27875
moderate_independent,121,fixed_500ms,1,0.18596895422496118,0.634090759732004,0.8132977699215226,0.24400707114552575,0.07125,0.8421052631578947,2,0.07125
moderate_independent,121,queue_capped_250ms,1,0.1873908244497784,0.4367785140376199,0.5692110373051023,0.24212497060013596,0.27875,0.3251121076233184,2,0.27875
moderate_independent,122,no_hedge,1,0.1940954955641132,1.6105624025718068,3.9816917563015934,0.324544831883556,0,0,3,0
moderate_independent,122,fixed_250ms,1,0.18917807531565245,0.41333797815811124,0.5175564618561594,0.23588703332809938,0.2775,0.30855855855855857,2,0.2775
moderate_independent,122,fixed_500ms,1,0.18730760026551962,0.6122204353059999,0.7787657454269663,0.23896036158628287,0.0675,0.8240740740740741,2,0.0675
moderate_independent,122,queue_capped_250ms,1,0.18917807531565245,0.41333797815811124,0.5175564618561594,0.23588703332809938,0.2775,0.30855855855855857,2,0.2775
moderate_independent,123,no_hedge,1,0.1951056025844764,1.2132512462426916,3.8506298319612142,0.323393614495852,0,0,2,0
moderate_independent,123,fixed_250ms,1,0.1943325798437101,0.4198823329170054,0.5521444326797535,0.23679839981725828,0.273125,0.2654462242562929,2,0.273125
moderate_independent,123,fixed_500ms,1,0.19425209159658152,0.5722450164507933,0.7506433302571907,0.23539097880062296,0.060625,0.8041237113402062,2,0.060625
moderate_independent,123,queue_capped_250ms,1,0.1943325798437101,0.4198823329170054,0.5521444326797535,0.23679839981725828,0.273125,0.2654462242562929,2,0.273125
moderate_independent,124,no_hedge,1,0.19123826757088125,1.1107925700418448,3.473209743787777,0.31172969199666123,0,0,2,0
moderate_independent,124,fixed_250ms,1,0.18918952529094213,0.4088210540887047,0.5278847914456613,0.2383258333067298,0.2775,0.2747747747747748,2,0.2775
moderate_independent,124,fixed_500ms,1,0.18935160112350502,0.5771664772257061,0.7561323554725163,0.23737532033162034,0.05625,0.8777777777777778,2,0.05625
moderate_independent,124,queue_capped_250ms,1,0.18918952529094213,0.4088210540887047,0.5278847914456613,0.2383258333067298,0.2775,0.2747747747747748,2,0.2775
moderate_independent,125,no_hedge,1,0.1946615367339941,1.3337194524844591,3.2518163748944175,0.3037939267379313,0,0,2,0
moderate_independent,125,fixed_250ms,1,0.1910029267676805,0.4138587437808283,0.5623971315927498,0.23655310290378764,0.276875,0.26636568848758463,2,0.276875
moderate_independent,125,fixed_500ms,1,0.19090235067286088,0.5896053854472001,0.7877175030449877,0.2358179742823669,0.0575,0.8369565217391305,2,0.0575
moderate_independent,125,queue_capped_250ms,1,0.1910029267676805,0.4138587437808283,0.5623971315927498,0.23655310290378764,0.276875,0.26636568848758463,2,0.276875
moderate_independent,126,no_hedge,1,0.18729718942993756,1.5118802027570126,3.099460578196826,0.31878886520107946,0,0,2,0
moderate_independent,126,fixed_250ms,1,0.18614149038622685,0.4202784226979901,0.5566918334973963,0.24317226418833573,0.256875,0.30900243309002434,2,0.25625
moderate_independent,126,fixed_500ms,1,0.18578283937049989,0.6223656651606007,0.8035970305388318,0.24490511317168515,0.06875,0.8272727272727273,2,0.06875
moderate_independent,126,queue_capped_250ms,1,0.18614149038622685,0.4202784226979901,0.5566918334973963,0.24317226418833573,0.256875,0.30900243309002434,2,0.25625
moderate_independent,127,no_hedge,1,0.19435589180285717,1.7012284661894164,3.5040910639627114,0.3278825138003107,0,0,2,0
moderate_independent,127,fixed_250ms,1,0.19242544261669536,0.4358345330774682,0.5854481682294974,0.23891273688318596,0.27,0.3449074074074074,3,0.269375
moderate_independent,127,fixed_500ms,1,0.1913410498955983,0.611388195208832,0.797177682558349,0.238871677232322,0.066875,0.7850467289719626,2,0.066875
moderate_independent,127,queue_capped_250ms,1,0.19265212371850282,0.43569589747184523,0.5854481682294974,0.23892688623659578,0.26875,0.34418604651162793,3,0.268125
moderate_independent,128,no_hedge,1,0.19781213074851678,1.655449844286892,3.3817399969481556,0.32841818559150504,0,0,2,0
moderate_independent,128,fixed_250ms,1,0.1962124677380359,0.41878772064192216,0.5859942846962696,0.24800155402180987,0.28125,0.3022222222222222,2,0.28125
moderate_independent,128,fixed_500ms,1,0.1962124677380359,0.6153771926730611,0.8700015091688726,0.2492760602763309,0.07,0.7678571428571429,2,0.07
moderate_independent,128,queue_capped_250ms,1,0.1962124677380359,0.41878772064192216,0.5859942846962696,0.24800155402180987,0.28125,0.3022222222222222,2,0.28125
moderate_independent,129,no_hedge,0.99875,0.18817599373917915,1.2961283839273818,3.3927177287206725,0.31873248616176286,0,0,2,0
moderate_independent,129,fixed_250ms,1,0.18713729086964292,0.4317060776894408,0.5949813259734782,0.24201430092811727,0.274375,0.28018223234624146,2,0.274375
moderate_independent,129,fixed_500ms,1,0.1870669718125555,0.6196419271723812,0.8684605976937831,0.24234256311071836,0.064375,0.8252427184466019,2,0.064375
moderate_independent,129,queue_capped_250ms,1,0.18713729086964292,0.4317060776894408,0.5949813259734782,0.24201430092811727,0.274375,0.28018223234624146,2,0.274375
moderate_independent,130,no_hedge,1,0.19219687339979785,1.6855848416523909,3.7885923589165884,0.3191930724894203,0,0,3,0
moderate_independent,130,fixed_250ms,1,0.18927945220083586,0.4195494500031671,0.5404960302564739,0.23783490771837304,0.251875,0.3002481389578164,2,0.251875
moderate_independent,130,fixed_500ms,1,0.18929743323425896,0.5957310549397334,0.8022793476769721,0.2391854445076821,0.06125,0.8163265306122449,2,0.06125
moderate_independent,130,queue_capped_250ms,1,0.18927945220083586,0.4195494500031671,0.5404960302564739,0.23783490771837304,0.251875,0.3002481389578164,2,0.251875
moderate_independent,131,no_hedge,0.999375,0.1938292075129624,0.7919120453711344,3.6415390459298322,0.30939463226331254,0,0,2,0
moderate_independent,131,fixed_250ms,1,0.1912123450297969,0.4213036180491301,0.5231897541754762,0.24419969736279193,0.285,0.25219298245614036,2,0.285
moderate_independent,131,fixed_500ms,1,0.19059091893335633,0.5475737523424336,0.7519653219997338,0.2399449049259011,0.06,0.71875,2,0.06
moderate_independent,131,queue_capped_250ms,1,0.1912123450297969,0.4213036180491301,0.5231897541754762,0.24419969736279193,0.285,0.25219298245614036,2,0.285
moderate_independent,132,no_hedge,1,0.19079970656353495,1.0220397222598558,3.052601064279413,0.3013452573519537,0,0,3,0
moderate_independent,132,fixed_250ms,1,0.19053151356445142,0.4058321496726336,0.5254771924869246,0.23992276139842164,0.27125,0.2764976958525346,2,0.270625
moderate_independent,132,fixed_500ms,1,0.19040787343998034,0.5631765089207903,0.7777095484263299,0.23698720517653116,0.053125,0.8941176470588236,2,0.0525
moderate_independent,132,queue_capped_250ms,1,0.19053151356445142,0.4058321496726336,0.5254771924869246,0.23992276139842164,0.27125,0.2764976958525346,2,0.270625
moderate_independent,133,no_hedge,1,0.1956370608406246,1.7794685806502137,3.870015558699137,0.3361487615607529,0,0,2,0
moderate_independent,133,fixed_250ms,1,0.1923182655775122,0.42129376164227494,0.5571753590863011,0.2427706388224659,0.27875,0.3004484304932735,2,0.27875
moderate_independent,133,fixed_500ms,1,0.19153948471962678,0.6128537140786818,0.8030885342639209,0.24121523924150087,0.06,0.875,2,0.06
moderate_independent,133,queue_capped_250ms,1,0.1923182655775122,0.42129376164227494,0.5571753590863011,0.2427706388224659,0.27875,0.3004484304932735,2,0.27875
moderate_independent,134,no_hedge,1,0.19783301636067563,1.8862511032762228,3.321332790487247,0.3372642131126631,0,0,3,0
moderate_independent,134,fixed_250ms,1,0.1923491854444137,0.42845555837013194,0.5604991446422432,0.24189462332223535,0.288125,0.3123644251626898,2,0.288125
moderate_independent,134,fixed_500ms,1,0.19205781137357292,0.6336746202793861,0.7803778277552986,0.24433641755899252,0.073125,0.8205128205128205,2,0.073125
moderate_independent,134,queue_capped_250ms,1,0.1923491854444137,0.42845555837013194,0.5604991446422432,0.24189462332223535,0.288125,0.3123644251626898,2,0.288125
moderate_independent,135,no_hedge,1,0.1970145398118035,1.5733219836701844,3.830169938698816,0.33377921608771344,0,0,2,0
moderate_independent,135,fixed_250ms,1,0.19465030463398847,0.4445708572321294,0.7001113222756956,0.26256201572685417,0.28125,0.29777777777777775,3,0.28125
moderate_independent,135,fixed_500ms,1,0.19360153462677765,0.6389190159262554,0.8974284463712152,0.2600578773930668,0.071875,0.7652173913043478,2,0.07125
moderate_independent,135,queue_capped_250ms,1,0.19492183084352632,0.44488426785255797,0.792997028260622,0.263017916432376,0.28,0.296875,3,0.28
moderate_independent,136,no_hedge,1,0.19619017108186654,1.6056685599064195,3.4293891947439477,0.317387693021117,0,0,3,0
moderate_independent,136,fixed_250ms,1,0.19178594735127774,0.42753753950650264,0.6094220289978161,0.2490019822798178,0.263125,0.3016627078384798,2,0.263125
moderate_independent,136,fixed_500ms,1,0.19173439007170856,0.6306068289771218,0.8954293348207862,0.24785888622916846,0.06875,0.7454545454545455,3,0.06875
moderate_independent,136,queue_capped_250ms,1,0.19178594735127774,0.42753753950650264,0.6094220289978161,0.2490019822798178,0.263125,0.3016627078384798,2,0.263125
moderate_independent,137,no_hedge,1,0.193844675953315,1.4511688287321505,3.579399856843324,0.3321283248868283,0,0,2,0
moderate_independent,137,fixed_250ms,1,0.1915869403373165,0.417769333291119,0.5264368664632286,0.23756848232811648,0.2775,0.2927927927927928,2,0.276875
moderate_independent,137,fixed_500ms,1,0.1914698523357785,0.6075448049832488,0.7664927508298414,0.23755783058349222,0.064375,0.8543689320388349,2,0.06375
moderate_independent,137,queue_capped_250ms,1,0.1915869403373165,0.417769333291119,0.5264368664632286,0.23756848232811648,0.2775,0.2927927927927928,2,0.276875
moderate_independent,138,no_hedge,1,0.19808931996648482,0.6139064313540956,3.9338425869549454,0.3006674145448481,0,0,2,0
moderate_independent,138,fixed_250ms,1,0.19557693507206508,0.4001512475801263,0.5111990987128934,0.23484011193009727,0.284375,0.24615384615384617,2,0.284375
moderate_independent,138,fixed_500ms,1,0.1956879182799156,0.520515070426427,0.7486170392643601,0.23205064176547868,0.055,0.7386363636363636,2,0.055
moderate_independent,138,queue_capped_250ms,1,0.19557693507206508,0.4001512475801263,0.5111990987128934,0.23484011193009727,0.284375,0.24615384615384617,2,0.284375
moderate_independent,139,no_hedge,1,0.1900174376116226,1.4346518729490612,3.5229797983931306,0.3194959168712542,0,0,2,0
moderate_independent,139,fixed_250ms,1,0.18839400872590772,0.40915314773678446,0.5380672016287207,0.2383301574610107,0.266875,0.28805620608899296,2,0.266875
moderate_independent,139,fixed_500ms,1,0.18839423019959156,0.6086842965233217,0.8129134011813477,0.24011880588893,0.0625,0.81,2,0.061875
moderate_independent,139,queue_capped_250ms,1,0.18839400872590772,0.40915314773678446,0.5380672016287207,0.2383301574610107,0.266875,0.28805620608899296,2,0.266875
moderate_independent,140,no_hedge,1,0.19148190011142674,1.7282106183885038,4.273265811483569,0.32927615876152544,0,0,2,0
moderate_independent,140,fixed_250ms,1,0.1866302285389949,0.4133798124413772,0.5341030520284988,0.24186817782241604,0.28,0.28125,2,0.279375
moderate_independent,140,fixed_500ms,1,0.1863706656133104,0.5980058166354212,0.7604877573714823,0.24068351117225845,0.0625,0.81,2,0.061875
moderate_independent,140,queue_capped_250ms,1,0.1866302285389949,0.4133798124413772,0.5341030520284988,0.24186817782241604,0.28,0.28125,2,0.279375
moderate_independent,141,no_hedge,1,0.1963108540423164,1.9365829016856537,3.497748003328269,0.3422540940392911,0,0,2,0
moderate_independent,141,fixed_250ms,1,0.1919011927683556,0.4257833873501795,0.5520011258000856,0.24845341071087734,0.26875,0.32790697674418606,2,0.26875
moderate_independent,141,fixed_500ms,1,0.1920513799957888,0.6388414855858002,0.8020011258001247,0.2504409612470793,0.07375,0.788135593220339,2,0.07375
moderate_independent,141,queue_capped_250ms,1,0.1919011927683556,0.4257833873501795,0.5520011258000856,0.24845341071087734,0.26875,0.32790697674418606,2,0.26875
moderate_independent,142,no_hedge,1,0.19513725056846454,1.6772941870117393,3.9029676436401246,0.326954004217052,0,0,2,0
moderate_independent,142,fixed_250ms,1,0.1934738895620196,0.42874647513642117,0.6484696209394585,0.2531039527731821,0.2775,0.28378378378378377,3,0.2775
moderate_independent,142,fixed_500ms,1,0.1927313796088015,0.6082719589849575,0.880361676517353,0.25286604427709863,0.068125,0.7981651376146789,2,0.068125
moderate_independent,142,queue_capped_250ms,1,0.1934738895620196,0.42874647513642117,0.6484696209394585,0.2531039527731821,0.2775,0.28378378378378377,3,0.2775
moderate_independent,143,no_hedge,1,0.19861771106428705,1.6283986803261072,3.9038134187025264,0.3415693419852782,0,0,2,0
moderate_independent,143,fixed_250ms,1,0.19729679214870544,0.4348586546214932,0.6250943505462558,0.2547992191421184,0.29875,0.28451882845188287,2,0.298125
moderate_independent,143,fixed_500ms,1,0.19754730158233258,0.6377595441319883,0.7842132237658674,0.25325299743896806,0.075625,0.768595041322314,2,0.075625
moderate_independent,143,queue_capped_250ms,1,0.19729679214870544,0.4348586546214932,0.6250943505462558,0.2547992191421184,0.29875,0.28451882845188287,2,0.298125
moderate_independent,144,no_hedge,1,0.20113103814730904,2.1660652342474833,4.454264760961294,0.3517883489565172,0,0,3,0
moderate_independent,144,fixed_250ms,1,0.19362108160912328,0.43434361335833316,0.5613331036230562,0.2524336290167409,0.28,0.34375,2,0.279375
moderate_independent,144,fixed_500ms,1,0.19370280193649236,0.6255595242405612,0.7804114399003943,0.252664473592795,0.078125,0.744,2,0.078125
moderate_independent,144,queue_capped_250ms,1,0.19362108160912328,0.43434361335833316,0.5613331036230562,0.2524336290167409,0.28,0.34375,2,0.279375
moderate_independent,145,no_hedge,1,0.19998957794977912,1.6188625596653026,3.901571364676375,0.3370100736904578,0,0,3,0
moderate_independent,145,fixed_250ms,1,0.19477732050121688,0.43033365676924973,0.589057379811635,0.24644175963147075,0.294375,0.3057324840764331,3,0.29375
moderate_independent,145,fixed_500ms,1,0.19440688619393143,0.634746309318075,0.8163252607295988,0.2475264611231366,0.070625,0.8230088495575221,2,0.07
moderate_independent,145,queue_capped_250ms,1,0.19470712703692072,0.43033365676924973,0.5722619287168413,0.2468813915928757,0.290625,0.30752688172043013,2,0.29
moderate_independent,146,no_hedge,1,0.1966600675455652,0.6518610738790163,2.8421654315791045,0.2969701900953954,0,0,2,0
moderate_independent,146,fixed_250ms,1,0.19535086173734584,0.40719541661522385,0.5615494086273785,0.24442900413629196,0.2725,0.25229357798165136,2,0.271875
moderate_independent,146,fixed_500ms,1,0.1944534671587803,0.518603666752739,0.8111838259413418,0.2413510965882839,0.051875,0.8313253012048193,2,0.05125
moderate_independent,146,queue_capped_250ms,1,0.19535086173734584,0.40719541661522385,0.5615494086273785,0.24442900413629196,0.2725,0.25229357798165136,2,0.271875
